StationID_Master	Alg.Metrics.SampID	AlgalSampIdent	RepNum	CollDate	PollTolClass.1.tot	PollTolClass.2.tot	PollTolClass.3.tot	PollTolClass.11.tot	pHClass.2.tot	pHClass.3.tot	pHClass.4.tot	pHClass.5.tot	pHClass.6.tot	SalinityClass.1.tot	SalinityClass.2.tot	SalinityClass.3.tot	SalinityClass.4.tot	N_UptakeClass.1.tot	N_UptakeClass.2.tot	N_UptakeClass.3.tot	N_UptakeClass.4.tot	OxygenClass.1.tot	OxygenClass.2.tot	OxygenClass.3.tot	OxygenClass.4.tot	OxygenClass.5.tot	SaprobityClass.1.tot	SaprobityClass.2.tot	SaprobityClass.3.tot	SaprobityClass.4.tot	SaprobityClass.5.tot	TrophicClass.1.tot	TrophicClass.2.tot	TrophicClass.3.tot	TrophicClass.4.tot	TrophicClass.5.tot	TrophicClass.6.tot	TrophicClass.7.tot	MoistureClass.1.tot	MoistureClass.2.tot	MoistureClass.3.tot	MoistureClass.4.tot	MoistureClass.5.tot	MotilityClass.H.tot	MotilityClass.M.tot	MotilityClass.N.tot	MotilityClass.V.tot	PhosphorusClass.H.tot	PhosphorusClass.L.tot	NitrogenClass.H.tot	NitrogenClass.L.tot
UGKPK011.18	UGKPK011.18_2015-05-20_89_1	89	1	5/20/2015	5.4734	20.3992	73.1325	0	0.1662	13.2675	78.9368	0.1662	0	0.664	92.2043	4.8093	0	0.1662	80.7613	5.8043	3.1511	10.6143	59.3679	17.5783	2.6539	0	0.1662	69.9822	10.7791	11.2776	0.6633	0.1662	0.1662	3.9806	0.4978	69.3182	3.1511	20.066	0.9957	55.5528	24.2128	3.1518	0	5.3064	8.2942	85.2382	0	63.5139	9.9503	78.2735	10.6136
UGSFR006.42	UGSFR006.42_2015-05-18_90_1	90	1	5/18/2015	10.8278	22.082	44.7987	0	0	19.1073	41.6158	5.5205	0	0	50.7443	24.204	0.4251	5.9456	39.4913	8.2808	10.8278	8.0688	33.7589	12.5271	10.1907	0	0	42.0396	12.1032	6.1563	5.3073	0.4251	0	0.6371	5.5218	45.2238	6.7934	16.7722	14.6515	11.253	31.6357	1.4861	0	24.8423	20.8079	31.6332	0.4251	25.053	7.8569	32.9074	12.9523
UGSFR151.22	UGSFR151.22_2015-06-02_91_1	91	1	6/2/2015	19.804	60.885	10.4737	1.6363	1.473	22.4226	49.7542	0.6548	0	3.6009	36.4964	34.6982	0.6548	1.1456	27.495	19.1499	19.4766	2.1271	9.9837	23.0767	18.3318	15.8757	0.6548	13.9104	16.6939	26.0242	14.7301	0.3274	1.473	2.7827	4.5824	40.5895	15.7124	7.3643	13.5838	24.8771	27.6606	2.6186	0	33.0611	22.2578	35.5164	0	38.6265	2.946	47.6272	3.2734
UGSTO003.44	UGSTO003.44_2015-06-02_92_1	92	1	6/2/2015	14.8328	65.7884	18.9013	0	0	26.0775	71.5323	0	0	0.4789	84.451	12.4412	0	8.8517	71.7711	8.134	6.4601	8.8502	19.8591	39.4722	19.6189	0	8.8517	27.5142	34.6876	22.0105	3.8283	0.4789	1.6754	2.6318	10.2869	60.7665	5.2635	16.2681	2.393	4.067	63.1596	3.5881	0	23.2085	32.296	43.3005	0.4789	15.073	7.8939	53.829	7.8939
VRBON002.71	VRBON002.71_2016-05-03_115_1	115	1	5/3/2016	10.7616	20.0331	59.9338	0.3311	2.3179	23.1788	60.4305	0	0	2.4834	80.6291	5.1325	0	1.4901	64.7351	6.457	3.8079	19.702	25.4967	23.3444	8.7748	0	0.1656	64.404	7.4503	8.9404	2.8146	0.6623	0	0.9934	3.4768	47.5166	3.8079	23.0132	20.3642	2.9801	50	3.3113	0.1656	11.755	34.6026	43.2119	1.1589	13.4106	17.3841	34.9338	17.3841
VREVR023.23	VREVR023.23_2016-05-03_116_1	116	1	5/3/2016	7.8203	41.9301	44.426	4.4925	0.1664	16.9717	59.0682	0.4992	0	0.8319	74.376	16.1398	0.1664	5.6572	34.1098	5.1581	6.4892	16.4725	12.4792	17.1381	5.4908	0	2.3295	34.4426	32.6123	3.827	1.4975	0.1664	0.1664	2.8286	4.9917	30.1165	1.9967	29.2845	15.9734	6.822	30.1165	2.995	0	13.1448	35.7737	43.2612	1.9967	10.1498	11.8136	15.807	15.4742
VROAK042.78	VROAK042.78_2016-05-09_117_1	117	1	5/9/2016	4.8253	19.8003	70.3827	0.8319	0.9983	24.4592	60.5657	0.6656	0	1.6639	80.3661	5.8236	0	2.1631	67.3877	6.6556	2.3295	22.7953	21.2978	29.9501	4.3261	0.1664	2.1631	67.5541	10.6489	3.6606	1.8303	0	0.9983	0.3328	11.1481	43.594	2.3295	25.9567	27.787	4.8253	46.2562	0.8319	0.3328	14.6423	23.9601	54.9085	0	9.1514	21.6306	26.9551	21.797
VRSPN002.92	VRSPN002.92_2016-05-10_118_1	118	1	5/10/2016	7.9339	27.6033	63.8017	0	0.8264	22.1488	69.5868	0.3306	0	0.4959	85.4545	9.9174	0.3306	10.9091	57.686	11.2397	3.1405	32.0661	28.2645	15.5372	7.6033	0.6612	8.0992	57.1901	15.0413	11.5702	0	0.4959	0.1653	0.6612	12.0661	47.438	0.6612	30.2479	5.7851	12.0661	55.0413	2.1488	0	10.2479	43.3058	42.9752	1.9835	18.5124	20.8264	44.7934	20.9917
VRWCL036.37	VRWCL036.37_2016-06-16_119_1	119	1	6/16/2016	8.7894	21.2272	54.7264	0.1658	2.4876	15.7546	42.4544	4.1459	0	4.9751	57.8773	3.9801	0	17.7446	31.675	7.4627	2.9851	26.6998	19.403	5.8043	7.9602	0	11.7745	39.1376	6.9652	7.6285	0.995	0.1658	2.8192	7.131	7.4627	24.0464	0.995	17.4129	6.4677	7.131	35.8209	2.9851	0.3317	21.5589	30.0166	23.0514	7.131	17.7446	12.9353	24.8756	21.2272
VRWEB010.36	VRWEB010.36_2016-05-03_120_1	120	1	5/3/2016	3.6606	55.574	39.1015	1.1647	3.6606	13.8103	75.208	2.4958	0	5.99	86.5225	3.827	0	3.6606	59.2346	6.4892	0	8.3195	34.7754	23.6273	3.6606	0.1664	0.9983	53.0782	29.7837	9.1514	0	2.1631	3.3278	0.9983	7.1547	49.9168	0	9.4842	13.1448	15.807	31.614	4.9917	0.1664	15.3078	40.7654	41.7637	0.4992	18.802	10.4825	30.4493	11.1481
VRWEB010.36	VRWEB010.36_2016-05-03_94_2	94	2	5/3/2016	2.4958	54.5757	37.4376	2.1631	4.6589	16.4725	61.8968	1.6639	0	5.8236	77.2047	5.3245	0	2.995	57.2379	1.8303	0.8319	10.6489	27.6206	25.624	1.3311	0.1664	0.6656	47.2546	27.9534	5.99	0.6656	1.1647	1.3311	2.995	4.8253	45.9235	0.6656	12.1464	14.1431	13.6439	25.1248	6.4892	0	16.4725	32.2795	43.594	1.4975	15.3078	8.6522	22.4626	12.9784
VRWOK000.82	VRWOK000.82_2016-05-10_121_1	121	1	5/10/2016	7	37.6667	30.3333	4	0	15.3333	46.3333	10.5	0	0.5	65.8333	5.8333	0	2.1667	46	8.5	1.8333	9	26	14.3333	7.3333	0.8333	1.5	42.1667	16.3333	10.5	0.6667	0	0.5	0.6667	7.3333	40.8333	0.8333	13.1667	19.1667	6.1667	25.1667	1.5	0.5	14	33.1667	26.3333	0.5	10.6667	5.5	24.1667	5.3333
