StationCode	SampleDate	StationDateRep	H20	H21	H23	D18	S2	propAchMin	propTaxaZHR	RAWDO100	RAWDO50	RAWlowN	RAWlowP	RAWNhet	RAWeutro	RAWpropBiovolChlor	RAWpropBiovolZHR	RAWmeanZHR	RAWlowTPsp	RAWpropGreenCRUS	PCT_MAP	PCT_MCP	PCT_MIAT1	totalSoftBiovol_um3cm2	microalgalEntityCount	diatomCount
SJTC3	6/13/2008 0:00:00	SJTC3_6/13/2008_1	45.00	43.00	44.00	50.00	35.00	0.01	0.10	0.03	0.85	0.08	0.12	0.10	0.77	0.68	0.12	0.11	0.00	0.74	36.27	37.14	1.26	72200112759.00	300.00	600.00
SJTC3	11/7/2008 0:00:00	SJTC3_11/7/2008_1	64.00	61.00	69.00	56.00	83.00	0.01	0.53	0.07	0.93	0.09	0.10	0.13	0.77	0.01	0.56	0.55	0.15	0.00	2.88	23.80	1.92	3066573988.00	300.00	600.00
SLGD1	6/18/2008 0:00:00	SLGD1_6/18/2008_1	16.00	31.00	22.00	26.00	8.00	3.0e-03	0.00	9.0e-03	0.78	0.01	0.02	0.29	0.97	0.02	0.00	0.00	0.00	0.54	5.82	58.09	1.14	87293590674.00	300.00	600.00
SLSL4	6/28/2007 0:00:00	SLSL4_6/28/2007_1	54.00	46.00	49.00	60.00	42.00	0.00	0.23	0.57	0.88	0.14	0.35	0.14	0.42	0.91	0.07	0.15	0.16	0.89	69.60	21.90	31.91	87097845560.00	300.00	663.00
SLWM1	6/12/2007 0:00:00	SLWM1_6/12/2007_1	51.00	37.00	40.00	52.00	33.00	5.0e-03	0.16	0.03	0.85	0.01	0.01	0.09	0.91	1.00	0.00	0.08	0.16	1.00	58.09	39.04	2.66	69264672919.00	300.00	661.00
SMAD1	6/26/2007 0:00:00	SMAD1_6/26/2007_1	76.00	63.00	65.00	70.00	73.00	0.00	0.00	0.01	0.97	0.06	0.02	0.09	0.86	1.0e-03	0.00	0.00	0.28	0.00	0.95	3.80	60.41	7709571.06	300.00	671.00
SMAD1	10/7/2007 0:00:00	SMAD1_10/7/2007_1	76.00	64.00	66.00	70.00	77.00	0.02	0.00	0.08	0.97	0.03	0.02	0.09	0.89	0.00	0.00	0.00	0.25	0.00	0.96	3.80	31.74	2151617.67	300.00	621.00
SMAD1	6/18/2008 0:00:00	SMAD1_6/18/2008_1	66.00	59.00	56.00	62.00	62.00	5.0e-03	0.00	0.06	0.97	0.03	0.04	0.12	0.82	0.00	0.00	0.00	0.25	0.00	0.00	16.19	0.00	9276158.21	300.00	600.00
SMAD1	11/5/2008 0:00:00	SMAD1_11/5/2008_1	64.00	56.00	54.00	58.00	62.00	0.00	0.00	0.35	0.97	0.02	0.01	0.13	0.56	0.00	0.00	0.00	0.25	0.00	0.00	2.85	9.30	87092987.05	300.00	600.00
SMAS1	5/12/2008 0:00:00	SMAS1_5/12/2008_1	51.00	44.00	52.00	28.00	92.00	5.0e-03	0.26	0.06	0.52	0.08	0.08	0.20	0.89	0.10	0.75	0.50	0.20	0.00	4.44	4.00	0.00	6092954633.00	300.00	600.00
SMC00105	5/12/2009 0:00:00	SMC00105_5/12/2009_1	69.00	59.00	71.00	62.00	83.00	0.14	0.33	0.22	0.82	0.48	0.42	0.13	0.60	0.53	0.46	0.39	0.25	0.00	34.04	1.42	0.00	3435234457.00	300.00	600.00
SMC00153	6/8/2009 0:00:00	SMC00153_6/8/2009_1	15.00	27.00	24.00	18.00	22.00	0.00	0.00	0.07	0.52	0.07	0.07	0.06	0.87	0.00	0.00	0.00	0.00	0.00	32.38	15.23	0.00	13763448.17	300.00	391.00
SMC00191	7/12/2010 0:00:00	SMC00191_7/12/2010_1	46.00	69.00	60.00	76.00	18.00	0.24	0.00	0.39	0.96	0.51	0.65	0.05	0.50	0.00	0.00	0.00	0.00	0.00	27.72	0.00	0.00	461.57	2.00	600.00
SMC00198	6/3/2009 0:00:00	SMC00198_6/3/2009_1	45.00	50.00	42.00	68.00	5.00	0.00	0.00	4.0e-03	0.94	4.0e-03	4.0e-03	0.03	0.99	0.97	0.00	0.00	0.00	1.00	68.57	12.38	0.96	91433240899.00	300.00	600.00
SMC00206	5/18/2009 0:00:00	SMC00206_5/18/2009_1	48.00	56.00	51.00	56.00	47.00	0.00	0.25	6.0e-03	0.78	0.02	0.02	0.05	0.96	0.00	0.03	0.14	0.00	0.00	11.42	0.00	0.00	13715058031.00	300.00	600.00
SMC00236	5/18/2010 0:00:00	SMC00236_5/18/2010_1																								
SMC00277	5/27/2010 0:00:00	SMC00277_5/27/2010_1																								
SMC00309	6/14/2010 0:00:00	SMC00309_6/14/2010_1																								
SMC00318	6/15/2010 0:00:00	SMC00318_6/15/2010_1				4.00	35.00	0.00	0.00	0.05	0.43	0.05	0.00	0.63	0.93	0.93	0.00	0.00	0.00	0.08	37.14	0.00	0.00	323460145.60	351.00	600.00
SMC00324	6/21/2010 0:00:00	SMC00324_6/21/2010_1	32.00	29.00	30.00	40.00	23.00	0.15	0.00	0.25	0.85	0.25	0.32	0.30	0.68	1.00	0.00	0.00	0.00	0.92	29.52	22.85	0.00	14431692966.00	300.00	600.00
SMC00345	7/19/2011 0:00:00	SMC00345_7/19/2011_1	42.00	49.00	42.00	48.00	33.00	0.00	0.00	0.11	0.88	0.05	0.05	0.15	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.95	15.84	125.77	2.00	600.00
SMC00375	6/8/2010 0:00:00	SMC00375_6/8/2010_1	20.00	21.00	21.00	30.00	7.00	0.02	0.00	0.14	0.84	0.12	0.13	0.35	0.84	0.99	0.00	0.00	0.00	0.99	0.95	0.95	0.00	422393227.70	15.00	600.00
SMC00382	6/23/2009 0:00:00	SMC00382_6/23/2009_1	12.00	16.00	25.00	20.00	20.00	0.00	0.00	0.00	0.96	0.00	0.00	0.56	0.56	0.89	0.00	0.00	0.00	0.00	0.00	2.85	8.57	17775885.17	300.00	600.00
SMC00436	5/26/2009 0:00:00	SMC00436_5/26/2009_1	14.00	17.00	25.00	18.00	33.00	0.02	0.00	0.15	0.77	0.04	0.13	0.57	0.86	0.76	0.00	0.00	0.05	0.00	72.38	0.95	0.00	16656255.86	300.00	600.00
SMC00440	5/20/2009 0:00:00	SMC00440_5/20/2009_1	31.00	36.00	32.00	30.00	40.00	0.09	0.00	0.16	0.56	0.17	0.18	0.35	0.76	0.00	0.00	0.00	0.00	0.00	0.95	0.00	0.00	594773.25	300.00	600.00
SMC00446	7/1/2010 0:00:00	SMC00446_7/1/2010_1				16.00	40.00	0.00	0.00	0.16	0.35	0.26	0.26	0.35	0.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	259830.46	300.00	600.00
SMC00457	6/4/2009 0:00:00	SMC00457_6/4/2009_1	46.00	46.00	40.00	64.00	13.00	0.00	0.00	0.00	0.94	2.0e-03	2.0e-03	0.05	0.99	1.00	0.00	0.00	0.00	1.00	59.18	3.80	6.00	171000000000.00	300.00	600.00
SMC00473	6/3/2009 0:00:00	SMC00473_6/3/2009_1	29.00	34.00	36.00	28.00	43.00	0.00	0.00	0.06	0.85	0.00	3.0e-03	0.39	0.93	0.00	0.00	0.00	0.00	0.00	2.02	79.04	0.00	34289396.41	3.00	600.00
SMC00479	7/13/2011 0:00:00	SMC00479_7/13/2011_1	2.00	3.00	11.00	2.00	18.00	0.01	0.00	0.08	0.24	0.01	0.01	0.82	0.91	0.98	0.00	0.00	0.00	0.32	67.61	0.00	0.00	68997679.46	302.00	600.00
SMC00531	5/18/2009 0:00:00	SMC00531_5/18/2009_1	21.00	4.00	14.00	2.00	45.00	2.0e-03	0.15	0.01	0.57	0.01	0.02	0.51	0.97	0.97	0.01	0.08	0.07	0.98	83.80	0.00	0.00	144000000000.00	300.00	600.00
SMC00559	5/19/2010 0:00:00	SMC00559_5/19/2010_1																								
SMC00598	6/15/2010 0:00:00	SMC00598_6/15/2010_1																								
SMC00608	6/27/2011 0:00:00	SMC00608_6/27/2011_1	66.00	66.00	64.00	92.00	23.00	0.79	0.00	0.92	0.97	0.91	0.92	0.03	0.07	1.00	0.00	0.00	0.03	0.99	45.63	0.00	0.00	125000000000.00	475.00	600.00
SMC00632	6/13/2011 0:00:00	SMC00632_6/13/2011_1	15.00	13.00	16.00	14.00	18.00	7.0e-03	0.11	0.05	0.29	0.10	0.10	0.38	0.94	0.94	0.05	0.08	0.06	0.94	18.09	18.09	0.00	25029564328.00	318.00	602.00
SMC00665	7/27/2011 0:00:00	SMC00665_7/27/2011_1	45.00	46.00	51.00	44.00	57.00	0.00	0.25	0.01	0.81	0.03	0.03	0.21	0.92	0.35	0.40	0.33	0.00	0.00	0.00	1.90	0.00	412170.72	301.00	600.00
SMC00670	5/21/2009 0:00:00	SMC00670_5/21/2009_1	26.00	11.00	25.00	14.00	47.00	0.00	0.06	4.0e-03	0.39	0.00	0.00	0.46	0.98	0.99	0.00	0.03	0.07	0.50	70.47	0.00	0.00	30009794758.00	300.00	478.00
SMC00684	6/27/2011 0:00:00	SMC00684_6/27/2011_1	80.00	83.00	85.00	92.00	67.00	0.74	0.08	0.87	0.99	0.89	0.92	0.01	0.09	3.0e-03	0.28	0.18	0.05	0.00	3.80	0.00	0.00	921968626.20	302.00	600.00
SMC00686	6/27/2011 0:00:00	SMC00686_6/27/2011_1	36.00	34.00	42.00	42.00	35.00	3.0e-03	0.10	0.44	0.80	0.01	0.01	0.32	0.45	0.82	0.10	0.10	0.05	0.23	40.95	9.52	0.00	72427672976.00	337.00	600.00
SMC00693	5/31/2010 0:00:00	SMC00693_5/31/2010_1	42.00	46.00	44.00	64.00	8.00	2.0e-03	0.00	0.01	0.95	0.02	0.01	0.06	0.96	1.00	0.00	0.00	0.00	0.98	32.38	35.23	0.00	12241682152.00	300.00	600.00
SMC00702	7/19/2011 0:00:00	SMC00702_7/19/2011_1	39.00	41.00	41.00	54.00	15.00	0.21	0.10	0.43	0.94	0.28	0.29	0.27	0.55	0.99	2.0e-03	0.05	0.00	0.99	98.09	0.00	0.00	10825987639.00	359.00	600.00
SMC00710	6/3/2009 0:00:00	SMC00710_6/3/2009_1	44.00	43.00	44.00	58.00	15.00	0.04	0.12	0.05	0.97	0.09	0.13	0.14	0.90	0.98	0.00	0.06	0.00	0.94	67.64	3.80	0.00	134000000000.00	300.00	600.00
SMC00729	6/3/2009 0:00:00	SMC00729_6/3/2009_1	29.00	29.00	32.00	18.00	57.00	6.0e-03	0.20	0.33	0.65	0.02	0.11	0.31	0.67	0.00	2.0e-03	0.10	0.00	0.00	5.00	1.00	0.00	54717410.13	300.00	181.00
SMC00748	7/12/2011 0:00:00	SMC00748_7/12/2011_1	35.00	34.00	48.00	42.00	42.00	8.0e-03	0.00	0.02	0.97	0.01	0.01	0.17	0.97	0.71	0.00	0.00	0.00	0.00	16.19	0.00	0.00	28776420.07	370.00	600.00
SMC00756	6/23/2009 0:00:00	SMC00756_6/23/2009_1																			0.00	0.00	0.00			
SMC00766	7/11/2011 0:00:00	SMC00766_7/11/2011_1	39.00	40.00	30.00	38.00	25.00	0.00	0.00	0.05	0.86	0.04	0.05	0.24	0.74	0.08	0.00	0.00	0.11	1.00	9.09	9.80	0.00	35295950212.00	300.00	600.00
SMC00830	7/12/2011 0:00:00	SMC00830_7/12/2011_1	26.00	34.00	38.00	30.00	40.00	3.0e-03	0.00	0.27	0.96	0.05	0.03	0.48	0.71	6.0e-03	0.00	0.00	0.00	0.00	74.07	1.21	0.00	13964677956.00	866.00	600.00
SMC00857	7/13/2011 0:00:00	SMC00857_7/13/2011_1	31.00	30.00	31.00	42.00	15.00	0.02	0.00	0.05	0.88	0.02	0.03	0.32	0.90	1.00	0.00	0.00	0.00	1.00	59.04	15.23	0.00	58055673250.00	300.00	600.00
SMC00873	5/18/2009 0:00:00	SMC00873_5/18/2009_1	51.00	51.00	49.00	60.00	33.00	0.00	0.15	4.0e-03	0.99	0.00	0.00	0.02	0.98	0.71	0.29	0.22	0.15	0.98	50.00	0.95	0.96	54840355778.00	300.00	600.00
SMC00899	7/12/2011 0:00:00	SMC00899_7/12/2011_1	24.00	30.00	38.00	26.00	42.00	0.00	0.11	0.12	0.97	0.00	0.00	0.31	0.87	0.51	0.22	0.16	0.03	0.00	72.38	0.00	0.00	251237349.80	400.00	600.00
SMC00910	4/30/2009 0:00:00	SMC00910_4/30/2009_1	11.00	26.00	20.00	12.00	25.00	0.00	0.27	4.0e-03	0.52	4.0e-03	8.0e-03	0.31	0.99	0.43	0.57	0.42	0.00	1.00	26.66	0.00	0.00	29267951703.00	300.00	600.00
SMC00921	6/2/2010 0:00:00	SMC00921_6/2/2010_1	56.00	60.00	61.00	84.00	18.00	0.65	0.00	0.83	0.94	0.81	0.85	0.08	0.14	0.99	0.00	0.00	0.00	0.65	28.57	19.04	22.11	45903620234.00	300.00	600.00
SMC00926	6/28/2010 0:00:00	SMC00926_6/28/2010_1				72.00	55.00	0.12	0.18	0.78	0.83	0.46	0.78	0.08	0.22	0.14	0.85	0.51	0.04	0.14	35.29	29.52	0.00	15135903142.00	300.00	600.00
SMC00957	6/21/2010 0:00:00	SMC00957_6/21/2010_1				26.00		0.00		0.05	0.79	0.01	0.01	0.69	0.91						10.47	39.04	0.95			600.00
SMC00958	7/19/2011 0:00:00	SMC00958_7/19/2011_1	60.00	49.00	56.00	68.00	42.00	0.40	0.03	0.55	0.86	0.49	0.49	0.21	0.44	1.00	0.00	0.01	0.08	0.98	76.19	3.84	0.00	32938355775.00	440.00	600.00
SMC00963	6/17/2010 0:00:00	SMC00963_6/17/2010_1	44.00	46.00	45.00	64.00	12.00	5.0e-03	0.00	0.01	0.98	9.0e-03	0.01	0.07	0.96	1.00	0.00	0.00	0.00	1.00	58.09	2.85	0.00	40404331590.00	300.00	600.00
SMC01004	5/26/2009 0:00:00	SMC01004_5/26/2009_1					50.00		0.00							0.00	0.00	0.00	0.00	0.00	47.61	0.95	0.00	21284046523.00	300.00	
SMC01013	6/24/2010 0:00:00	SMC01013_6/24/2010_1	61.00	49.00	68.00	64.00	65.00	0.29	0.25	0.42	0.98	0.46	0.46	0.25	0.52	0.94	0.05	0.15	0.00	0.00	76.66	22.33	0.00	37822224690.00	300.00	600.00
SMC01046	5/21/2009 0:00:00	SMC01046_5/21/2009_1	25.00	14.00	21.00	18.00	32.00	0.00	0.11	0.13	0.83	9.0e-03	0.01	0.51	0.84	0.95	0.00	0.05	0.00	0.97	47.61	13.33	1.90	74343177437.00	300.00	600.00
SMC01049	6/15/2010 0:00:00	SMC01049_6/15/2010_1	30.00	34.00	30.00	48.00	5.00	3.0e-03	0.00	0.02	0.96	9.0e-03	9.0e-03	0.22	0.95	1.00	0.00	0.00	0.00	1.00	23.80	0.95	0.00	16442281148.00	300.00	600.00
SMC01096	6/7/2010 0:00:00	SMC01096_6/7/2010_1	38.00	36.00	45.00	50.00	28.00	0.29	0.00	0.36	0.79	0.38	0.44	0.40	0.58	1.00	0.00	0.00	0.00	0.09	10.67	0.00	0.00	12903688281.00	300.00	600.00
SMC01151	6/17/2009 0:00:00	SMC01151_6/17/2009_1	65.00	69.00	64.00	92.00	22.00	0.78	0.07	0.92	0.98	0.87	0.94	0.04	0.08	0.94	0.04	0.05	0.07	0.95	85.29	18.26	2.15	121000000000.00	300.00	600.00
SMC01155	5/12/2009 0:00:00	SMC01155_5/12/2009_1	70.00	54.00	66.00	64.00	77.00	0.52	0.15	0.56	0.74	0.59	0.61	0.18	0.40	0.63	0.18	0.16	0.26	0.00	47.57	2.85	0.00	8673211403.00	300.00	600.00
SMC01158	6/3/2009 0:00:00	SMC01158_6/3/2009_1					12.00		0.00							0.53	0.00	0.00	0.00	0.94	28.57	22.85	0.00	95248695188.00	300.00	
SMC01161	5/27/2010 0:00:00	SMC01161_5/27/2010_1	42.00	41.00	41.00	56.00	18.00	0.01	0.40	0.01	0.99	0.01	0.03	0.01	0.98	0.99	1.0e-03	0.20	0.00	1.00	47.11	13.33	0.00	32290670449.00	300.00	600.00
SMC01174	7/20/2011 0:00:00	SMC01174_7/20/2011_1	50.00	49.00	50.00	48.00	48.00	0.01	0.00	0.13	0.75	0.21	0.20	0.12	0.85	0.00	0.00	0.00	0.00	0.00	0.00	30.47	50.00	6269.19	4.00	600.00
SMC01201	6/2/2010 0:00:00	SMC01201_6/2/2010_1	51.00	59.00	51.00	70.00	22.00	3.0e-03	0.12	6.0e-03	0.97	8.0e-03	8.0e-03	0.04	0.99	0.55	0.01	0.06	0.00	1.00	20.95	5.71	0.00	37717256248.00	300.00	600.00
SMC01208	6/8/2010 0:00:00	SMC01208_6/8/2010_1	40.00	43.00	44.00	60.00	13.00	0.45	0.07	0.58	0.79	0.54	0.59	0.29	0.39	1.00	0.00	0.03	0.00	0.98	74.28	0.00	0.00	6962318553.00	300.00	600.00
SMC01215	7/13/2011 0:00:00	SMC01215_7/13/2011_1	48.00	37.00	49.00	52.00	42.00	0.19	0.13	0.27	0.89	0.28	0.37	0.22	0.68	1.00	0.00	0.06	0.09	0.60	59.40	0.98	0.00	186000000000.00	336.00	600.00
SMC01257	6/16/2011 0:00:00	SMC01257_6/16/2011_1	25.00	19.00	22.00	26.00	22.00	0.01	0.05	0.03	0.90	0.04	0.04	0.43	0.84	1.00	0.00	0.02	0.05	1.00	44.32	2.02	0.00	72154439671.00	326.00	600.00
SMC01258	5/27/2009 0:00:00	SMC01258_5/27/2009_1	10.00	26.00	22.00	16.00	17.00	4.0e-03	0.00	0.03	0.45	0.04	0.05	0.11	0.93	0.00	0.00	0.00	0.00	0.00	0.00	73.46	0.00	10430622.47	300.00	525.00
SMC01278	6/17/2009 0:00:00	SMC01278_6/17/2009_1	38.00	39.00	48.00	54.00	35.00	0.03	0.00	0.63	0.74	0.25	0.59	0.29	0.31	0.99	0.00	0.00	0.00	0.39	49.52	0.00	0.00	21381443013.00	300.00	600.00
SMC01341	6/22/2009 0:00:00	SMC01341_6/22/2009_1																			17.14	32.38	0.00			
SMC01358	7/12/2011 0:00:00	SMC01358_7/12/2011_1	36.00	31.00	44.00	34.00	57.00	2.0e-03	0.11	0.10	0.87	0.01	0.11	0.63	0.72	0.59	0.04	0.08	0.11	0.00	61.90	0.00	0.00	719981850.70	691.00	600.00
SMC01383	6/1/2010 0:00:00	SMC01383_6/1/2010_1	44.00	50.00	56.00	52.00	48.00	0.00	0.10	0.01	0.94	2.0e-03	2.0e-03	0.02	0.97	0.14	0.06	0.08	0.00	0.00	0.95	0.00	14.28	39146959.42	300.00	600.00
SMC01452	7/15/2010 0:00:00	SMC01452_7/15/2010_1				12.00	13.00	0.02	0.00	0.15	0.57	0.03	0.03	0.56	0.79	0.97	0.00	0.00	0.00	0.98	29.62	0.95	0.00	6881257389.00	308.00	600.00
SMC01512	6/23/2010 0:00:00	SMC01512_6/23/2010_1	44.00	31.00	50.00	40.00	57.00	0.09	0.13	0.31	0.91	0.41	0.40	0.43	0.68	0.96	7.0e-03	0.07	0.03	0.00	89.52	0.95	0.00	3470273945.00	300.00	600.00
SMC01555	6/23/2011 0:00:00	SMC01555_6/23/2011_1	4.00	1.00	5.00	2.00	8.00	0.00	0.00	0.06	0.66	0.00	0.00	0.62	0.83	1.00	0.00	0.00	0.00	0.90	48.57	0.00	0.00	103000000000.00	301.00	600.00
SMC01606	5/26/2009 0:00:00	SMC01606_5/26/2009_1	1.00	3.00	2.00	2.00	2.00	0.00	0.00	0.05	0.66	8.0e-03	6.0e-03	0.56	0.91	0.92	0.00	0.00	0.00	0.94	41.74	66.66	0.00	183000000000.00	4.00	698.00
SMC01655	7/7/2011 0:00:00	SMC01655_7/7/2011_1	96.00	99.00	95.00	98.00	87.00	0.57	0.25	0.83	0.99	0.85	0.87	7.0e-03	0.13	0.00	0.94	0.59	0.50	0.00	0.00	0.00	0.00	262133.05	5.00	600.00
SMC01684	6/3/2009 0:00:00	SMC01684_6/3/2009_1	12.00	21.00	21.00	14.00	25.00	0.00	0.00	0.00	0.90	2.0e-03	2.0e-03	0.88	0.95	0.16	0.00	0.00	0.07	0.00	0.00	0.95	11.42	8754503.57	300.00	600.00
SMC01692	6/20/2011 0:00:00	SMC01692_6/20/2011_1	55.00	47.00	45.00	62.00	27.00	0.02	0.16	0.03	0.98	0.04	0.07	0.01	0.95	0.99	0.01	0.08	0.20	0.98	22.22	0.00	0.00	8676717539.00	300.00	600.00
SMC01694	6/28/2010 0:00:00	SMC01694_6/28/2010_1				46.00	50.00	0.19	0.11	0.45	0.87	0.45	0.45	0.37	0.53	0.98	0.00	0.05	0.04	0.00	31.42	19.04	0.00	2959749750.00	333.00	600.00
SMC01716	6/8/2010 0:00:00	SMC01716_6/8/2010_1	26.00	26.00	40.00	32.00	38.00	8.0e-03	0.05	0.02	0.86	0.02	0.01	0.25	0.92	0.90	5.0e-03	0.03	0.00	0.00	45.71	0.00	0.00	161588393.50	300.00	600.00
SMC01717	6/3/2009 0:00:00	SMC01717_6/3/2009_1	51.00	63.00	52.00	64.00	30.00	1.0e-03	0.28	0.07	0.92	0.04	0.09	0.12	0.85	0.40	0.59	0.44	0.14	1.00	5.94	59.04	12.50	5613893432.00	300.00	1200.00
SMC01726	6/30/2010 0:00:00	SMC01726_6/30/2010_1				76.00	55.00	0.68	0.18	0.76	0.89	0.79	0.79	0.11	0.19	0.33	0.64	0.41	0.00	0.00	2.85	0.00	0.00	354404549.90	333.00	600.00
SMC01748	6/3/2009 0:00:00	SMC01748_6/3/2009_1	46.00	56.00	52.00	58.00	33.00	0.04	0.16	0.17	0.92	0.05	0.05	0.15	0.82	0.00	0.00	0.08	0.16	0.00	5.05	12.74	2.94	4797646.43	300.00	600.00
SMC01814	6/15/2010 0:00:00	SMC01814_6/15/2010_1	24.00	26.00	24.00	36.00	3.00	3.0e-03	0.00	0.20	0.92	5.0e-03	5.0e-03	0.21	0.48	1.00	0.00	0.00	0.00	1.00	24.76	31.42	15.30	38709739945.00	300.00	600.00
SMC01860	5/28/2009 0:00:00	SMC01860_5/28/2009_1	28.00	43.00	38.00	40.00	22.00	0.00	0.00	0.25	0.82	0.03	0.01	0.17	0.75	0.00	0.00	0.00	0.00	0.00	19.04	8.57	0.95	13766322.13	300.00	600.00
SMC01909	6/9/2009 0:00:00	SMC01909_6/9/2009_1	32.00	19.00	16.00	16.00	40.00	6.0e-03	0.00	7.0e-03	0.67	0.02	0.02	0.31	0.95	0.54	0.00	0.00	0.25	0.99	3.80	29.52	2.85	2894971019.00	300.00	347.00
SMC01923	7/12/2011 0:00:00	SMC01923_7/12/2011_1	18.00	19.00	22.00	24.00	17.00	0.00	0.00	0.08	0.72	4.0e-03	0.02	0.55	0.89	0.96	0.00	0.00	0.00	0.72	29.52	0.00	0.00	530244894.70	355.00	600.00
SMC01960	6/23/2010 0:00:00	SMC01960_6/23/2010_1	36.00	33.00	46.00	46.00	35.00	0.23	0.00	0.40	0.96	0.30	0.36	0.57	0.59	0.99	0.00	0.00	0.04	0.01	43.56	24.76	0.00	2030000000000.00	300.00	600.00
SMC01962	6/8/2010 0:00:00	SMC01962_6/8/2010_1	26.00	17.00	32.00	22.00	43.00	0.03	0.00	0.19	0.76	0.05	0.06	0.39	0.61	0.98	0.00	0.00	0.00	0.06	0.95	84.76	0.96	2298647575.00	300.00	600.00
SMC01972	6/7/2010 0:00:00	SMC01972_6/7/2010_1	26.00	24.00	26.00	30.00	25.00	0.01	0.10	0.03	0.89	0.02	0.01	0.29	0.88	0.99	7.0e-03	0.05	0.00	0.98	37.14	0.00	0.00	3528121508.00	300.00	600.00
SMC01979	7/14/2011 0:00:00	SMC01979_7/14/2011_1	70.00	61.00	61.00	82.00	38.00	0.30	0.20	0.33	0.98	0.34	0.36	0.02	0.59	0.99	1.0e-03	0.10	0.11	1.00	2.29	0.00	0.00	1135727283.00	301.00	600.00
SMC01990	6/3/2009 0:00:00	SMC01990_6/3/2009_1	39.00	47.00	39.00	62.00	2.00	0.00	0.00	0.00	0.99	0.07	0.08	0.21	0.92	0.88	0.00	0.00	0.00	1.00	85.43	18.09	0.00	107000000000.00	300.00	600.00
SMC02006	5/26/2009 0:00:00	SMC02006_5/26/2009_1	66.00	96.00	88.00	96.00	47.00	0.32	0.10	0.98	0.99	0.96	0.98	0.01	0.01	0.01	0.97	0.54	0.03	0.00	7.61	0.00	52.38	291979525.90	300.00	600.00
SMC02059	6/3/2010 0:00:00	SMC02059_6/3/2010_1	11.00	16.00	26.00	6.00	37.00	0.00	0.04	0.06	0.11	0.05	0.05	0.96	0.98	0.66	0.34	0.19	0.00	0.00	0.00	0.00	52.38	3054175733.00	300.00	600.00
SMC02123	7/5/2011 0:00:00	SMC02123_7/5/2011_1	45.00	46.00	45.00	64.00	18.00	0.14	0.00	0.27	0.82	0.33	0.36	0.19	0.67	1.00	0.00	0.00	0.05	0.98	50.49	0.00	0.00	27422698506.00	301.00	600.00
SMC02127	6/4/2009 0:00:00	SMC02127_6/4/2009_1	68.00	66.00	64.00	90.00	20.00	0.20	0.00	0.30	0.96	0.74	0.78	0.04	0.21	0.99	0.00	0.00	0.07	0.98	20.95	40.95	8.57	2903018133.00	300.00	600.00
SMC02145	7/19/2011 0:00:00	SMC02145_7/19/2011_1	49.00	49.00	48.00	68.00	8.00	3.0e-03	0.00	0.02	0.96	0.01	0.01	0.06	0.96	1.00	0.00	0.00	0.00	1.00	14.56	8.65	0.00	43290400566.00	300.00	600.00
SMC02167	6/7/2010 0:00:00	SMC02167_6/7/2010_1	66.00	74.00	72.00	86.00	43.00	3.0e-03	0.00	0.40	1.00	0.39	0.41	0.02	0.58	0.08	0.00	0.00	0.00	0.00	1.90	2.85	0.00	184326.43	300.00	600.00
SMC02206	7/19/2011 0:00:00	SMC02206_7/19/2011_1	29.00	23.00	24.00	30.00	23.00	0.00	0.00	0.49	0.88	0.00	0.00	0.32	0.73	0.98	0.00	0.00	0.07	1.00	3.22	6.06	0.00	457000000000.00	303.00	600.00
SMC02228	6/23/2009 0:00:00	SMC02228_6/23/2009_1	11.00	9.00	9.00	4.00	20.00	3.0e-03	0.04	0.13	0.33	4.0e-03	4.0e-03	0.75	0.86	0.74	0.03	0.03	0.05	1.00	38.09	0.00	3.80	14449642590.00	300.00	600.00
SMC02270	6/30/2010 0:00:00	SMC02270_6/30/2010_1	40.00	47.00	45.00	66.00	17.00	0.06	0.00	0.48	0.81	0.25	0.50	0.03	0.53	1.00	0.00	0.00	0.00	1.00	60.00	0.00	0.00	137000000000.00	300.00	600.00
SMC02417	7/20/2011 0:00:00	SMC02417_7/20/2011_1	56.00	56.00	60.00	74.00	30.00	0.39	0.02	0.62	0.90	0.78	0.77	0.08	0.22	0.98	0.01	0.01	0.00	0.63	38.09	1.90	29.52	128000000000.00	355.00	600.00
SMC02436	5/28/2009 0:00:00	SMC02436_5/28/2009_1	39.00	37.00	32.00	50.00	12.00	0.00	0.00	0.11	0.97	0.00	0.00	0.14	0.90	0.99	0.00	0.00	0.00	0.99	43.80	7.61	0.00	70124299483.00	300.00	600.00
SMC02452	6/30/2011 0:00:00	SMC02452_6/30/2011_1	36.00	30.00	35.00	42.00	25.00	0.00	0.00	0.44	0.79	0.02	0.02	0.22	0.66	1.00	0.00	0.00	0.04	0.99	15.78	23.23	0.00	40753515513.00	353.00	600.00
SMC02457	5/31/2010 0:00:00	SMC02457_5/31/2010_1	34.00	50.00	46.00	50.00	23.00	0.00	0.00	0.02	0.79	0.03	0.02	0.09	0.86	0.00	0.00	0.00	0.00	0.00	0.00	57.14	0.00	12466360.96	300.00	600.00
SMC02536	6/29/2011 0:00:00	SMC02536_6/29/2011_1	25.00	13.00	21.00	18.00	32.00	0.16	0.09	0.39	0.56	0.36	0.34	0.43	0.60	0.99	0.00	0.04	0.04	0.99	52.38	0.00	0.00	199000000000.00	300.00	600.00
