ColName	Category	Subcategory	StudyYear	Scale	ShortName	Units	AbbrFN	Description
PctBl2011Ws	Landscape metrics	Ice/snow or barren land cover	2011	Watershed	Barren land	%	BarrenLULC	% of watershed area classified as barren land cover (NLCD 2011 class 31)
PctBl2011WsRp100	Landscape metrics	Ice/snow or barren land cover	2011	Watershed Riparian	Barren land	%	BarrenLULC	% of watershed area classified as barren land cover (NLCD 2011 class 31) within a 100-m buffer of NHD streams
PctIce2001Cat	Landscape metrics	Ice/snow or barren land cover	2001	Catchment	Ice and snow land cover	%	BarrenLULC	% of catchment area classified as ice/snow land cover (NLCD 2001 class 12)
PctIce2001CatRp100	Landscape metrics	Ice/snow or barren land cover	2001	Catchment Riparian	Ice and snow land cover	%	BarrenLULC	% of catchment area classified as ice/snow land cover (NLCD 2001 class 12) within a 100-m buffer of NHD streams
PctIce2001Ws	Landscape metrics	Ice/snow or barren land cover	2001	Watershed	Ice and snow land cover	%	BarrenLULC	% of watershed area classified as ice/snow land cover (NLCD 2001 class 12)
PctIce2001WsRp100	Landscape metrics	Ice/snow or barren land cover	2001	Watershed Riparian	Ice and snow land cover	%	BarrenLULC	% of watershed area classified as ice/snow land cover (NLCD 2001 class 12) within a 100-m buffer of NHD streams
PctIce2006Cat	Landscape metrics	Ice/snow or barren land cover	2006	Catchment	Ice and snow land cover	%	BarrenLULC	% of catchment area classified as ice/snow land cover (NLCD 2006 class 12)
PctIce2006CatRp100	Landscape metrics	Ice/snow or barren land cover	2006	Catchment Riparian	Ice and snow land cover	%	BarrenLULC	% of catchment area classified as ice/snow land cover (NLCD 2006 class 12) within a 100-m buffer of NHD streams
PctIce2006Ws	Landscape metrics	Ice/snow or barren land cover	2006	Watershed	Ice and snow land cover	%	BarrenLULC	% of watershed area classified as ice/snow land cover (NLCD 2006 class 12)
PctIce2006WsRp100	Landscape metrics	Ice/snow or barren land cover	2006	Watershed Riparian	Ice and snow land cover	%	BarrenLULC	% of watershed area classified as ice/snow land cover (NLCD 2006 class 12) within a 100-m buffer of NHD streams
PctIce2011Cat	Landscape metrics	Ice/snow or barren land cover	2011	Catchment	Ice and snow land cover	%	BarrenLULC	% of catchment area classified as ice/snow land cover (NLCD 2011 class 12)
PctIce2011CatRp100	Landscape metrics	Ice/snow or barren land cover	2011	Catchment Riparian	Ice and snow land cover	%	BarrenLULC	% of catchment area classified as ice/snow land cover (NLCD 2011 class 12) within a 100-m buffer of NHD streams
PctIce2011Ws	Landscape metrics	Ice/snow or barren land cover	2011	Watershed	Ice and snow land cover	%	BarrenLULC	% of watershed area classified as ice/snow land cover (NLCD 2011 class 12)
PctIce2011WsRp100	Landscape metrics	Ice/snow or barren land cover	2011	Watershed Riparian	Ice and snow land cover	%	BarrenLULC	% of watershed area classified as ice/snow land cover (NLCD 2011 class 12) within a 100-m buffer of NHD streams
PctHbWet2001Cat	Landscape metrics	Water or wetland	2001	Catchment	Herbaceous wetland	%	WaterWetLULC	% of catchment area classified as herbaceous wetland land cover (NLCD 2001 class 95)
PctHbWet2001CatRp100	Landscape metrics	Water or wetland	2001	Catchment Riparian	Herbaceous wetland	%	WaterWetLULC	% of catchment area classified as herbaceous wetland land cover (NLCD 2001 class 95) within a 100-m buffer of NHD streams
PctHbWet2001Ws	Landscape metrics	Water or wetland	2001	Watershed	Herbaceous wetland	%	WaterWetLULC	% of watershed area classified as herbaceous wetland land cover (NLCD 2001 class 95)
PctHbWet2001WsRp100	Landscape metrics	Water or wetland	2001	Watershed Riparian	Herbaceous wetland	%	WaterWetLULC	% of watershed area classified as herbaceous wetland land cover (NLCD 2001 class 95) within a 100-m buffer of NHD streams
PctHbWet2006Cat	Landscape metrics	Water or wetland	2006	Catchment	Herbaceous wetland	%	WaterWetLULC	% of catchment area classified as herbaceous wetland land cover (NLCD 2006 class 95)
PctHbWet2006CatRp100	Landscape metrics	Water or wetland	2006	Catchment Riparian	Herbaceous wetland	%	WaterWetLULC	% of catchment area classified as herbaceous wetland land cover (NLCD 2006 class 95) within a 100-m buffer of NHD streams
PctHbWet2006Ws	Landscape metrics	Water or wetland	2006	Watershed	Herbaceous wetland	%	WaterWetLULC	% of watershed area classified as herbaceous wetland land cover (NLCD 2006 class 95)
PctHbWet2006WsRp100	Landscape metrics	Water or wetland	2006	Watershed Riparian	Herbaceous wetland	%	WaterWetLULC	% of watershed area classified as herbaceous wetland land cover (NLCD 2006 class 95) within a 100-m buffer of NHD streams
PctHbWet2011Cat	Landscape metrics	Water or wetland	2011	Catchment	Herbaceous wetland	%	WaterWetLULC	% of catchment area classified as herbaceous wetland land cover (NLCD 2011 class 95)
PctHbWet2011CatRp100	Landscape metrics	Water or wetland	2011	Catchment Riparian	Herbaceous wetland	%	WaterWetLULC	% of catchment area classified as herbaceous wetland land cover (NLCD 2011 class 95) within a 100-m buffer of NHD streams
PctHbWet2011Ws	Landscape metrics	Water or wetland	2011	Watershed	Herbaceous wetland	%	WaterWetLULC	% of watershed area classified as herbaceous wetland land cover (NLCD 2011 class 95)
PctHbWet2011WsRp100	Landscape metrics	Water or wetland	2011	Watershed Riparian	Herbaceous wetland	%	WaterWetLULC	% of watershed area classified as herbaceous wetland land cover (NLCD 2011 class 95) within a 100-m buffer of NHD streams
PctOw2001Cat	Landscape metrics	Water or wetland	2001	Catchment	Open water	%	WaterWetLULC	% of catchment area classified as open water land cover (NLCD 2001 class 11)
PctOw2001CatRp100	Landscape metrics	Water or wetland	2001	Catchment Riparian	Open water	%	WaterWetLULC	% of catchment area classified as open water land cover (NLCD 2001 class 11) within a 100-m buffer of NHD streams
PctOw2001Ws	Landscape metrics	Water or wetland	2001	Watershed	Open water	%	WaterWetLULC	% of watershed area classified as open water land cover (NLCD 2001 class 11)
PctOw2001WsRp100	Landscape metrics	Water or wetland	2001	Watershed Riparian	Open water	%	WaterWetLULC	% of watershed area classified as open water land cover (NLCD 2001 class 11) within a 100-m buffer of NHD streams
PctOw2006Cat	Landscape metrics	Water or wetland	2006	Catchment	Open water	%	WaterWetLULC	% of catchment area classified as open water land cover (NLCD 2006 class 11)
PctOw2006CatRp100	Landscape metrics	Water or wetland	2006	Catchment Riparian	Open water	%	WaterWetLULC	% of catchment area classified as open water land cover (NLCD 2006 class 11) within a 100-m buffer of NHD streams
PctOw2006Ws	Landscape metrics	Water or wetland	2006	Watershed	Open water	%	WaterWetLULC	% of watershed area classified as open water land cover (NLCD 2006 class 11)
PctOw2006WsRp100	Landscape metrics	Water or wetland	2006	Watershed Riparian	Open water	%	WaterWetLULC	% of watershed area classified as open water land cover (NLCD 2006 class 11) within a 100-m buffer of NHD streams
PctOw2011Cat	Landscape metrics	Water or wetland	2011	Catchment	Open water	%	WaterWetLULC	% of catchment area classified as open water land cover (NLCD 2011 class 11)
PctOw2011CatRp100	Landscape metrics	Water or wetland	2011	Catchment Riparian	Open water	%	WaterWetLULC	% of catchment area classified as open water land cover (NLCD 2011 class 11) within a 100-m buffer of NHD streams
PctOw2011Ws	Landscape metrics	Water or wetland	2011	Watershed	Open water	%	WaterWetLULC	% of watershed area classified as open water land cover (NLCD 2011 class 11)
PctOw2011WsRp100	Landscape metrics	Water or wetland	2011	Watershed Riparian	Open water	%	WaterWetLULC	% of watershed area classified as open water land cover (NLCD 2011 class 11) within a 100-m buffer of NHD streams
PctWdWet2001Cat	Landscape metrics	Water or wetland	2001	Catchment	Woody wetland	%	WaterWetLULC	% of catchment area classified as woody wetland land cover (NLCD 2001 class 90)
PctWdWet2001CatRp100	Landscape metrics	Water or wetland	2001	Catchment Riparian	Woody wetland	%	WaterWetLULC	% of catchment area classified as woody wetland land cover (NLCD 2001 class 90) within a 100-m buffer of NHD streams
PctWdWet2001Ws	Landscape metrics	Water or wetland	2001	Watershed	Woody wetland	%	WaterWetLULC	% of watershed area classified as woody wetland land cover (NLCD 2001 class 90)
PctWdWet2001WsRp100	Landscape metrics	Water or wetland	2001	Watershed Riparian	Woody wetland	%	WaterWetLULC	% of watershed area classified as woody wetland land cover (NLCD 2001 class 90) within a 100-m buffer of NHD streams
PctWdWet2006Cat	Landscape metrics	Water or wetland	2006	Catchment	Woody wetland	%	WaterWetLULC	% of catchment area classified as woody wetland land cover (NLCD 2006 class 90)
PctWdWet2006CatRp100	Landscape metrics	Water or wetland	2006	Catchment Riparian	Woody wetland	%	WaterWetLULC	% of catchment area classified as woody wetland land cover (NLCD 2006 class 90) within a 100-m buffer of NHD streams
PctWdWet2006Ws	Landscape metrics	Water or wetland	2006	Watershed	Woody wetland	%	WaterWetLULC	% of watershed area classified as woody wetland land cover (NLCD 2006 class 90)
PctWdWet2006WsRp100	Landscape metrics	Water or wetland	2006	Watershed Riparian	Woody wetland	%	WaterWetLULC	% of watershed area classified as woody wetland land cover (NLCD 2006 class 90) within a 100-m buffer of NHD streams
PctWdWet2011Cat	Landscape metrics	Water or wetland	2011	Catchment	Woody wetland	%	WaterWetLULC	% of catchment area classified as woody wetland land cover (NLCD 2011 class 90)
PctWdWet2011CatRp100	Landscape metrics	Water or wetland	2011	Catchment Riparian	Woody wetland	%	WaterWetLULC	% of catchment area classified as woody wetland land cover (NLCD 2011 class 90) within a 100-m buffer of NHD streams
PctWdWet2011Ws	Landscape metrics	Water or wetland	2011	Watershed	Woody wetland	%	WaterWetLULC	% of watershed area classified as woody wetland land cover (NLCD 2011 class 90)
PctWdWet2011WsRp100	Landscape metrics	Water or wetland	2011	Watershed Riparian	Woody wetland	%	WaterWetLULC	% of watershed area classified as woody wetland land cover (NLCD 2011 class 90) within a 100-m buffer of NHD streams
InorgNWetDep_2008Cat	Pollution	Nitrogen	2008	Catchment	Inorganic N deposition	kg N or S+N/ha/yr	Nitrogen	"Annual gradient map of precipitation-weighted mean deposition for inorganic nitrogen wet deposition from nitrate and ammonium for 2008 in kg of N/ha/yr, within catchment"
InorgNWetDep_2008Ws	Pollution	Nitrogen	2008	Watershed	Inorganic N deposition	kg N or S+N/ha/yr	Nitrogen	"Annual gradient map of precipitation-weighted mean deposition for inorganic nitrogen wet deposition from nitrate and ammonium for 2008 in kg of N/ha/yr, within watershed"
NH4_2008Cat	Pollution	Nitrogen	2008	Catchment	NH4 deposition	kg N or S+N/ha/yr	Nitrogen	"Annual gradient map of precipitation-weighted mean deposition for ammonium ion concentration wet deposition for 2008 in kg of NH4/ha/yr, within catchment"
NH4_2008Ws	Pollution	Nitrogen	2008	Watershed	NH4 deposition	kg N or S+N/ha/yr	Nitrogen	"Annual gradient map of precipitation-weighted mean deposition for ammonium ion concentration wet deposition for 2008 in kg of NH4/ha/yr, within watershed"
NO3_2008Cat	Pollution	Nitrogen	2008	Catchment	NO3 deposition	kg N or S+N/ha/yr	Nitrogen	"Annual gradient map of precipitation-weighted mean deposition for nitrate ion concentration wet deposition for 2008 in kg of NO3/ha/yr, within catchment"
NO3_2008Ws	Pollution	Nitrogen	2008	Watershed	NO3 deposition	kg N or S+N/ha/yr	Nitrogen	"Annual gradient map of precipitation-weighted mean deposition for nitrate ion concentration wet deposition for 2008 in kg of NO3/ha/yr, within watershed"
SN_2008Cat	Pollution	Nitrogen	2008	Catchment	S and N deposition	kg N or S+N/ha/yr	Nitrogen	"Annual gradient map of precipitation-weighted mean deposition for average sulfur & nitrogen wet deposition for 2008 in kg of S+N/ha/yr, within catchment"
SN_2008Ws	Pollution	Nitrogen	2008	Watershed	S and N deposition	kg N or S+N/ha/yr	Nitrogen	"Annual gradient map of precipitation-weighted mean deposition for average sulfur & nitrogen wet deposition for 2008 in kg of S+N/ha/yr, within watershed"
Pestic97Cat	Pollution	Pesticides	1997	Catchment	Pesticide rate	kg/km2	Pesticides	Mean pesticide use (kg/km2) in yr. 1997 within catchment
Pestic97Ws	Pollution	Pesticides	1997	Watershed	Pesticide rate	kg/km2	Pesticides	Mean pesticide use (kg/km2) in yr. 1997 within watershed
NPDESDensCat	Pollution	Regulated sites	NA	Catchment	NPDES	sites/km2	RegulatedSites	Density of permitted NPDES (National Pollutant Discharge Elimination System) sites within catchment (sites/square km)
NPDESDensCatRp100	Pollution	Regulated sites	NA	Catchment Riparian	NPDES	sites/km2	RegulatedSites	Density of permitted NPDES (National Pollutant Discharge Elimination System) sites within catchment and within a 100-m buffer of NHD stream lines (sites/square km)
NPDESDensWs	Pollution	Regulated sites	NA	Watershed	NPDES	sites/km2	RegulatedSites	Density of permitted NPDES (National Pollutant Discharge Elimination System) sites within watershed (sites/square km)
NPDESDensWsRp100	Pollution	Regulated sites	NA	Watershed Riparian	NPDES	sites/km2	RegulatedSites	Density of permitted NPDES (National Pollutant Discharge Elimination System) sites within watershed and within 100-m buffer of NHD stream lines (sites/square km)
SuperfundDensCat	Pollution	Regulated sites	NA	Catchment	Superfund	sites/km2	RegulatedSites	Density of Superfund sites within catchment (sites/square km)
SuperfundDensCatRp100	Pollution	Regulated sites	NA	Catchment Riparian	Superfund	sites/km2	RegulatedSites	Density of Superfund sites  within 100-m buffer of NHD stream lines within the catchment (sites/square km)
SuperfundDensWs	Pollution	Regulated sites	NA	Watershed	Superfund	sites/km2	RegulatedSites	Density of Superfund sites within watershed (sites/square km)
SuperfundDensWsRp100	Pollution	Regulated sites	NA	Watershed Riparian	Superfund	sites/km2	RegulatedSites	Density of Superfund sites within watershed and within a 100-m buffer of NHD stream lines (sites/square km)
TRIDensCat	Pollution	Regulated sites	NA	Catchment	TRI	sites/km2	RegulatedSites	Density of TRI (Toxic Release Inventory) sites within catchment (sites/square km)
TRIDensCatRp100	Pollution	Regulated sites	NA	Catchment Riparian	TRI	sites/km2	RegulatedSites	Density of TRI (Toxic Release Inventory) sites within 100-m buffer of NHD stream lines in the catchment (sites/square km)
TRIDensWs	Pollution	Regulated sites	NA	Watershed	TRI	sites/km2	RegulatedSites	Density of TRI (Toxic Release Inventory) sites within watershed (sites/square km)
TRIDensWsRp100	Pollution	Regulated sites	NA	Watershed Riparian	TRI	sites/km2	RegulatedSites	Density of TRI (Toxic Release Inventory) sites within watershed and within a 100-m buffer of NHD stream lines (sites/square km)
