StationID_Master	COMID	clust	SampDate	SampYear	ChemSampleID	PhabSampID	FldChemSampID	FlowSampID	BMISampID	AlgSampID	EpiphyteSampID	IntegAlgSampID	MacroalgSampID	MicroalgSampID
907CCCR02	20330036	6	4/30/2014	2014	NA	NA	907CCCR02_2014-04-30	NA	NA	NA	NA	NA	NA	NA
907CONECR	20332804	3	5/15/2001	2001	NA	NA	NA	NA	907CONECR_5/15/2001_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907CONECR	20332804	3	5/18/2004	2004	NA	NA	NA	NA	907CONECR_5/18/2004_BMI_TRC_1	NA	NA	NA	NA	NA
907CONECR	20332804	3	6/15/2005	2005	NA	NA	NA	NA	907CONECR_6/15/2005_BMI_CSBP_Comp_1	NA	NA	NA	NA	NA
907CONECR	20332804	3	5/3/2007	2007	NA	NA	NA	NA	907CONECR_5/3/2007_BMI_TRC_1	NA	NA	NA	NA	NA
907CONECR	20332804	3	4/17/2008	2008	NA	NA	NA	NA	907CONECR_4/17/2008_BMI_RWB_1	NA	NA	NA	NA	NA
907CONECR	20332804	3	4/29/2009	2009	NA	NA	NA	NA	907CONECR_4/29/2009_BMI_RWB_1	NA	NA	NA	NA	NA
907CONECR	20332804	3	4/29/2009	2009	NA	NA	NA	NA	907CONECR_4/29/2009_BMI_RWB_2	NA	NA	NA	NA	NA
907CONECR	20332804	3	5/16/2012	2012	NA	NA	NA	NA	907CONECR_5/16/2012_BMI_RWB_1	907CONECR_5/16/2012_1	NA	907CONECR_5/16/2012_1	907CONECR_5/16/2012_1	907CONECR_5/16/2012_1
907CONECR	20332804	3	5/31/2012	2012	NA	NA	NA	NA	907CONECR_5/31/2012_BMI_RWB_1	907CONECR_5/31/2012_1	NA	907CONECR_5/31/2012_1	NA	907CONECR_5/31/2012_1
907LCCHW8	20332986	3	4/29/2014	2014	NA	NA	NA	NA	907LCCHW8_4/29/2014_BMI_RWB_1	NA	NA	NA	NA	NA
907S00577	20329834	6	5/12/2009	2009	907S00577_2009-05-12	907S00577_2009-05-12	907S00577_2009-05-12	907S00577_modeledflow	907S00577_5/12/2009_BMI_RWB_1	907S00577_5/12/2009_1	NA	907S00577_5/12/2009_1	907S00577_5/12/2009_1	907S00577_5/12/2009_1
907S01418	20332438	6	5/12/2009	2009	907S01418_2009-05-12	907S01418_2009-05-12	907S01418_2009-05-12	907S01418_modeledflow	907S01418_5/12/2009_BMI_RWB_1	907S01418_5/12/2009_1	NA	907S01418_5/12/2009_1	907S01418_5/12/2009_1	907S01418_5/12/2009_1
907S01434	20332754	6	5/13/2009	2009	907S01434_2009-05-13	907S01434_2009-05-13	907S01434_2009-05-13	907S01434_modeledflow	907S01434_5/13/2009_BMI_RWB_1	907S01434_5/13/2009_1	907S01434_5/13/2009_1	907S01434_5/13/2009_1	907S01434_5/13/2009_1	907S01434_5/13/2009_1
907S01610	20332536	6	5/31/2010	2010	907S01610_2010-05-31	907S01610_2010-05-31	NA	907S01610_modeledflow	907S01610_5/31/2010_BMI_RWB_1	907S01610_5/31/2010_1	NA	907S01610_5/31/2010_1	907S01610_5/31/2010_1	907S01610_5/31/2010_1
907S01610	20332536	6	5/4/2015	2015	NA	NA	NA	NA	907S01610_5/4/2015_BMI_RWB_1	NA	NA	NA	NA	NA
907S02774	20333052	1	5/20/2010	2010	907S02774_2010-05-20	907S02774_2010-05-20	NA	NA	907S02774_5/20/2010_BMI_RWB_1	907S02774_5/20/2010_1	NA	907S02774_5/20/2010_1	NA	907S02774_5/20/2010_1
907S02774	20333052	1	1/26/2012	2012	NA	NA	907S02774_2012-01-26	NA	NA	NA	NA	NA	NA	NA
907S03210	20330038	4	5/18/2011	2011	907S03210_2011-05-18	907S03210_2011-05-18	NA	907S03210_modeledflow	907S03210_5/18/2011_BMI_RWB_1	907S03210_5/18/2011_1	NA	907S03210_5/18/2011_1	NA	907S03210_5/18/2011_1
907S03210	20330038	4	5/18/2011	2011	907S03210_2011-05-18	907S03210_2011-05-18	NA	907S03210_modeledflow	907S03210_5/18/2011_BMI_RWB_1	907S03210_5/18/2011_2	NA	907S03210_5/18/2011_2	NA	907S03210_5/18/2011_2
907S03210	20330038	4	5/18/2011	2011	907S03210_2011-05-18	907S03210_2011-05-18	NA	907S03210_modeledflow	907S03210_5/18/2011_BMI_RWB_2	907S03210_5/18/2011_1	NA	907S03210_5/18/2011_1	NA	907S03210_5/18/2011_1
907S03210	20330038	4	5/18/2011	2011	907S03210_2011-05-18	907S03210_2011-05-18	NA	907S03210_modeledflow	907S03210_5/18/2011_BMI_RWB_2	907S03210_5/18/2011_2	NA	907S03210_5/18/2011_2	NA	907S03210_5/18/2011_2
907S03786	20332830	6	5/30/2012	2012	907S03786_2012-05-30	907S03786_2012-05-30	NA	907S03786_modeledflow	907S03786_5/30/2012_BMI_RWB_1	907S03786_5/30/2012_1	NA	907S03786_5/30/2012_1	NA	907S03786_5/30/2012_1
907S05514	20332496	5	5/18/2011	2011	907S05514_2011-05-18	907S05514_2011-05-18	NA	907S05514_modeledflow	907S05514_5/18/2011_BMI_RWB_2	907S05514_5/18/2011_2	NA	907S05514_5/18/2011_2	NA	907S05514_5/18/2011_2
907S05514	20332496	5	5/18/2011	2011	907S05514_2011-05-18	907S05514_2011-05-18	NA	907S05514_modeledflow	907S05514_5/18/2011_BMI_RWB_2	907S05514_5/18/2011_1	NA	907S05514_5/18/2011_1	NA	907S05514_5/18/2011_1
907S05514	20332496	5	5/18/2011	2011	907S05514_2011-05-18	907S05514_2011-05-18	NA	907S05514_modeledflow	907S05514_5/18/2011_BMI_RWB_1	907S05514_5/18/2011_2	NA	907S05514_5/18/2011_2	NA	907S05514_5/18/2011_2
907S05514	20332496	5	5/18/2011	2011	907S05514_2011-05-18	907S05514_2011-05-18	NA	907S05514_modeledflow	907S05514_5/18/2011_BMI_RWB_1	907S05514_5/18/2011_1	NA	907S05514_5/18/2011_1	NA	907S05514_5/18/2011_1
907S46499	20334398	5	6/2/2010	2010	907S46499_2010-06-02	907S46499_2010-06-02	NA	NA	907S46499_6/2/2010_BMI_RWB_1	907S46499_6/2/2010_1	NA	907S46499_6/2/2010_1	NA	907S46499_6/2/2010_1
907SDALV3	20331494	1	6/12/2004	2004	NA	NA	NA	NA	907SDALV3_6/12/2004_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDALV3	20331494	1	7/2/2005	2005	NA	NA	NA	NA	907SDALV3_7/2/2005_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDALV3	20331494	1	11/12/2005	2005	NA	NA	NA	NA	907SDALV3_11/12/2005_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDALV3	20331494	1	6/26/2006	2006	NA	NA	NA	NA	907SDALV3_6/26/2006_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDB047	20330010	6	4/22/2015	2015	NA	NA	NA	NA	907SDB047_4/22/2015_BMI_RWB_1	NA	NA	NA	NA	NA
907SDBOC2	20332536	6	5/21/2001	2001	NA	NA	NA	NA	907SDBOC2_5/21/2001_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDBOC2	20332536	6	6/27/2003	2003	NA	NA	NA	NA	907SDBOC2_6/27/2003_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDBOC2	20332536	6	5/18/2004	2004	NA	NA	NA	NA	907SDBOC2_5/18/2004_BMI_TRC_1	NA	NA	NA	NA	NA
907SDBOC2	20332536	6	6/9/2005	2005	NA	NA	NA	NA	907SDBOC2_6/9/2005_BMI_CSBP_Comp_1	NA	NA	NA	NA	NA
907SDBOC2	20332536	6	5/1/2007	2007	NA	NA	NA	NA	907SDBOC2_5/1/2007_BMI_TRC_1	NA	NA	NA	NA	NA
907SDBOC2	20332536	6	5/1/2007	2007	NA	NA	NA	NA	907SDBOC2_5/1/2007_BMI_TRC_2	NA	NA	NA	NA	NA
907SDBOC2	20332536	6	4/16/2008	2008	NA	NA	NA	NA	907SDBOC2_4/16/2008_BMI_RWB_2	NA	NA	NA	NA	NA
907SDBOC2	20332536	6	4/16/2008	2008	NA	NA	NA	NA	907SDBOC2_4/16/2008_BMI_RWB_1	NA	NA	NA	NA	NA
907SDBOC2	20332536	6	4/24/2009	2009	NA	NA	NA	NA	907SDBOC2_4/24/2009_BMI_RWB_1	NA	NA	NA	NA	NA
907SDBOC2	20332536	6	4/21/2015	2015	NA	NA	NA	NA	907SDBOC2_4/21/2015_BMI_RWB_2	NA	NA	NA	NA	NA
907SDBOC2	20332536	6	4/21/2015	2015	NA	NA	NA	NA	907SDBOC2_4/21/2015_BMI_RWB_1	NA	NA	NA	NA	NA
907SDCHC3	20332948	3	5/6/2008	2008	907SDCHC3_2008-05-06	NA	NA	NA	NA	NA	NA	NA	NA	NA
907SDCHC3	20332948	3	5/8/2008	2008	907SDCHC3_2008-05-08	NA	NA	NA	907SDCHC3_5/8/2008_BMI_RWB_1	907SDCHC3_5/8/2008_1	NA	907SDCHC3_5/8/2008_1	NA	907SDCHC3_5/8/2008_1
907SDFRC2	20331412	1	5/5/2008	2008	907SDFRC2_2008-05-05	NA	NA	NA	907SDFRC2_5/5/2008_BMI_RWB_1	907SDFRC2_5/5/2008_1	907SDFRC2_5/5/2008_1	907SDFRC2_5/5/2008_1	907SDFRC2_5/5/2008_1	907SDFRC2_5/5/2008_1
907SDFRC2	20331412	1	5/6/2008	2008	907SDFRC2_2008-05-06	NA	NA	NA	NA	NA	NA	NA	NA	NA
907SDR1xx	20331520	5	5/16/1998	1998	NA	NA	NA	NA	907SDR1xx_5/16/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDR1xx	20331520	5	8/31/1998	1998	NA	NA	NA	NA	907SDR1xx_8/31/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDR1xx	20331520	5	11/12/1998	1998	NA	NA	NA	NA	907SDR1xx_11/12/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDR1xx	20331520	5	5/16/1999	1999	NA	NA	NA	NA	907SDR1xx_5/16/1999_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDR1xx	20331520	5	11/14/1999	1999	NA	NA	NA	NA	907SDR1xx_11/14/1999_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDRMTx	20331934	5	10/23/1996	1996	NA	NA	NA	NA	907SDRMTx_10/23/1996_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDRMTx	20331934	5	6/16/1997	1997	NA	NA	NA	NA	907SDRMTx_6/16/1997_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDRMTx	20331934	5	5/15/1998	1998	NA	NA	NA	NA	907SDRMTx_5/15/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDRMTx	20331934	5	9/1/1998	1998	NA	NA	NA	NA	907SDRMTx_9/1/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDRMTx	20331934	5	11/13/1998	1998	NA	NA	NA	NA	907SDRMTx_11/13/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDRMTx	20331934	5	5/16/1999	1999	NA	NA	NA	NA	907SDRMTx_5/16/1999_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDRMTx	20331934	5	11/14/1999	1999	NA	NA	NA	NA	907SDRMTx_11/14/1999_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDRMTx	20331934	5	6/1/2000	2000	NA	NA	NA	NA	907SDRMTx_6/1/2000_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDRMTx	20331934	5	11/10/2000	2000	NA	NA	NA	NA	907SDRMTx_11/10/2000_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDRMTx	20331934	5	7/2/2005	2005	NA	NA	NA	NA	907SDRMTx_7/2/2005_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDRS2x	20331516	5	10/25/1996	1996	NA	NA	NA	NA	907SDRS2x_10/25/1996_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDRS2x	20331516	5	6/16/1997	1997	NA	NA	NA	NA	907SDRS2x_6/16/1997_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDRS2x	20331516	5	10/25/1997	1997	NA	NA	NA	NA	907SDRS2x_10/25/1997_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDSDR8	20331398	5	10/24/1996	1996	NA	NA	NA	NA	907SDSDR8_10/24/1996_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDSDR8	20331398	5	6/17/1997	1997	NA	NA	NA	NA	907SDSDR8_6/17/1997_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDSDR8	20331398	5	5/15/1998	1998	NA	NA	NA	NA	907SDSDR8_5/15/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDSDR8	20331398	5	9/1/1998	1998	NA	NA	NA	NA	907SDSDR8_9/1/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDSDR8	20331398	5	11/13/1998	1998	NA	NA	NA	NA	907SDSDR8_11/13/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDSDR8	20331398	5	5/16/1999	1999	NA	NA	NA	NA	907SDSDR8_5/16/1999_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDSDR8	20331398	5	11/14/1999	1999	NA	NA	NA	NA	907SDSDR8_11/14/1999_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDSDR8	20331398	5	7/2/2005	2005	NA	NA	NA	NA	907SDSDR8_7/2/2005_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDSDR8	20331398	5	11/12/2005	2005	NA	NA	NA	NA	907SDSDR8_11/12/2005_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDSDR9	20331434	5	6/12/2004	2004	NA	NA	NA	NA	907SDSDR9_6/12/2004_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDSDR9	20331434	5	6/26/2006	2006	NA	NA	NA	NA	907SDSDR9_6/26/2006_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDSDR9	20331434	5	5/12/2007	2007	NA	NA	NA	NA	907SDSDR9_5/12/2007_BMI_TRC_1	NA	NA	NA	NA	NA
907SDSDR9	20331434	5	6/28/2008	2008	NA	NA	NA	NA	907SDSDR9_6/28/2008_BMI_TRC_1	NA	NA	NA	NA	NA
907SDSDR9	20331434	5	5/29/2010	2010	NA	NA	NA	NA	907SDSDR9_5/29/2010_BMI_RWB_1	NA	NA	NA	NA	NA
907SDSVC3	20332430	3	11/4/2000	2000	NA	NA	NA	NA	907SDSVC3_11/4/2000_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDSVC3	20332430	3	11/8/2000	2000	NA	NA	NA	NA	907SDSVC3_11/8/2000_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDSVC3	20332430	3	5/4/2002	2002	NA	NA	NA	NA	907SDSVC3_5/4/2002_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
907SDSVC3	20332430	3	5/19/2004	2004	NA	NA	NA	NA	907SDSVC3_5/19/2004_BMI_TRC_1	NA	NA	NA	NA	NA
907SDSVC3	20332430	3	6/16/2005	2005	NA	NA	NA	NA	907SDSVC3_6/16/2005_BMI_CSBP_Comp_1	NA	NA	NA	NA	NA
907SDSVC3	20332430	3	6/16/2005	2005	NA	NA	NA	NA	907SDSVC3_6/16/2005_BMI_CSBP_Comp_2	NA	NA	NA	NA	NA
907SDSVC3	20332430	3	4/30/2007	2007	NA	NA	NA	NA	907SDSVC3_4/30/2007_BMI_TRC_1	NA	NA	NA	NA	NA
907SDSVC3	20332430	3	4/17/2008	2008	NA	NA	NA	NA	907SDSVC3_4/17/2008_BMI_RWB_1	NA	NA	NA	NA	NA
907SDSVC3	20332430	3	4/21/2009	2009	NA	NA	NA	NA	907SDSVC3_4/21/2009_BMI_RWB_1	NA	NA	NA	NA	NA
909CCCSPx	20332676	6	5/15/2001	2001	NA	NA	NA	NA	909CCCSPx_5/15/2001_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
909CCCSPx	20332676	6	6/25/2003	2003	NA	NA	NA	NA	909CCCSPx_6/25/2003_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
909CCCSPx	20332676	6	5/18/2004	2004	NA	NA	NA	NA	909CCCSPx_5/18/2004_BMI_TRC_1	NA	NA	NA	NA	NA
909CCCSPx	20332676	6	6/9/2005	2005	NA	NA	NA	NA	909CCCSPx_6/9/2005_BMI_CSBP_Comp_1	NA	NA	NA	NA	NA
909CCCSPx	20332676	6	11/16/2005	2005	NA	NA	NA	NA	909CCCSPx_11/16/2005_BMI_CSBP_Comp_1	NA	NA	NA	NA	NA
909CCCSPx	20332676	6	5/3/2007	2007	NA	NA	NA	NA	909CCCSPx_5/3/2007_BMI_TRC_1	NA	NA	NA	NA	NA
909CCCSPx	20332676	6	4/16/2008	2008	NA	NA	NA	NA	909CCCSPx_4/16/2008_BMI_RWB_1	NA	NA	NA	NA	NA
909CCCSPx	20332676	6	4/20/2009	2009	NA	NA	NA	NA	909CCCSPx_4/20/2009_BMI_RWB_1	NA	NA	NA	NA	NA
909JPCH79	20332702	6	6/8/2010	2010	909JPCH79_2010-06-08	909JPCH79_2010-06-08	NA	NA	909JPCH79_6/8/2010_BMI_RWB_1	909JPCH79_6/8/2010_1	NA	909JPCH79_6/8/2010_1	NA	909JPCH79_6/8/2010_1
909JQCASR	20332720	6	6/1/2011	2011	909JQCASR_2011-06-01	909JQCASR_2011-06-01	NA	NA	909JQCASR_6/1/2011_BMI_RWB_1	909JQCASR_6/1/2011_1	NA	909JQCASR_6/1/2011_1	NA	909JQCASR_6/1/2011_1
909S00282	20332896	6	6/9/2009	2009	NA	NA	909S00282_2009-06-09	NA	NA	NA	NA	NA	NA	NA
909S00282	20332896	6	4/6/2015	2015	NA	909S00282_2015-04-06	NA	NA	909S00282_4/6/2015_BMI_RWB_2	909S00282_4/6/2015_1	909S00282_4/6/2015_1	909S00282_4/6/2015_1	909S00282_4/6/2015_1	909S00282_4/6/2015_1
909S00282	20332896	6	4/6/2015	2015	NA	909S00282_2015-04-06	NA	NA	909S00282_4/6/2015_BMI_RWB_1	909S00282_4/6/2015_1	909S00282_4/6/2015_1	909S00282_4/6/2015_1	909S00282_4/6/2015_1	909S00282_4/6/2015_1
909S00282	20332896	6	4/6/2015	2015	NA	909S00282_2015-04-06	NA	NA	909S00282_4/6/2015_BMI_RWB_1	909S00282_4/6/2015_2	909S00282_4/6/2015_2	909S00282_4/6/2015_2	909S00282_4/6/2015_2	909S00282_4/6/2015_2
909S00282	20332896	6	4/6/2015	2015	NA	909S00282_2015-04-06	NA	NA	909S00282_4/6/2015_BMI_RWB_2	909S00282_4/6/2015_2	909S00282_4/6/2015_2	909S00282_4/6/2015_2	909S00282_4/6/2015_2	909S00282_4/6/2015_2
909S00282	20332896	6	4/20/2016	2016	909S00282_2016-04-20	NA	NA	NA	909S00282_4/20/2016_BMI_RWB_1	NA	NA	NA	NA	NA
909SHAR02	20333084	3	5/6/2008	2008	909SHAR02_2008-05-06	NA	NA	NA	NA	NA	NA	NA	NA	NA
909SHAR02	20333084	3	5/8/2008	2008	909SHAR02_2008-05-08	NA	NA	NA	909SHAR02_5/8/2008_BMI_RWB_1	909SHAR02_5/8/2008_1	NA	909SHAR02_5/8/2008_1	909SHAR02_5/8/2008_1	909SHAR02_5/8/2008_1
909SLAW02	20333188	3	11/16/2005	2005	NA	NA	NA	NA	909SLAW02_11/16/2005_BMI_CSBP_Comp_1	NA	NA	NA	NA	NA
909SLAW02	20333188	3	5/5/2008	2008	909SLAW02_2008-05-05	NA	NA	NA	NA	NA	NA	NA	NA	NA
909SLAW02	20333188	3	5/6/2008	2008	909SLAW02_2008-05-06	NA	NA	NA	909SLAW02_5/6/2008_BMI_RWB_1	909SLAW02_5/6/2008_1	909SLAW02_5/6/2008_1	909SLAW02_5/6/2008_1	909SLAW02_5/6/2008_1	909SLAW02_5/6/2008_1
909SSWR01	20332758	6	5/20/2001	2001	NA	NA	NA	NA	909SSWR01_5/20/2001_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
909SSWR01	20332758	6	6/27/2003	2003	NA	NA	NA	NA	909SSWR01_6/27/2003_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
909SSWR01	20332758	6	4/16/2008	2008	NA	NA	NA	NA	909SSWR01_4/16/2008_BMI_RWB_1	NA	NA	NA	NA	NA
909SSWR03	20334440	5	5/19/2004	2004	NA	NA	NA	NA	909SSWR03_5/19/2004_BMI_TRC_1	NA	NA	NA	NA	NA
909SSWR03	20334440	5	6/15/2005	2005	NA	NA	NA	NA	909SSWR03_6/15/2005_BMI_CSBP_Comp_1	NA	NA	NA	NA	NA
909SSWR03	20334440	5	5/4/2007	2007	NA	NA	NA	NA	909SSWR03_5/4/2007_BMI_TRC_1	NA	NA	NA	NA	NA
909SSWR03	20334440	5	4/20/2008	2008	NA	NA	NA	NA	909SSWR03_4/20/2008_BMI_RWB_1	NA	NA	NA	NA	NA
909SSWR03	20334440	5	4/20/2009	2009	NA	NA	NA	NA	909SSWR03_4/20/2009_BMI_RWB_1	NA	NA	NA	NA	NA
909SSWR08	948070399	5	5/16/1998	1998	NA	NA	NA	NA	909SSWR08_5/16/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
909SSWR08	948070399	5	8/31/1998	1998	NA	NA	NA	NA	909SSWR08_8/31/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
909SSWR08	948070399	5	11/12/1998	1998	NA	NA	NA	NA	909SSWR08_11/12/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
909SSWR08	948070399	5	5/16/1999	1999	NA	NA	NA	NA	909SSWR08_5/16/1999_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
909SSWR08	948070399	5	11/14/1999	1999	NA	NA	NA	NA	909SSWR08_11/14/1999_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
909SSWR08	948070399	5	11/15/2005	2005	NA	NA	NA	NA	909SSWR08_11/15/2005_BMI_CSBP_Comp_1	NA	NA	NA	NA	NA
909SSWR08	948070399	5	5/5/2008	2008	909SSWR08_2008-05-05	NA	NA	NA	909SSWR08_5/5/2008_BMI_RWB_1	909SSWR08_5/5/2008_1	909SSWR08_5/5/2008_1	909SSWR08_5/5/2008_1	909SSWR08_5/5/2008_1	909SSWR08_5/5/2008_1
909SWR94x	20334686	5	5/16/1998	1998	NA	NA	NA	NA	909SWR94x_5/16/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
909SWR94x	20334686	5	8/31/1998	1998	NA	NA	NA	NA	909SWR94x_8/31/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
909SWR94x	20334686	5	11/12/1998	1998	NA	NA	NA	NA	909SWR94x_11/12/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
909SWR94x	20334686	5	5/16/1999	1999	NA	NA	NA	NA	909SWR94x_5/16/1999_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
909SWR94x	20334686	5	11/14/1999	1999	NA	NA	NA	NA	909SWR94x_11/14/1999_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
909SWR94x	20334686	5	11/10/2000	2000	NA	NA	NA	NA	909SWR94x_11/10/2000_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
909SWR94x	20334686	5	11/17/2005	2005	NA	NA	NA	NA	909SWR94x_11/17/2005_BMI_CSBP_Comp_1	NA	NA	NA	NA	NA
909WE0662	20332896	6	5/16/2001	2001	909WE0662_2001-05-16	909WE0662_2001-05-16	NA	909WE0662_modeledflow	909WE0662_5/16/2001_BMI_RWB_1	NA	NA	NA	NA	NA
909WE0662	20332896	6	5/16/2001	2001	909WE0662_2001-05-16	909WE0662_2001-05-16	NA	909WE0662_modeledflow	909WE0662_5/16/2001_BMI_TRC_1	NA	NA	NA	NA	NA
909WE0662	20332896	6	5/16/2001	2001	909WE0662_2001-05-16	909WE0662_2001-05-16	NA	909WE0662_modeledflow	909WE0662_5/16/2001_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
909WE0662	20332896	6	5/18/2004	2004	NA	NA	NA	NA	909WE0662_5/18/2004_BMI_TRC_1	NA	NA	NA	NA	NA
909WE0662	20332896	6	6/15/2005	2005	NA	NA	NA	NA	909WE0662_6/15/2005_BMI_CSBP_Comp_1	NA	NA	NA	NA	NA
909WE0662	20332896	6	6/3/2008	2008	NA	NA	NA	NA	909WE0662_6/3/2008_BMI_RWB_1	NA	NA	NA	NA	NA
909WE0662	20332896	6	6/3/2008	2008	NA	NA	NA	NA	909WE0662_6/3/2008_BMI_RWB_MCM_1	NA	NA	NA	NA	NA
909WE0662	20332896	6	6/22/2015	2015	NA	NA	909WE0662_2015-06-22	909WE0662_modeledflow	909WE0662_6/22/2015_BMI_RWB_1	909WE0662_6/22/2015_1	NA	909WE0662_6/22/2015_1	NA	NA
909WE0662	20332896	6	5/5/2017	2017	NA	NA	909WE0662_2017-05-05	909WE0662_modeledflow	NA	NA	NA	NA	NA	NA
909WE0780	20332676	6	5/15/2001	2001	909WE0780_2001-05-15	909WE0780_2001-05-15	NA	909WE0780_modeledflow	909WE0780_5/15/2001_BMI_RWB_1	NA	NA	NA	NA	NA
909WE0780	20332676	6	5/15/2001	2001	909WE0780_2001-05-15	909WE0780_2001-05-15	NA	909WE0780_modeledflow	909WE0780_5/15/2001_BMI_TRC_1	NA	NA	NA	NA	NA
909WE1014	20333018	3	4/23/2002	2002	909WE1014_2002-04-23	909WE1014_2002-04-23	NA	909WE1014_modeledflow	909WE1014_4/23/2002_BMI_TRC_1	NA	NA	NA	NA	NA
909WE1014	20333018	3	4/23/2002	2002	909WE1014_2002-04-23	909WE1014_2002-04-23	NA	909WE1014_modeledflow	909WE1014_4/23/2002_BMI_RWB_1	NA	NA	NA	NA	NA
910DZRA03	20333528	3	5/5/2008	2008	910DZRA03_2008-05-05	NA	NA	NA	NA	NA	NA	NA	NA	NA
910DZRA03	20333528	3	5/6/2008	2008	910DZRA03_2008-05-06	NA	NA	NA	910DZRA03_5/6/2008_BMI_RWB_1	910DZRA03_5/6/2008_1	NA	910DZRA03_5/6/2008_1	NA	910DZRA03_5/6/2008_1
910OTJMC4	20334508	3	11/12/2000	2000	NA	NA	NA	NA	910OTJMC4_11/12/2000_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
910OTJMC4	20334508	3	5/19/2001	2001	NA	NA	NA	NA	910OTJMC4_5/19/2001_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
910OTJMC4	20334508	3	4/14/2008	2008	NA	NA	NA	NA	910OTJMC4_4/14/2008_BMI_RWB_1	NA	NA	NA	NA	NA
910OTJMC4	20334508	3	4/14/2008	2008	NA	NA	NA	NA	910OTJMC4_4/14/2008_BMI_RWB_2	NA	NA	NA	NA	NA
910OTJMC4	20334508	3	4/24/2009	2009	NA	NA	NA	NA	910OTJMC4_4/24/2009_BMI_RWB_1	NA	NA	NA	NA	NA
910OTJMC4	20334508	3	4/24/2009	2009	NA	NA	NA	NA	910OTJMC4_4/24/2009_BMI_RWB_2	NA	NA	NA	NA	NA
910OTJMC5	20334508	3	5/19/2001	2001	NA	NA	NA	NA	910OTJMC5_5/19/2001_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
910S06570	20334508	3	5/24/2010	2010	910S06570_2010-05-24	910S06570_2010-05-24	NA	NA	910S06570_5/24/2010_BMI_RWB_1	910S06570_5/24/2010_1	910S06570_5/24/2010_1	910S06570_5/24/2010_1	910S06570_5/24/2010_1	910S06570_5/24/2010_1
