StationID_Master	clust	StressSampleDate	RespSampleDate	ChemSampleID	BMISampID	Quality	CSCI	HighDur	HighNum	MaxMonthQ	NoDisturb	Q99	QmaxIDR	RBI	AFDM_algae_particulate_g_m2	Alkalinity_CaCO3_f_mg_L	Alkalinity_CaCO3_uf_mg_L	Aluminum_f_ug_L	Aluminum_tot_mg_kg_dw	Aluminum_uf_ug_L	ANC_ueq_L	Antimony_f_ug_L	Antimony_uf_ug_L	Arsenic_f_ug_L	Arsenic_tot_mg_kg_dw	Arsenic_uf_ug_L	Azinphos_Methyl_ug_L	Barium_f_ug_L	Barium_uf_ug_L	Benz_a_anthracene_ug_L	Benzo_a_pyrene_ug_L	Benzo_k_fluoranthene_ug_L	Bifenthrin_tot_ng_g_dw	Bifenthrin_ug_L	Boron_uf_mg_L	Bromodichloromethane_ug_L	Cadmium_f_ug_L	Cadmium_tot_mg_kg_dw	Cadmium_uf_ug_L	Caffeine_ug_L	Calcium_f_mg_L	Calcium_uf_mg_L	Carbophenothion_ug_L	Chlor_a_particulate_mg_m2	Chlor_a_particulate_ug_L	Chlordene_cis_ug_L	Chlordene_trans_ug_L	Chloride_f_mg_L	Chloroform_ug_L	Chlorpyrifos_ug_L	Chromium_f_ug_L	Chromium_tot_mg_kg_dw	Chromium_ug_L	Chrysene_ug_L	Clay_LT0_0039mm_pct	Clay_LT0_005mm_pct	Cobalt_f_ug_L	Cobalt_uf_ug_L	Copper_f_ug_L	Copper_tot_mg_kg_dw	Copper_uf_ug_L	Coumaphos_ug_L	Cyfluthrin_tot_ng_g_dw	Cyfluthrin_Total_ug_L	Cyhalothrin_lambda_tot_ng_g_dw	Cyhalothrin_Total_lambda_ug_L	Cypermethrin_tot_ng_g_dw	Cypermethrin_Total_ug_L	Dacthal_tot_ng_g_dw	Dacthal_ug_L	DDD_o_pprime_ug_L	DDD_p_pprime_ug_L	DDE_p_pprime_ug_L	DDT_p_pprime_tot_ng_g_dw	DDT_p_pprime_ug_L	Deltamethrin_Tralomethrin_ug_L	Deltamethrin_ug_L	DeltamethrinTralomethrine_tot_ng_g_dw	Demeton_s_ug_L	Diazinon_ug_L	Dibromochloromethane_ug_L	DIC_f_mg_L	Dichlofenthion_ug_L	Dicrotophos_ug_L	Dieldrin_ug_L	Dimethoate_ug_L	Dioxathion_ug_L	Disulfoton_ug_L	DOC_f_mg_L	E_coli_MPN_100mL	Endosulfan_II_ug_L	Endosulfan_Sulfate_ug_L	Endrin_Aldehyde_ug_L	Endrin_Ketone_ug_L	Enterococcus_MPN_100mL	Esfenvalerate_Fenvalerate_Total_ug_L	EsfenvalerateFenvalerate_tot_ng_g_dw	Ev_FlowHab_score	FecalColiform_MPN_100mL	Fenpropathrin_tot_ng_g_dw	Fenpropathrin_ug_L	Fenthion_ug_L	Fluoride_mg_L	Gravel_4_75_LT75mm_pct	H_AqHab_score	H_SubNat_score	Hardness_CaCO3_f_mg_L	Hardness_CaCO3_uf_mg_L	HCH_beta_ug_L	HCH_delta_ug_L	HCH_gamma_ug_L	Hexachlorobenzene_ug_L	IPI	Iron_f_ug_L	Iron_uf_ug_L	Lead_f_ug_L	Lead_tot_mg_kg_dw	Lead_uf_ug_L	Magnesium_f_mg_L	Magnesium_uf_mg_L	Malathion_ug_L	Manganese_f_ug_L	Manganese_tot_mg_kg_dw	Manganese_uf_ug_L	Mercury_f_ng_L	Mercury_ng_L	Mercury_tot_mg_kg_dw	Methoxychlor_ug_L	Mevinphos_ug_L	Molybdenum_f_ug_L	Molybdenum_uf_ug_L	Naled_ug_L	NH3_N_f_mg_L	NH3_N_uf_mg_L	Nickel_f_ug_L	Nickel_tot_mg_kg_dw	Nickel_uf_ug_L	NO2_N_f_mg_L	NO2_N_mg_L	NO3_N_f_mg_L	NO3_N_mg_L	NO3_N_uf_mg_L	NO3NO2_N_f_mg_L	NO3NO2_N_mg_L	NO3NO2_N_uf_mg_L	Nonachlor_cis_ug_L	Nonachlor_trans_ng_g_dw	Nonachlor_trans_ug_L	Oxadiazon_ug_L	Oxychlordane_ug_L	P_uf_mg_L	Parathion_Ethyl_ug_L	Parathion_Methyl_ug_L	PCB008_ug_L	PCB015_ug_L	PCB018_ug_L	PCB027_ug_L	PCB029_ug_L	PCB031_ug_L	PCB033_ug_L	PCB044_ug_L	PCB049_ug_L	PCB052_ng_g_dw	PCB052_ug_L	PCB056_ug_L	PCB060_ug_L	PCB066_ug_L	PCB095_ug_L	PCB097_ug_L	PCB099_ug_L	PCB101_ug_L	PCB105_ug_L	PCB110_ng_g_dw	PCB110_ug_L	PCB114_ug_L	PCB118_ng_g_dw	PCB118_ug_L	PCB128_ug_L	PCB137_ug_L	PCB138_ug_L	PCB141_ug_L	PCB149_ug_L	PCB151_ug_L	PCB153_ug_L	PCB156_ug_L	PCB157_ug_L	PCB158_ug_L	PCB170_ug_L	PCB183_ug_L	PCB187_ug_L	PCB189_ug_L	PCB194_ug_L	PCB195_ug_L	PCB200_ug_L	PCB201_ug_L	PCB203_ug_L	PCB206_ug_L	PCB209_ug_L	PCT_SAFN_score	Permethrin_cis_ng_g_dw	Permethrin_cis_ug_L	Permethrin_trans_ng_g_dw	Permethrin_trans_ug_L	pH_SU	Phenanthrene_ug_L	Pheophytin_a_particulate_ug_L	Phorate_ug_L	Phosphamidon_ug_L	PO4_P_f_mg_L	Potassium_f_mg_L	Potassium_uf_mg_L	Sand_0_0625_LT2mm_pct	SandCoarse_2_LT4_75mm_pct	SandFine_0_075_LT0_425mm_pct	SandMed_0_425_LT2mm_pct	Selenium_f_ug_L	Selenium_ug_L	Silica_SiO2_f_mg_L	Silica_SiO2_uf_mg_L	Silt_0_0039_LT0_0625mm_pct	Silt_0_005_LT0_075mm_pct	Silver_f_ug_L	Silver_tot_mg_kg_dw	Silver_uf_ug_L	Sodium_f_mg_L	Sodium_uf_mg_L	SpecificConductivity_uS_cm	Strontium_f_ug_L	Strontium_uf_ug_L	Sulfate_f_mg_L	SuspendedSediment_particulate_mg_L	TDS_f_mg_L	Tedion_ug_L	Terbufos_ug_L	Tetrachloroethylene_ug_L	Tetrachlorvinphos_ug_L	Thallium_f_ug_L	Thallium_uf_ug_L	Thiobencarb_ug_L	Tin_f_ug_L	Tin_uf_ug_L	Titanium_f_ug_L	Titanium_uf_ug_L	TKN_uf_mg_L	TN_mg_L	TN_uf_mg_L	TOC_pct_dw	TOC_uf_mg_L	Toluene_ug_L	TotalColiform_MPN_100mL	TotalMicrocystins_particulate_ug_L	TotalMicrocystins_particulate_ug_m2	Trichloronate_ug_L	Trimethylnaphthalene_235_ug_L	TSS_particulate_mg_L	Turbidity_NTU	Vanadium_f_ug_L	Vanadium_uf_ug_L	XCMG_score	Zinc_f_ug_L	Zinc_tot_mg_kg_dw	Zinc_uf_ug_L
SMC03510	5	7/21/2011	7/21/2011	SMC03510_2011-07-21	SMC03510_7/21/2011_BMI_RWB_1	Good	0.829815737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	0.59	0.15	NA	NA	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
SMC03944	2	7/12/2010	7/12/2010	SMC03944_2010-07-12	SMC03944_7/12/2010_BMI_RWB_1	Degraded	0.425237371	0	4	0.020150015	-13	0.037906873	0.3526928	0.091390693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.344597802	0	NA	NA	NA	NA	NA	NA	0.121930634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.108162264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.051987604	NA	NA	NA
SMC03988	2	6/29/2011	6/29/2011	SMC03988_2011-06-29	SMC03988_6/29/2011_BMI_RWB_MCM_1	Good	0.937780288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.837837838	NA	NA	NA	NA	NA	NA	0.931098352	0.931578947	NA	NA	NA	NA	NA	NA	0.947707099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.313357738	NA	NA	NA
SMC04047	2	5/14/2009	5/14/2009	SMC04047_2009-05-14	SMC04047_5/14/2009_BMI_RWB_1	Degraded	0.654607713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.664864865	NA	NA	NA	NA	NA	NA	0.554193773	0.763157895	NA	NA	NA	NA	NA	NA	0.795591698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.325227581	NA	NA	NA
SMC04054	1	5/27/2009	5/27/2009	SMC04054_2009-05-27	SMC04054_5/27/2009_BMI_RWB_1	Degraded	0.672988706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.816216216	NA	NA	NA	NA	NA	NA	0.867870696	0.594736842	NA	NA	NA	NA	NA	NA	0.955256577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.463119497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.80987914	NA	NA	NA
SMC04134	5	7/26/2011	7/26/2011	SMC04134_2011-07-26	SMC04134_7/26/2011_BMI_RWB_1	Degraded	0.783084894	1.5	0	4.231597174	0	0	30.815	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	0.79	0.95	NA	NA	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA
SMC04175	2	6/11/2009	6/11/2009	SMC04175_2009-06-11	SMC04175_6/11/2009_BMI_RWB_1	Good	0.930316679	-1	1	0.131781944	-44	0.085910669	0.6021	0.006324843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47027027	NA	NA	NA	NA	NA	NA	0.834428022	0.963157895	NA	NA	NA	NA	NA	NA	0.991004573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.628535348	NA	NA	NA
SMC04239	5	6/11/2009	6/11/2009	SMC04239_2009-06-11	SMC04239_6/11/2009_BMI_RWB_1	Good	0.923461633	0	2	0.177637379	-109.5	2.141636447	1.43812	0.015999523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.697297297	NA	NA	NA	NA	NA	NA	0.891458791	0.9	NA	NA	NA	NA	NA	NA	1.000375396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.539478985	NA	NA	NA
SMC04264	2	7/9/2010	7/9/2010	SMC04264_2010-07-09	SMC04264_7/9/2010_BMI_RWB_1	Degraded	0.575526397	-5	19	0.077410883	-111.5	0.617297425	1.985285	1.619547062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.859459459	NA	NA	NA	NA	NA	NA	0.757057509	0.852631579	NA	NA	NA	NA	NA	NA	1.074900804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9757174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.731565563	NA	NA	NA
SMC04308	2	6/17/2009	6/17/2009	SMC04308_2009-06-17	SMC04308_6/17/2009_BMI_RWB_1	Good	0.813199992	-2.5	6.5	0.495469985	-79	1.596383163	5.24869	0.669555795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.794594595	NA	NA	NA	NA	NA	NA	0.726277656	0.789473684	NA	NA	NA	NA	NA	NA	0.813899384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.202959326	NA	NA	NA
SMC04383	2	6/9/2010	6/9/2010	SMC04383_2010-06-09	SMC04383_6/9/2010_BMI_RWB_MCM_1	Good	1.018715417	0	0	0.001090895	-111.5	0.49035107	0.00989	5.76E-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	0.75	0.93	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA
SMC04399	5	6/11/2009	6/11/2009	SMC04399_2009-06-11	SMC04399_6/11/2009_BMI_RWB_1	Degraded	0.776519456	0.5	7.5	0.062376422	-72	-0.2348374	0.4154	0.590798885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.632432432	NA	NA	NA	NA	NA	NA	0.866750183	0.873684211	NA	NA	NA	NA	NA	NA	0.873839876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.511051572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.553017238	NA	NA	NA
