StationID_Master	CollDate	nChemSamp	nPhabSamp	nBMISamp	nBMIMetSamp	nAlgMetSamp	nDiatomSamp	nSoftAlgSamp	ChemSampleID	PhabSampID	BMISampID	BMI.Metrics.SampID	Algae.Metrics.SampID	DiatomSampID	SoftAlgaeSampID
904CBESC6	5/17/2004 0:00			1							904CBESC6_BMI_TRC_5/17/2004_1				
904CBESC6	6/16/2005 0:00	1	1	1					904CBESC6_6/16/2005_1	904CBESC6_6/16/2005_1	904CBESC6_BMI_CSBP_Comp_6/16/2005_1				
904CBESC6	4/30/2007 0:00	1	1	2					904CBESC6_4/30/2007_1	904CBESC6_4/30/2007_1	904CBESC6_BMI_TRC_4/30/2007_1				
904CBESC6	4/15/2008 0:00	1	1	1					904CBESC6_4/15/2008_1	904CBESC6_4/15/2008_1	904CBESC6_BMI_RWB_4/15/2008_1				
904CBESC6	10/7/2010 0:00	1							904CBESC6_10/7/2010_1						
904CBESC6	2/28/2011 0:00	1							904CBESC6_2/28/2011_1						
904CBESC6	7/27/2011 0:00	1							904CBESC6_7/27/2011_1						
904CBESC6	9/29/2011 0:00	1							904CBESC6_9/29/2011_1						
904CBESC8	5/17/1998 0:00			1							904CBESC8_BMI_CSBP_Trans_5/17/1998_1				
904CBESC8	3/13/2002 0:00	1	1						904CBESC8_3/13/2002_1	904CBESC8_3/13/2002_1					
904CBESC8	4/24/2002 0:00	1	1						904CBESC8_4/24/2002_1	904CBESC8_4/24/2002_1					
904CBESC8	6/4/2002 0:00	1	1						904CBESC8_6/4/2002_1	904CBESC8_6/4/2002_1					
904CBESC8	9/17/2002 0:00	1	1						904CBESC8_9/17/2002_1	904CBESC8_9/17/2002_1					
904CBESC8	5/6/2008 0:00	1							904CBESC8_5/6/2008_1						
904CBESC8	5/9/2008 0:00	1	1	1	1	1			904CBESC8_5/9/2008_1	904CBESC8_5/9/2008_1	904CBESC8_BMI_RWB_5/9/2008_1	904CBESC8_5/9/2008_1	904CBESC8_5/9/2008_1		
904CBLAC3	5/20/1998 0:00			1							904CBLAC3_BMI_CSBP_Trans_5/20/1998_1				
904CBLAC3	9/3/1998 0:00			1							904CBLAC3_BMI_CSBP_Trans_9/3/1998_1				
904CBLAC3	11/16/1998 0:00			1							904CBLAC3_BMI_CSBP_Trans_11/16/1998_1				
904CBLAC3	5/11/1999 0:00			1							904CBLAC3_BMI_CSBP_Trans_5/11/1999_1				
904CBLAC3	5/25/2000 0:00			1							904CBLAC3_BMI_CSBP_Trans_5/25/2000_1				
904CBLAC3	11/9/2000 0:00			1							904CBLAC3_BMI_CSBP_Trans_11/9/2000_1				
904CBLAC3	3/12/2002 0:00	1	1						904CBLAC3_3/12/2002_1	904CBLAC3_3/12/2002_1					
904CBLAC3	4/22/2002 0:00	1	1						904CBLAC3_4/22/2002_1	904CBLAC3_4/22/2002_1					
904CBLAC3	6/3/2002 0:00	1	1						904CBLAC3_6/3/2002_1	904CBLAC3_6/3/2002_1					
904CBLAC3	9/16/2002 0:00	1	1						904CBLAC3_9/16/2002_1	904CBLAC3_9/16/2002_1					
904CBSAM3	5/18/1998 0:00			1							904CBSAM3_BMI_CSBP_Trans_5/18/1998_1				
904CBSAM3	9/2/1998 0:00			1							904CBSAM3_BMI_CSBP_Trans_9/2/1998_1				
904CBSAM3	11/15/1998 0:00			1							904CBSAM3_BMI_CSBP_Trans_11/15/1998_1				
904CBSAM3	5/10/1999 0:00			1							904CBSAM3_BMI_CSBP_Trans_5/10/1999_1				
904CBSAM3	11/12/1999 0:00			1							904CBSAM3_BMI_CSBP_Trans_11/12/1999_1				
904CBSAM3	5/31/2000 0:00			1							904CBSAM3_BMI_CSBP_Trans_5/31/2000_1				
904CBSAM3	11/8/2000 0:00			1							904CBSAM3_BMI_CSBP_Trans_11/8/2000_1				
904CBSAM3	3/12/2002 0:00	1	1						904CBSAM3_3/12/2002_1	904CBSAM3_3/12/2002_1					
904CBSAM3	4/23/2002 0:00	1	1						904CBSAM3_4/23/2002_1	904CBSAM3_4/23/2002_1					
904CBSAM3	6/4/2002 0:00	1	1						904CBSAM3_6/4/2002_1	904CBSAM3_6/4/2002_1					
904CBSAM3	9/18/2002 0:00	1	1						904CBSAM3_9/18/2002_1	904CBSAM3_9/18/2002_1					
904CBSAM5	5/18/1998 0:00			1							904CBSAM5_BMI_CSBP_Trans_5/18/1998_1				
904CBSAM5	9/2/1998 0:00			1							904CBSAM5_BMI_CSBP_Trans_9/2/1998_1				
904CBSAM5	11/17/1998 0:00			1							904CBSAM5_BMI_CSBP_Trans_11/17/1998_1				
904CBSAM5	5/10/1999 0:00			1							904CBSAM5_BMI_CSBP_Trans_5/10/1999_1				
904CBSAM5	11/13/1999 0:00			1							904CBSAM5_BMI_CSBP_Trans_11/13/1999_1				
904CBSAM5	5/24/2000 0:00			1							904CBSAM5_BMI_CSBP_Trans_5/24/2000_1				
904CBSAM5	11/8/2000 0:00			1							904CBSAM5_BMI_CSBP_Trans_11/8/2000_1				
904CBSAM6	3/13/2002 0:00	1	1						904CBSAM6_3/13/2002_1	904CBSAM6_3/13/2002_1					
904CBSAM6	4/23/2002 0:00	1	1						904CBSAM6_4/23/2002_1	904CBSAM6_4/23/2002_1					
904CBSAM6	6/4/2002 0:00	1	1						904CBSAM6_6/4/2002_1	904CBSAM6_6/4/2002_1					
904CBSAM6	9/17/2002 0:00	1	1						904CBSAM6_9/17/2002_1	904CBSAM6_9/17/2002_1					
904CBSAM6	1/7/2007 0:00	1	1						904CBSAM6_1/7/2007_1	904CBSAM6_1/7/2007_1					
904ECHRBx	5/17/1998 0:00			1							904ECHRBx_BMI_CSBP_Trans_5/17/1998_1				
904ECHRBx	9/1/1998 0:00			1							904ECHRBx_BMI_CSBP_Trans_9/1/1998_1				
904ECHRBx	11/13/1998 0:00			1							904ECHRBx_BMI_CSBP_Trans_11/13/1998_1				
904ECHRBx	5/13/1999 0:00			1							904ECHRBx_BMI_CSBP_Trans_5/13/1999_1				
904ECHRBx	11/13/1999 0:00			1							904ECHRBx_BMI_CSBP_Trans_11/13/1999_1				
904EMISGC	5/23/2012 0:00	1	1	1					904EMISGC_5/23/2012_1	904EMISGC_5/23/2012_1	904EMISGC_BMI_RWB_5/23/2012_1				
904EMISGC	8/31/2012 0:00	1							904EMISGC_8/31/2012_1						
904EMISGC	10/12/2012 0:00	1							904EMISGC_10/12/2012_1						
904ENCGVR	5/18/1998 0:00			1							904ENCGVR_BMI_CSBP_Trans_5/18/1998_1				
904ENCGVR	9/2/1998 0:00			1							904ENCGVR_BMI_CSBP_Trans_9/2/1998_1				
904ENCGVR	11/17/1998 0:00			1							904ENCGVR_BMI_CSBP_Trans_11/17/1998_1				
904ENCGVR	5/10/1999 0:00			1							904ENCGVR_BMI_CSBP_Trans_5/10/1999_1				
904ENCGVR	11/13/1999 0:00			1							904ENCGVR_BMI_CSBP_Trans_11/13/1999_1				
904ENCGVR	5/25/2000 0:00			1							904ENCGVR_BMI_CSBP_Trans_5/25/2000_1				
904ENCRSF	5/25/2000 0:00			1							904ENCRSF_BMI_CSBP_Trans_5/25/2000_1				
904ESCOxx	5/21/2008 0:00	1	1						904ESCOxx_5/21/2008_1	904ESCOxx_5/21/2008_1					
904ESCOxx	6/23/2009 0:00	2	2						904ESCOxx_6/23/2009_1	904ESCOxx_6/23/2009_1					
904ESCOxx	5/24/2010 0:00	2	2						904ESCOxx_5/24/2010_1	904ESCOxx_5/24/2010_1					
904ESCOxx	5/24/2011 0:00	1	1						904ESCOxx_5/24/2011_1	904ESCOxx_5/24/2011_1					
904ESCOxx	5/8/2012 0:00	1	1						904ESCOxx_5/8/2012_1	904ESCOxx_5/8/2012_1					
904HARRF1	2/28/2011 0:00	1							904HARRF1_2/28/2011_1						
904L12168	5/21/2012 0:00	1		1					904L12168_5/21/2012_1		904L12168_BMI_RWB_5/21/2012_1				
904L12172	5/23/2012 0:00	1		1					904L12172_5/23/2012_1		904L12172_BMI_RWB_5/23/2012_1				
904LACCBx	5/20/1998 0:00			1							904LACCBx_BMI_CSBP_Trans_5/20/1998_1				
904LACCBx	9/3/1998 0:00			1							904LACCBx_BMI_CSBP_Trans_9/3/1998_1				
904LACCBx	11/16/1998 0:00			1							904LACCBx_BMI_CSBP_Trans_11/16/1998_1				
904LACCBx	5/11/1999 0:00			1							904LACCBx_BMI_CSBP_Trans_5/11/1999_1				
904LACCBx	11/12/1999 0:00			1							904LACCBx_BMI_CSBP_Trans_11/12/1999_1				
904MANENC	5/17/2012 0:00	1	1	1					904MANENC_5/17/2012_1	904MANENC_5/17/2012_1	904MANENC_BMI_RWB_5/17/2012_1				
904PAR000	6/22/2011 0:00			1							904PAR000_BMI_RWB_6/22/2011_1				
904PS0034	5/13/2008 0:00	1		1	1	1	1	1	904PS0034_5/13/2008_1		904PS0034_BMI_RWB_5/13/2008_1	904PS0034_5/13/2008_1	904PS0034_5/13/2008_1	904PS0034_5/13/2008_1	904PS0034_5/13/2008_1
904S00537	5/4/2009 0:00	1	1	1	1	1	1	1	904S00537_5/4/2009_1	904S00537_5/4/2009_1	904S00537_BMI_RWB_5/4/2009_1	904S00537_5/4/2009_1	904S00537_5/4/2009_1	904S00537_5/4/2009_1	904S00537_5/4/2009_1
904S01814	6/15/2010 0:00	1	1						904S01814_6/15/2010_1	904S01814_6/15/2010_1					
904S02201	5/19/2010 0:00	2	2	2	1	1	1	1	904S02201_5/19/2010_1	904S02201_5/19/2010_1	904S02201_BMI_RWB_5/19/2010_1	904S02201_5/19/2010_1	904S02201_5/19/2010_1	904S02201_5/19/2010_1	904S02201_5/19/2010_1
904S02585	5/19/2010 0:00	1	1	1	1	1	1	1	904S02585_5/19/2010_1	904S02585_5/19/2010_1	904S02585_BMI_RWB_5/19/2010_1	904S02585_5/19/2010_1	904S02585_5/19/2010_1	904S02585_5/19/2010_1	904S02585_5/19/2010_1
904S08089	5/20/2010 0:00	2	1	2	1	1	1	1	904S08089_5/20/2010_1	904S08089_5/20/2010_1	904S08089_BMI_RWB_5/20/2010_1	904S08089_5/20/2010_1	904S08089_5/20/2010_1	904S08089_5/20/2010_1	904S08089_5/20/2010_1
904S12185	5/24/2011 0:00	1	1	1	1	1	1	1	904S12185_5/24/2011_1	904S12185_5/24/2011_1	904S12185_BMI_RWB_5/24/2011_1	904S12185_5/24/2011_1	904S12185_5/24/2011_1	904S12185_5/24/2011_1	904S12185_5/24/2011_1
904SMCRSF	5/18/1998 0:00			1							904SMCRSF_BMI_CSBP_Trans_5/18/1998_1				
904SMCRSF	9/2/1998 0:00			1							904SMCRSF_BMI_CSBP_Trans_9/2/1998_1				
904SMCRSF	11/15/1998 0:00			1							904SMCRSF_BMI_CSBP_Trans_11/15/1998_1				
904SMCRSF	5/10/1999 0:00			1							904SMCRSF_BMI_CSBP_Trans_5/10/1999_1				
904SMCRSF	11/12/1999 0:00			1							904SMCRSF_BMI_CSBP_Trans_11/12/1999_1				
904SMCRSF	11/8/2000 0:00			1							904SMCRSF_BMI_CSBP_Trans_11/8/2000_1				
904SMCSPx	5/19/1998 0:00			1							904SMCSPx_BMI_CSBP_Trans_5/19/1998_1				
904SMCSPx	9/3/1998 0:00			1							904SMCSPx_BMI_CSBP_Trans_9/3/1998_1				
904SMCSPx	11/16/1998 0:00			1							904SMCSPx_BMI_CSBP_Trans_11/16/1998_1				
904SMCSPx	5/10/1999 0:00			1							904SMCSPx_BMI_CSBP_Trans_5/10/1999_1				
904SMCSPx	11/12/1999 0:00			1							904SMCSPx_BMI_CSBP_Trans_11/12/1999_1				
904SNELLG	5/22/2013 0:00	2							904SNELLG_5/22/2013_1						
904WE1125	5/23/2002 0:00	1	1	1	1				904WE1125_5/23/2002_1	904WE1125_5/23/2002_1	904WE1125_BMI_RWB_5/23/2002_1	904WE1125_5/23/2002_1			
904WE1131	5/21/2002 0:00	1	1	1	1				904WE1131_5/21/2002_1	904WE1131_5/21/2002_1	904WE1131_BMI_RWB_5/21/2002_1	904WE1131_5/21/2002_1			
905BCN1xx	5/23/2001 0:00			1							905BCN1xx_BMI_CSBP_Trans_5/23/2001_1				
905BCN1xx	4/19/2008 0:00	1	1	1					905BCN1xx_4/19/2008_1	905BCN1xx_4/19/2008_1	905BCN1xx_BMI_RWB_4/19/2008_1				
905BMCCGx	5/21/2001 0:00			1							905BMCCGx_BMI_CSBP_Trans_5/21/2001_1				
905BMCCGx	5/19/2004 0:00			1							905BMCCGx_BMI_TRC_5/19/2004_1				
905BMCCGx	6/9/2005 0:00	1	1	1					905BMCCGx_6/9/2005_1	905BMCCGx_6/9/2005_1	905BMCCGx_BMI_CSBP_Comp_6/9/2005_1				
905BMCCGx	4/19/2008 0:00	1	1	2					905BMCCGx_4/19/2008_1	905BMCCGx_4/19/2008_1	905BMCCGx_BMI_RWB_4/19/2008_1				
905BMCCGx	4/21/2009 0:00	1	1	1					905BMCCGx_4/21/2009_1	905BMCCGx_4/21/2009_1	905BMCCGx_BMI_RWB_4/21/2009_1				
905CE0512	4/20/2004 0:00			1	2						905CE0512_BMI_RWB_4/20/2004_1	905CE0512_4/20/2004_1			
905CHRRMN	5/1/2013 0:00	1		1					905CHRRMN_5/1/2013_1		905CHRRMN_BMI_RWB_5/1/2013_1				
905DGCC1	5/12/2010 0:00			2							905DGCC1_BMI_RWB_5/12/2010_1				
905DGCC1	6/16/2010 0:00			1							905DGCC1_BMI_RWB_6/16/2010_1				
905DGCC1	6/29/2010 0:00			1							905DGCC1_BMI_RWB_6/29/2010_1				
905DGCC1x	5/12/2010 0:00			2							905DGCC1x_BMI_RWB_5/12/2010_1				
905DGCC1x	6/2/2010 0:00			1							905DGCC1x_BMI_RWB_6/2/2010_1				
905DGCC1x	6/16/2010 0:00			1							905DGCC1x_BMI_RWB_6/16/2010_1				
905DGCC1x	6/29/2010 0:00			1							905DGCC1x_BMI_RWB_6/29/2010_1				
905DGCC1x	4/3/2013 0:00	1		1					905DGCC1x_4/3/2013_1		905DGCC1x_BMI_RWB_4/3/2013_1				
905DGUT1	5/13/2010 0:00			1							905DGUT1_BMI_RWB_5/13/2010_1				
905DGUT1	6/2/2010 0:00			1							905DGUT1_BMI_RWB_6/2/2010_1				
905DGUT1	6/16/2010 0:00			1							905DGUT1_BMI_RWB_6/16/2010_1				
905DGUT1	6/29/2010 0:00			1							905DGUT1_BMI_RWB_6/29/2010_1				
905DGUT1	7/13/2010 0:00			1							905DGUT1_BMI_RWB_7/13/2010_1				
905DGUT1x	5/13/2010 0:00			1							905DGUT1x_BMI_RWB_5/13/2010_1				
905DGUT1x	6/2/2010 0:00			1							905DGUT1x_BMI_RWB_6/2/2010_1				
905DGUT1x	6/16/2010 0:00			1							905DGUT1x_BMI_RWB_6/16/2010_1				
905DGUT1x	6/29/2010 0:00			1							905DGUT1x_BMI_RWB_6/29/2010_1				
905DGUT1x	7/13/2010 0:00			1							905DGUT1x_BMI_RWB_7/13/2010_1				
905FLCESC	5/1/2013 0:00	1		1					905FLCESC_5/1/2013_1		905FLCESC_BMI_RWB_5/1/2013_1				
905KCCSDx	11/9/2000 0:00			1							905KCCSDx_BMI_CSBP_Trans_11/9/2000_1				
905KCCSDx	6/15/2003 0:00			1							905KCCSDx_BMI_CSBP_Trans_6/15/2003_1				
905KCCSDx	4/14/2008 0:00	1	1	1					905KCCSDx_4/14/2008_1	905KCCSDx_4/14/2008_1	905KCCSDx_BMI_RWB_4/14/2008_1				
905PS0026	5/13/2008 0:00	1	1	1	1	1	1	1	905PS0026_5/13/2008_1	905PS0026_5/13/2008_1	905PS0026_BMI_RWB_5/13/2008_1	905PS0026_5/13/2008_1	905PS0026_5/13/2008_1	905PS0026_5/13/2008_1	905PS0026_5/13/2008_1
905S01953	4/29/2009 0:00	1	1	1	1	1	1	1	905S01953_4/29/2009_1	905S01953_4/29/2009_1	905S01953_BMI_RWB_4/29/2009_1	905S01953_4/29/2009_1	905S01953_4/29/2009_1	905S01953_4/29/2009_1	905S01953_4/29/2009_1
905S01953	5/6/2009 0:00	1							905S01953_5/6/2009_1						
905S15201	5/23/2012 0:00	1		1					905S15201_5/23/2012_1		905S15201_BMI_RWB_5/23/2012_1				
905S15201	6/30/2012 0:00	1	1						905S15201_6/30/2012_1	905S15201_6/30/2012_1					
905SDBDN9	5/23/2001 0:00			1							905SDBDN9_BMI_CSBP_Trans_5/23/2001_1				
905SDBDN9	4/21/2009 0:00	1	1	1					905SDBDN9_4/21/2009_1	905SDBDN9_4/21/2009_1	905SDBDN9_BMI_RWB_4/21/2009_1				
905SDCDC4	1/15/2003 0:00	1	1						905SDCDC4_1/15/2003_1	905SDCDC4_1/15/2003_1					
905SDCDC4	4/17/2003 0:00	1							905SDCDC4_4/17/2003_1						
905SDCDC4	5/14/2003 0:00	1							905SDCDC4_5/14/2003_1						
905SDGVC2	11/9/2000 0:00			1							905SDGVC2_BMI_CSBP_Trans_11/9/2000_1				
905SDGVC2	1/16/2003 0:00	1	1						905SDGVC2_1/16/2003_1	905SDGVC2_1/16/2003_1					
905SDGVC2	4/17/2003 0:00	1							905SDGVC2_4/17/2003_1						
905SDGVC2	5/14/2003 0:00	1	1						905SDGVC2_5/14/2003_1	905SDGVC2_5/14/2003_1					
905SDGVC2	6/15/2003 0:00			1							905SDGVC2_BMI_CSBP_Trans_6/15/2003_1				
905SDGVC2	9/8/2003 0:00	1							905SDGVC2_9/8/2003_1						
905SDGVC2	4/14/2008 0:00	1	1	2					905SDGVC2_4/14/2008_1	905SDGVC2_4/14/2008_1	905SDGVC2_BMI_RWB_4/14/2008_1				
905SDGVC2	4/27/2009 0:00	1	1	1					905SDGVC2_4/27/2009_1	905SDGVC2_4/27/2009_1	905SDGVC2_BMI_RWB_4/27/2009_1				
905SDRSAN	5/17/2012 0:00	1	1	1					905SDRSAN_5/17/2012_1	905SDRSAN_5/17/2012_1	905SDRSAN_BMI_RWB_5/17/2012_1				
905SDRSAN	9/24/2012 0:00	1							905SDRSAN_9/24/2012_1						
905SDRSAN	11/5/2012 0:00	1							905SDRSAN_11/5/2012_1						
905SDSDQ9	1/16/2003 0:00	1	1						905SDSDQ9_1/16/2003_1	905SDSDQ9_1/16/2003_1					
905SDSDQ9	4/17/2003 0:00	1							905SDSDQ9_4/17/2003_1						
905SDSDQ9	5/15/2003 0:00	1							905SDSDQ9_5/15/2003_1						
905SDSDQ9	9/9/2003 0:00	1							905SDSDQ9_9/9/2003_1						
905SDSDQ9	5/24/2010 0:00	1	1						905SDSDQ9_5/24/2010_1	905SDSDQ9_5/24/2010_1					
905SDSDQ9	5/24/2011 0:00	1	1						905SDSDQ9_5/24/2011_1	905SDSDQ9_5/24/2011_1					
905SDSDQ9	5/8/2012 0:00	1	1						905SDSDQ9_5/8/2012_1	905SDSDQ9_5/8/2012_1					
905SDYSA7	5/22/2001 0:00			1							905SDYSA7_BMI_CSBP_Trans_5/22/2001_1				
905SDYSA7	1/21/2003 0:00	1							905SDYSA7_1/21/2003_1						
905SDYSA7	4/17/2003 0:00	1							905SDYSA7_4/17/2003_1						
905SDYSA7	5/14/2003 0:00	1							905SDYSA7_5/14/2003_1						
905SDYSA7	5/6/2008 0:00	1	1	1		1			905SDYSA7_5/6/2008_1	905SDYSA7_5/6/2008_1	905SDYSA7_BMI_RWB_5/6/2008_1		905SDYSA7_5/6/2008_1		
90606MISS	5/30/2013 0:00	1							90606MISS_5/30/2013_1						
906CCECRx	5/24/2000 0:00			1							906CCECRx_BMI_CSBP_Trans_5/24/2000_1				
906CCECRx	11/9/2000 0:00			1							906CCECRx_BMI_CSBP_Trans_11/9/2000_1				
906CCECRx	5/17/2004 0:00			1							906CCECRx_BMI_TRC_5/17/2004_1				
906CCECRx	6/16/2005 0:00	1	1	2					906CCECRx_6/16/2005_1	906CCECRx_6/16/2005_1	906CCECRx_BMI_CSBP_Comp_6/16/2005_1				
906CCECRx	11/12/2005 0:00			1							906CCECRx_BMI_CSBP_Trans_11/12/2005_1				
906CCECRx	6/17/2006 0:00			1							906CCECRx_BMI_CSBP_Trans_6/17/2006_1				
906CCECRx	4/30/2007 0:00	1	1	1					906CCECRx_4/30/2007_1	906CCECRx_4/30/2007_1	906CCECRx_BMI_TRC_4/30/2007_1				
906CCECRx	4/22/2009 0:00	1	1	1					906CCECRx_4/22/2009_1	906CCECRx_4/22/2009_1	906CCECRx_BMI_RWB_4/22/2009_1				
906DCCDC1	3/28/2012 0:00			1							906DCCDC1_BMI_RWB_3/28/2012_1				
906DCCDC1	3/14/2013 0:00			1							906DCCDC1_BMI_RWB_3/14/2013_1				
906DCCDC2	3/29/2012 0:00			1							906DCCDC2_BMI_RWB_3/29/2012_1				
906DCCDC2	3/14/2013 0:00			1							906DCCDC2_BMI_RWB_3/14/2013_1				
906DCCDC3	3/29/2012 0:00			1							906DCCDC3_BMI_RWB_3/29/2012_1				
906DCCDC3	3/15/2013 0:00			1							906DCCDC3_BMI_RWB_3/15/2013_1				
906LPCCCR	5/17/1998 0:00			1							906LPCCCR_BMI_CSBP_Trans_5/17/1998_1				
906LPCCCR	9/2/1998 0:00			1							906LPCCCR_BMI_CSBP_Trans_9/2/1998_1				
906LPCCCR	11/14/1998 0:00			1							906LPCCCR_BMI_CSBP_Trans_11/14/1998_1				
906LPCCCR	5/15/1999 0:00			1							906LPCCCR_BMI_CSBP_Trans_5/15/1999_1				
906LPCCCR	11/13/1999 0:00			1							906LPCCCR_BMI_CSBP_Trans_11/13/1999_1				
906LPLPC4	5/17/1998 0:00			1							906LPLPC4_BMI_CSBP_Trans_5/17/1998_1				
906LPLPC4	9/2/1998 0:00			1							906LPLPC4_BMI_CSBP_Trans_9/2/1998_1				
906LPLPC4	11/14/1998 0:00			1							906LPLPC4_BMI_CSBP_Trans_11/14/1998_1				
906LPLPC4	5/15/1999 0:00			1							906LPLPC4_BMI_CSBP_Trans_5/15/1999_1				
906LPLPC4	11/13/1999 0:00			1							906LPLPC4_BMI_CSBP_Trans_11/13/1999_1				
906LPLPC4	11/9/2000 0:00			1							906LPLPC4_BMI_CSBP_Trans_11/9/2000_1				
906LPLPC4	5/24/2001 0:00			1							906LPLPC4_BMI_CSBP_Trans_5/24/2001_1				
906LPLPC4	6/26/2005 0:00			1							906LPLPC4_BMI_CSBP_Trans_6/26/2005_1				
906LPLPC4	11/12/2005 0:00			1							906LPLPC4_BMI_CSBP_Trans_11/12/2005_1				
906LPLPC4	6/17/2006 0:00			1							906LPLPC4_BMI_CSBP_Trans_6/17/2006_1				
906LPLPC5	6/26/2005 0:00			1							906LPLPC5_BMI_CSBP_Trans_6/26/2005_1				
906LPLPC5	11/12/2005 0:00			1							906LPLPC5_BMI_CSBP_Trans_11/12/2005_1				
906LPLPC5	6/17/2006 0:00			1							906LPLPC5_BMI_CSBP_Trans_6/17/2006_1				
906LPLPC6	6/5/2002 0:00	1	1						906LPLPC6_6/5/2002_1	906LPLPC6_6/5/2002_1					
906LPLPC6	5/6/2008 0:00	1							906LPLPC6_5/6/2008_1						
906LPLPC6	5/7/2008 0:00	1	1	1	1	1			906LPLPC6_5/7/2008_1	906LPLPC6_5/7/2008_1	906LPLPC6_BMI_RWB_5/7/2008_1	906LPLPC6_5/7/2008_1	906LPLPC6_5/7/2008_1		
906LPLPC6	5/25/2010 0:00	1	1						906LPLPC6_5/25/2010_1	906LPLPC6_5/25/2010_1					
906LPLPC6	5/25/2011 0:00	1	1						906LPLPC6_5/25/2011_1	906LPLPC6_5/25/2011_1					
906LPLPC6	5/9/2012 0:00	1	1						906LPLPC6_5/9/2012_1	906LPLPC6_5/9/2012_1					
906LPPOW2	3/14/2002 0:00	1	1						906LPPOW2_3/14/2002_1	906LPPOW2_3/14/2002_1					
906LPPOW2	4/24/2002 0:00	1	1						906LPPOW2_4/24/2002_1	906LPPOW2_4/24/2002_1					
906LPPOW2	6/5/2002 0:00	1	1						906LPPOW2_6/5/2002_1	906LPPOW2_6/5/2002_1					
906LPPOW2	9/18/2002 0:00	1	1						906LPPOW2_9/18/2002_1	906LPPOW2_9/18/2002_1					
906LPRSC4	3/13/2002 0:00	1							906LPRSC4_3/13/2002_1						
906LPRSC4	4/24/2002 0:00	1	1						906LPRSC4_4/24/2002_1	906LPRSC4_4/24/2002_1					
906LPRSC4	6/5/2002 0:00	1	1						906LPRSC4_6/5/2002_1	906LPRSC4_6/5/2002_1					
906LPRSC4	9/18/2002 0:00	1							906LPRSC4_9/18/2002_1						
906LPRSC4	5/6/2008 0:00	1							906LPRSC4_5/6/2008_1						
906LPRSC4	5/7/2008 0:00	1	1	1	1	1			906LPRSC4_5/7/2008_1	906LPRSC4_5/7/2008_1	906LPRSC4_BMI_RWB_5/7/2008_1	906LPRSC4_5/7/2008_1	906LPRSC4_5/7/2008_1		
906LPSOL2	9/1/1998 0:00			1							906LPSOL2_BMI_CSBP_Trans_9/1/1998_1				
906LPSOL2	11/11/1998 0:00			1							906LPSOL2_BMI_CSBP_Trans_11/11/1998_1				
906LPSOL2	5/15/1999 0:00			1							906LPSOL2_BMI_CSBP_Trans_5/15/1999_1				
906LPSOL2	11/11/1999 0:00			1							906LPSOL2_BMI_CSBP_Trans_11/11/1999_1				
906LPSOL2	5/24/2000 0:00			1							906LPSOL2_BMI_CSBP_Trans_5/24/2000_1				
906LPSOL2	11/10/2000 0:00			1							906LPSOL2_BMI_CSBP_Trans_11/10/2000_1				
906LPSOL2	3/13/2002 0:00	1	1						906LPSOL2_3/13/2002_1	906LPSOL2_3/13/2002_1					
906LPSOL2	4/24/2002 0:00	1	1						906LPSOL2_4/24/2002_1	906LPSOL2_4/24/2002_1					
906LPSOL2	6/5/2002 0:00	1	1						906LPSOL2_6/5/2002_1	906LPSOL2_6/5/2002_1					
906LPSOL2	9/18/2002 0:00	1	1						906LPSOL2_9/18/2002_1	906LPSOL2_9/18/2002_1					
906LPSOL4	3/13/2002 0:00	1	1						906LPSOL4_3/13/2002_1	906LPSOL4_3/13/2002_1					
906LPSOL4	4/24/2002 0:00	1	1						906LPSOL4_4/24/2002_1	906LPSOL4_4/24/2002_1					
906LPSOL4	9/18/2002 0:00	1	1						906LPSOL4_9/18/2002_1	906LPSOL4_9/18/2002_1					
906LPSOL4	5/21/2008 0:00	1	1						906LPSOL4_5/21/2008_1	906LPSOL4_5/21/2008_1					
906LPTEC3	11/12/1998 0:00			1							906LPTEC3_BMI_CSBP_Trans_11/12/1998_1				
906LPTEC3	5/15/1999 0:00			1							906LPTEC3_BMI_CSBP_Trans_5/15/1999_1				
906LPTEC3	11/11/1999 0:00			1							906LPTEC3_BMI_CSBP_Trans_11/11/1999_1				
906LPTEC3	5/25/2000 0:00			1							906LPTEC3_BMI_CSBP_Trans_5/25/2000_1				
906LPTEC3	11/10/2000 0:00			1							906LPTEC3_BMI_CSBP_Trans_11/10/2000_1				
906LPTEC3	3/14/2002 0:00	1							906LPTEC3_3/14/2002_1						
906LPTEC3	4/24/2002 0:00	1	1						906LPTEC3_4/24/2002_1	906LPTEC3_4/24/2002_1					
906LPTEC3	6/5/2002 0:00	1	1						906LPTEC3_6/5/2002_1	906LPTEC3_6/5/2002_1					
906LSPNLG	5/22/2013 0:00	1							906LSPNLG_5/22/2013_1						
906RCHPxx	5/17/1998 0:00			1							906RCHPxx_BMI_CSBP_Trans_5/17/1998_1				
906RCHPxx	9/2/1998 0:00			1							906RCHPxx_BMI_CSBP_Trans_9/2/1998_1				
906RCHPxx	11/14/1998 0:00			1							906RCHPxx_BMI_CSBP_Trans_11/14/1998_1				
906RCHPxx	5/15/1999 0:00			1							906RCHPxx_BMI_CSBP_Trans_5/15/1999_1				
906RCHPxx	6/1/2000 0:00			1							906RCHPxx_BMI_CSBP_Trans_6/1/2000_1				
