StationID_Master	BMISampleID	CollDate	DataType3	CSCI	O_E	MMI_Score	BurrowerPct	BurrowerTaxa	BurrowerTaxaPct	CFCGPct	CFCGTaxa	CFCGTaxaPct	ClimberPct	ClimberTaxa	ClimberTaxaPct	ClingerPct	ClingerTaxa	ClingerTaxaPct	ColeopteraTaxa	ColeopteraTaxaPct	DipteraPct	DipteraTaxa	DipteraTaxaPct	DominantPct	EPTPct	EPTTaxa	EPTTaxaPct	IntolerantPct	IntolerantTaxa	IntolerantTaxaPct	InvasivePct	InvasiveTaxa	InvasiveTaxaPct	ScraperPct	ScraperTaxa	ScraperTaxaPct	ShannonDiversity	ShredderPct	ShredderTaxa	ShredderTaxaPct	SimpsonDiversity	SwimmerPct	SwimmerTaxa	SwimmerTaxaPct	TaxaRichness	TolerantPct	TolerantTaxa	TolerantTaxaPct
904CBESC8	904CBESC8_5/9/2008_1	5/9/2008 0:00:00	BMI	0.63	0.70	0.55	0.80	2.00	0.28	0.99	7.00	0.58	0.00	0.00	0.00	0.16	2.00	0.28	0.00	0.00	0.21	5.00	0.41	0.97	4.0e-03	2.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	2.0e-03	1.00	0.08	0.79	0.00	0.00	0.00	0.39	9.090909e-03	1.00	0.14	12.00	0.01	4.00	0.33
904PS0034	904PS0034_5/13/2008_1	5/13/2008 0:00:00	BMI	0.50	0.65	0.35	0.90	1.00	0.50	0.99	5.00	0.71	0.00	0.00	0.00	0.09	1.00	0.50	0.00	0.00	0.71	2.00	0.28	0.90	0.00	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.0e-03	1.00	0.14	1.10	0.00	0.00	0.00	0.53	0.00	0.00	0.00	7.00	0.11	4.00	0.57
904S00537	904S00537_5/4/2009_1	5/4/2009 0:00:00	BMI	0.42	0.45	0.40	0.98	2.00	0.50	0.99	3.90	0.66	0.00	0.00	0.00	7.462687e-03	0.90	0.25	0.00	0.00	0.26	3.00	0.50	0.99	0.00	13.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.69	0.00	0.00	0.00	0.41	0.00	0.00	0.00	6.00	2.0e-03	1.00	0.16
904S02201	904S02201_5/19/2010_1	5/19/2010 0:00:00	BMI	0.39	0.43	0.36	0.78	1.00	0.25	0.84	7.00	0.53	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.07	0.19	3.00	0.23	0.69	0.00	32.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	3.00	0.23	1.83	0.00	0.00	0.00	0.79	0.20	2.00	0.50	13.00	0.47	6.00	0.46
904S02585	904S02585_5/19/2010_1	5/19/2010 0:00:00	BMI	0.85	1.05	0.65	0.31	1.00	0.11	0.85	9.00	0.45	4.830918e-03	1.00	0.11	0.26	4.00	0.44	0.00	0.00	0.19	4.00	0.20	0.68	0.23	7.33	0.25	0.02	1.00	0.05	0.00	0.00	0.00	0.04	4.00	0.20	2.01	0.00	0.00	0.00	0.77	0.36	2.00	0.22	20.00	0.53	8.00	0.40
904S08089	904S08089_5/20/2010_1	5/20/2010 0:00:00	BMI	0.88	1.01	0.74	0.10	1.00	0.10	0.76	11.00	0.68	2.298851e-03	1.00	0.10	0.51	4.00	0.40	0.00	0.00	0.33	3.00	0.18	0.64	0.53	5.66	0.37	0.00	0.00	0.00	6.0e-03	1.00	0.06	4.0e-03	1.00	0.06	2.08	0.00	0.00	0.00	0.84	0.33	2.00	0.20	16.00	0.11	6.00	0.37
904S12185	904S12185_5/24/2011_1	5/24/2011 0:00:00	BMI	0.81	1.02	0.60	0.05	1.00	0.11	0.92	12.00	0.66	0.02	1.00	0.11	0.50	2.00	0.22	0.00	0.00	0.42	6.00	0.33	0.64	0.41	3.33	0.22	0.00	0.00	0.00	0.00	0.00	0.00	2.0e-03	1.00	0.05	1.99	0.00	0.00	0.00	0.80	0.33	2.00	0.22	18.00	0.15	7.00	0.38
904WE1125	904WE1125_5/23/2002_1	5/23/2002 0:00:00	BMI	0.80	0.94	0.66					9.95						2.00		0.00											0.00							1.79		0.00									
904WE1131	904WE1131_5/21/2002_1	5/21/2002 0:00:00	BMI	0.58	0.56	0.59					6.00						2.85		0.00											0.19							1.23		0.00									
905CE0512	905CE0512_4/20/2004_1	4/20/2004 0:00:00	BMI	1.07	1.25	0.89					10.00						5.00	0.29	3.00	0.14							0.33	0.18		0.19							2.27		0.00						21.00			
905CE0512	905CE0512_4/20/2004_2	4/20/2004 0:00:00	BMI	1.07	1.25	0.89					8.00						5.00	0.29	1.00	0.14							0.33	0.18		0.20							1.86		0.00						21.00			
905PS0026	905PS0026_5/13/2008_1	5/13/2008 0:00:00	BMI	1.07	1.17	0.96	0.39	2.00	0.11	0.92	13.67	0.53	0.01	3.00	0.16	0.21	4.80	0.27	3.35	0.15	0.59	9.00	0.34	0.77	0.34	12.66	0.26	0.03	2.00	0.07	0.00	0.00	0.00	4.0e-03	2.00	0.07	1.93	6.0e-03	1.92	0.07	0.77	0.36	4.00	0.22	26.00	0.03	6.00	0.23
905S01953	905S01953_4/29/2009_1	4/29/2009 0:00:00	BMI	1.12	1.27	0.96	0.54	1.00	0.04	0.79	13.50	0.50	0.02	1.00	0.04	0.17	8.00	0.38	3.97	0.14	0.62	5.00	0.17	0.61	0.25	7.31	0.35	0.05	4.00	0.14	0.00	0.00	0.00	4.0e-03	1.00	0.03	2.23	0.00	0.00	0.00	0.74	0.17	8.00	0.38	28.00	0.10	8.00	0.28
906LPLPC6	906LPLPC6_5/7/2008_1	5/7/2008 0:00:00	BMI	0.66	0.78	0.54	0.71	2.00	0.20	0.94	9.00	0.52	0.01	1.00	0.10	0.07	1.00	0.10	0.00	0.00	0.21	5.00	0.29	0.80	4.0e-03	2.00	0.11	0.00	0.00	0.00	2.0e-03	1.00	0.05	8.0e-03	1.00	0.05	1.55	4.0e-03	2.00	0.11	0.68	0.12	3.00	0.30	17.00	0.67	7.00	0.41
906LPRSC4	906LPRSC4_5/7/2008_1	5/7/2008 0:00:00	BMI	0.60	0.70	0.49	0.89	2.00	0.40	0.98	6.00	0.54	3.311258e-03	1.00	0.20	0.09	1.00	0.20	0.00	0.00	0.60	3.00	0.27	0.93	2.0e-03	1.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	6.0e-03	1.00	0.09	1.13	2.0e-03	1.00	0.09	0.58	3.311258e-03	1.00	0.20	11.00	0.37	4.00	0.36
906S02246	906S02246_5/26/2010_1	5/26/2010 0:00:00	BMI	0.77	0.86	0.68	0.28	1.00	0.11	0.84	9.00	0.52	0.06	1.00	0.11	0.46	3.00	0.33	0.00	0.00	0.15	3.00	0.17	0.71	0.05	3.33	0.23	0.00	0.00	0.00	6.0e-03	1.00	0.05	0.01	2.00	0.11	1.88	0.00	0.00	0.00	0.77	0.15	2.00	0.22	17.00	0.69	8.00	0.47
907CCCR02	907CCCR02_3/29/2010_1	3/29/2010 0:00:00	BMI	1.04	1.04	1.05	0.14	2.00	0.10	0.80	10.80	0.42	0.02	2.00	0.10	0.26	7.85	0.42	2.00	0.07	0.09	6.00	0.23	0.70	0.45	10.00	0.38	0.17	9.00	0.34	0.00	0.00	0.00	0.01	4.00	0.15	2.09	0.00	0.00	0.00	0.78	0.51	5.00	0.26	26.00	0.02	5.00	0.19
907CCCR02	907CCCR02_4/21/2009_1	4/21/2009 0:00:00	BMI	0.84	0.59	1.09					9.80						4.90		2.80											0.14							1.99		1.00									
907CCCR02	907CCCR02_5/21/2001_1	5/21/2001 0:00:00	BMI	1.17	1.18	1.15					12.35						11.55		5.35											0.24							2.48		0.40									
907CCCR02	907CCCR02_5/5/2010_1	5/5/2010 0:00:00	BMI	1.01	0.96	1.07	0.18	3.00	0.15	0.32	13.55	0.51	0.03	1.00	0.05	0.44	6.87	0.36	4.90	0.18	0.07	6.00	0.22	0.69	0.20	8.00	0.29	0.10	6.00	0.22	0.00	0.00	0.00	0.56	3.00	0.11	1.92	0.00	0.40	0.00	0.70	0.33	7.00	0.36	27.00	0.66	8.00	0.29
907CCCR02	907CCCR02_5/8/2008_1	5/8/2008 0:00:00	BMI	0.85	0.97	0.73	0.75	1.00	0.08	0.52	9.00	0.50	5.714286e-03	1.00	0.08	0.02	3.00	0.25	2.00	0.11	0.27	4.00	0.22	0.85	0.03	4.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.42	2.00	0.11	1.63	0.00	0.00	0.00	0.72	0.20	5.00	0.41	18.00	0.48	7.00	0.38
907CCCR02	907CCCR02_6/9/2010_1	6/9/2010 0:00:00	BMI	1.03	0.99	1.06	0.47	7.00	0.28	0.63	16.77	0.56	0.02	3.00	0.12	0.37	5.77	0.24	4.00	0.15	0.44	9.00	0.28	0.67	0.15	7.00	0.25	0.08	6.00	0.18	0.00	0.00	0.00	0.28	3.00	0.09	2.18	2.0e-03	0.87	0.03	0.82	0.11	7.00	0.28	32.00	0.30	9.00	0.28
907CCCR02	907CCCR02_7/13/2010_1	7/13/2010 0:00:00	BMI	1.13	1.19	1.08	0.28	1.00	0.04	0.44	14.07	0.40	0.07	4.00	0.16	0.31	8.80	0.33	2.42	0.09	0.20	4.00	0.12	0.57	0.26	13.00	0.40	0.01	3.00	0.09	0.00	0.00	0.00	0.35	4.00	0.12	2.49	0.08	1.97	0.06	0.84	0.09	6.00	0.25	32.00	0.47	11.00	0.34
907CCCR02	907CCCR02_8/24/2010_1	8/24/2010 0:00:00	BMI	0.71	0.60	0.82	0.05	1.00	0.07	0.69	7.22	0.31	0.55	3.00	0.21	0.15	3.00	0.21	0.92	0.04	0.03	4.00	0.18	0.78	0.09	6.00	0.27	0.04	2.00	0.09	0.00	0.00	0.00	0.03	5.00	0.22	1.58	0.01	1.42	0.04	0.58	0.09	2.00	0.14	22.00	0.80	8.00	0.36
907S00577	907S00577_5/12/2009_1	5/12/2009 0:00:00	BMI	1.06	1.25	0.86	0.88	2.00	0.10	0.93	12.67	0.46	0.02	2.00	0.10	0.03	5.80	0.30	4.80	0.17	0.69	5.00	0.17	0.86	0.05	6.32	0.32	6.0e-03	2.00	0.07	0.00	0.00	0.00	0.01	3.00	0.10	1.44	0.00	0.00	0.00	0.56	0.05	10.00	0.50	28.00	0.05	8.00	0.28
907S01418	907S01418_5/12/2009_1	5/12/2009 0:00:00	BMI	1.19	1.20	1.17	0.37	4.00	0.12	0.65	17.45	0.42	0.05	4.00	0.12	0.25	9.62	0.31	4.80	0.11	0.36	10.00	0.23	0.47	0.28	9.33	0.33	0.11	6.00	0.14	0.00	0.00	0.00	0.20	4.00	0.09	2.80	8.0e-03	1.97	0.04	0.89	0.18	10.00	0.31	42.00	0.33	10.00	0.23
907S02774	907S02774_5/20/2010_1	5/20/2010 0:00:00	BMI	0.60	0.72	0.48	0.96	2.00	0.33	0.99	9.00	0.90	0.00	0.00	0.00	7.633588e-03	1.00	0.16	0.00	0.00	0.78	6.00	0.60	0.98	2.0e-03	0.66	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.70	0.00	0.00	0.00	0.37	2.544529e-03	1.00	0.16	10.00	8.0e-03	3.00	0.30
907S03210	907S03210_5/18/2011_1	5/18/2011 0:00:00	BMI	0.98	1.05	0.92	0.08	1.00	0.09	0.91	8.00	0.57	6.289308e-03	0.00	0.00	0.84	7.00	0.63	0.00	0.00	0.73	3.00	0.21	0.81	0.22	6.00	0.64	0.15	5.00	0.35	0.00	0.00	0.00	0.04	2.00	0.14	1.40	0.00	0.00	0.00	0.56	0.06	3.00	0.27	14.00	0.03	1.00	0.07
907S05514	907S05514_5/18/2011_1	5/18/2011 0:00:00	BMI	1.18	1.25	1.10	0.21	2.00	0.11	0.82	13.00	0.48	0.01	2.00	0.11	0.65	9.00	0.50	0.00	0.00	0.37	5.00	0.18	0.57	0.47	14.00	0.40	0.33	3.00	0.11	0.00	0.00	0.00	0.01	2.00	0.07	2.33	2.016129e-03	1.00	0.03	0.86	0.12	3.00	0.16	27.00	0.11	6.00	0.22
907S46499	907S46499_6/2/2010_1	6/2/2010 0:00:00	BMI	1.03	1.16	0.91	0.18	3.00	0.16	0.83	13.00	0.52	4.842615e-03	2.00	0.11	0.68	3.00	0.16	4.00	0.16	0.65	6.00	0.24	0.69	0.11	13.33	0.20	0.09	3.00	0.12	0.00	0.00	0.00	0.06	1.00	0.04	1.95	2.0e-03	1.00	0.04	0.73	0.11	7.00	0.38	25.00	0.21	9.00	0.36
907SDCHC3	907SDCHC3_5/8/2008_1	5/8/2008 0:00:00	BMI	0.87	1.01	0.74	0.10	2.00	0.25	0.98	7.00	0.58	2.061856e-03	1.00	0.12	0.31	2.00	0.25	1.00	0.08	0.40	4.00	0.33	0.93	0.56	3.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.22	2.0e-03	1.00	0.08	0.61	0.58	3.00	0.37	12.00	0.02	3.00	0.25
907SDFRC2	907SDFRC2_5/5/2008_1	5/5/2008 0:00:00	BMI	0.72	0.79	0.66	0.32	1.00	0.10	0.94	8.00	0.53	6.097561e-03	1.00	0.10	0.14	2.00	0.20	1.00	0.06	0.17	5.00	0.33	0.76	0.13	3.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.01	1.00	0.06	1.70	0.00	0.00	0.00	0.73	0.46	4.00	0.40	15.00	0.48	6.00	0.40
907SSDR11	907SSDR11_5/5/2008_1	5/5/2008 0:00:00	BMI	0.76	0.98	0.55	0.09	1.00	0.14	0.90	9.00	0.64	0.01	1.00	0.14	0.04	2.00	0.28	0.00	0.00	0.09	3.00	0.21	0.76	0.62	3.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.07	2.00	0.14	1.79	0.00	0.00	0.00	0.77	0.84	2.00	0.28	14.00	0.26	6.00	0.42
909SHAR02	909SHAR02_5/8/2008_1	5/8/2008 0:00:00	BMI	0.84	0.99	0.69	0.14	2.00	0.14	0.93	12.00	0.63	0.02	1.00	0.07	0.35	4.00	0.28	1.00	0.05	0.47	8.00	0.42	0.89	0.46	5.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	2.0e-03	1.00	0.05	1.50	0.00	0.00	0.00	0.68	0.46	3.00	0.21	19.00	0.02	4.00	0.21
909SLAW02	909SLAW02_5/6/2008_1	5/6/2008 0:00:00	BMI	0.84	1.04	0.64	0.86	2.00	0.40	0.86	8.00	0.57	0.00	0.00	0.00	0.09	1.00	0.20	1.00	0.07	0.78	7.00	0.50	0.85	0.01	1.00	0.07	2.0e-03	1.00	0.07	0.00	0.00	0.00	0.09	1.00	0.07	1.20	0.00	0.00	0.00	0.50	0.04	2.00	0.40	14.00	0.17	5.00	0.35
909SSWR08	909SSWR08_5/5/2008_1	5/5/2008 0:00:00	BMI	0.34	0.41	0.28	0.49	1.00	0.25	0.79	5.00	0.71	0.01	1.00	0.25	0.00	0.00	0.00	0.00	0.00	0.20	2.00	0.28	0.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.48	0.00	0.00	0.00	0.75	0.49	2.00	0.50	7.00	0.78	5.00	0.71
909WE1014	909WE1014_4/23/2002_1	4/23/2002 0:00:00	BMI	0.78	0.92	0.65					5.00						1.00		1.00											0.00							1.78		0.00									
909WE1014	909WE1014_4/23/2002_2	4/23/2002 0:00:00	BMI	0.83	1.07	0.59					5.00						1.00		1.00											0.00							1.59		0.00									
910DZRA03	910DZRA03_5/6/2008_1	5/6/2008 0:00:00	BMI	0.93	1.16	0.71	0.44	2.00	0.13	0.89	12.00	0.57	4.201681e-03	1.00	0.06	0.02	3.00	0.20	1.00	0.04	0.56	8.00	0.38	0.76	0.34	5.00	0.23	0.01	2.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	1.88	0.00	0.00	0.00	0.74	0.40	5.00	0.33	21.00	0.14	9.00	0.42
910S06570	910S06570_5/24/2010_1	5/24/2010 0:00:00	BMI	0.78	0.98	0.58	0.91	2.00	0.33	0.74	7.00	0.58	3.125e-03	1.00	0.16	0.07	2.00	0.33	0.00	0.00	0.66	4.00	0.33	0.85	0.01	5.33	0.25	4.0e-03	1.00	0.08	0.00	0.00	0.00	0.21	2.00	0.16	1.33	0.00	0.00	0.00	0.60	9.375e-03	1.00	0.16	12.00	0.28	3.00	0.25
910S14762	910S14762_5/26/2010_1	5/26/2010 0:00:00	BMI	0.83	0.99	0.67	0.75	3.00	0.37	0.95	9.00	0.60	0.00	0.00	0.00	0.08	1.00	0.12	2.00	0.13	0.70	6.00	0.40	0.83	0.12	14.00	0.13	4.0e-03	1.00	0.06	2.0e-03	1.00	0.06	8.0e-03	2.00	0.13	1.40	2.0e-03	1.00	0.06	0.60	0.15	3.00	0.37	15.00	0.13	4.00	0.26
911S01142	911S01142_5/24/2011_1	5/24/2011 0:00:00	BMI	0.93	0.85	1.02	0.08	3.00	0.20	0.81	11.00	0.61	0.00	0.00	0.00	0.33	6.00	0.40	1.00	0.05	0.15	7.00	0.38	0.70	0.71	11.33	0.44	0.21	3.00	0.16	0.00	0.00	0.00	0.09	1.00	0.05	1.87	0.00	0.00	0.00	0.73	0.57	4.00	0.26	18.00	0.09	2.00	0.11
911S02058	911S02058_5/5/2009_1	5/5/2009 0:00:00	BMI	1.06	1.18	0.94	0.18	2.00	0.11	0.58	9.85	0.43	0.02	1.00	0.05	0.70	6.82	0.38	2.80	0.13	0.48	5.00	0.21	0.82	0.06	5.96	0.30	0.01	4.00	0.17	0.00	0.00	0.00	0.35	2.00	0.08	1.72	0.00	0.00	0.00	0.72	0.06	6.00	0.33	23.00	0.41	8.00	0.34
911S04086	911S04086_5/6/2009_1	5/6/2009 0:00:00	BMI	0.90	1.02	0.78	0.62	4.00	0.26	0.66	11.67	0.46	0.02	1.00	0.06	0.03	2.00	0.13	0.87	0.03	0.22	10.00	0.38	0.72	0.09	13.56	0.15	0.08	2.00	0.07	0.00	0.00	0.00	0.17	2.00	0.07	1.96	0.08	1.00	0.03	0.78	0.02	3.00	0.20	26.00	0.64	7.00	0.26
911S04086	911S04086_5/6/2009_2	5/6/2009 0:00:00	BMI	0.96	1.00	0.92					11.85						4.55		1.00											0.12							2.14		2.55									
911S12262	911S12262_5/24/2010_1	5/24/2010 0:00:00	BMI	0.94	1.14	0.74	0.92	2.00	0.15	0.88	9.00	0.42	0.01	2.00	0.15	0.02	3.00	0.23	2.00	0.09	0.55	8.00	0.38	0.85	0.01	14.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.02	3.00	0.14	1.53	0.00	0.00	0.00	0.66	0.01	2.00	0.15	21.00	0.24	7.00	0.33
911TCAM01	911TCAM01_5/7/2008_1	5/7/2008 0:00:00	BMI	0.87	0.99	0.75	0.90	3.00	0.23	0.90	12.00	0.52	9.174312e-03	2.00	0.15	0.05	3.00	0.23	1.00	0.04	0.64	8.00	0.34	0.85	0.01	6.00	0.26	8.0e-03	2.00	0.08	0.00	0.00	0.00	0.06	1.00	0.04	1.42	0.00	0.00	0.00	0.60	0.01	4.00	0.30	23.00	0.13	6.00	0.26
911TJWIL3	911TJWIL3_5/15/2001_1	5/15/2001 0:00:00	BMI	1.09	1.17	1.02					9.65						9.50		1.15											0.21							1.62		1.45									
911TJWIL3	911TJWIL3_5/25/2011_1	5/25/2011 0:00:00	BMI	1.18	1.28	1.09	0.47	3.00	0.13	0.84	11.00	0.39	2.247191e-03	1.00	0.04	0.17	9.00	0.40	1.00	0.03	0.53	8.00	0.28	0.69	0.38	8.00	0.42	0.08	5.00	0.17	0.00	0.00	0.00	0.01	2.00	0.07	2.10	0.04	2.00	0.07	0.76	0.26	4.00	0.18	28.00	0.03	5.00	0.17
911TJWIL3	911TJWIL3_5/6/2008_1	5/6/2008 0:00:00	BMI	1.03	1.21	0.85	0.59	2.00	0.13	0.92	11.30	0.57	2.070393e-03	0.00	0.00	0.15	2.92	0.20	1.00	0.05	0.74	7.00	0.36	0.88	0.21	7.00	0.36	0.02	3.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	1.46	0.02	1.00	0.05	0.62	0.21	5.00	0.33	19.00	0.02	4.00	0.21
911TTJR01	911TTJR01_5/5/2008_1	5/5/2008 0:00:00	BMI	0.64	0.71	0.58	0.32	2.00	0.33	0.98	7.00	0.63	0.00	0.00	0.00	0.64	1.00	0.16	1.00	0.09	0.91	6.00	0.54	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.0e-03	1.00	0.09	1.10	4.0e-03	1.00	0.09	0.56	4.405286e-03	2.00	0.33	11.00	0.02	3.00	0.27
CAW03444-0092	CAW03444-0092_6/22/2012_1	6/22/2012 0:00:00	BMI	0.36	0.39	0.33																					0.00	0.16																	5.90			
CAW03444-0092	CAW03444-0092_6/23/2012_1	6/23/2012 0:00:00	BMI	0.56	0.49	0.63																					0.08	0.68																	12.00			
CAW03444-0104	CAW03444-0104_7/10/2012_1	7/10/2012 0:00:00	BMI	0.70	0.76	0.64																					0.14	0.67																	14.00			
CAW03444-0104	CAW03444-0104_7/11/2012_1	7/11/2012 0:00:00	BMI	0.73	0.74	0.72																					0.25	0.48																	12.00			
CAW03444-0156	CAW03444-0156_8/16/2012_1	8/16/2012 0:00:00	BMI	0.53	0.36	0.69																					0.16	0.00																	6.00			
CAW03444-0156	CAW03444-0156_8/17/2012_1	8/17/2012 0:00:00	BMI	0.49	0.36	0.62																					0.40	0.00																	10.00			
CAW03444-0188	CAW03444-0188_9/3/2012_1	9/3/2012 0:00:00	BMI	0.50	0.45	0.54																					0.12	0.00																	8.00			
CAW03444-0188	CAW03444-0188_9/4/2012_1	9/4/2012 0:00:00	BMI	0.58	0.46	0.70																					0.42	2.0e-03																	7.00			
CAW03444-0220	CAW03444-0220_9/22/2012_1	9/22/2012 0:00:00	BMI	0.52	0.44	0.59																					0.00	0.33																	8.00			
CAW03444-0220	CAW03444-0220_9/23/2012_1	9/23/2012 0:00:00	BMI	0.69	0.66	0.72																					0.00	0.38																	9.00			
CAW03444-0232	CAW03444-0232_10/1/2012_1	10/1/2012 0:00:00	BMI	0.56	0.64	0.47																					0.22	0.01																	9.00			
CAW03444-0232	CAW03444-0232_9/30/2012_1	9/30/2012 0:00:00	BMI	0.68	0.86	0.49																					0.25	0.03																	8.00			
CAW03444-0512	CAW03444-0512_1/5/2013_1	1/5/2013 0:00:00	BMI	1.03	1.20	0.85																					0.33	0.05																	21.00			
CAW03444-0512	CAW03444-0512_1/6/2013_1	1/6/2013 0:00:00	BMI	0.84	0.93	0.76																					0.33	0.05																	15.00			
CAW03444-0616	CAW03444-0616_3/15/2013_1	3/15/2013 0:00:00	BMI	0.42	0.37	0.46																					0.00	0.86																	3.95			
CAW03444-0616	CAW03444-0616_3/16/2013_1	3/16/2013 0:00:00	BMI	0.36	0.26	0.46																					0.00	0.83																	3.85			
CAW03444-0668	CAW03444-0668_3/31/2013_1	3/31/2013 0:00:00	BMI	0.43	0.42	0.45																					0.00	0.38																	6.70			
CAW03444-0732	CAW03444-0732_4/24/2013_1	4/24/2013 0:00:00	BMI	0.40	0.34	0.46																					0.00	0.57																	5.80			
FW08CA022	FW08CA022_3/27/2010_1	3/27/2010 0:00:00	BMI	0.88	0.88	0.88																					0.39	0.07																	21.45			
FW08CA022	FW08CA022_3/28/2010_1	3/28/2010 0:00:00	BMI	0.71	0.80	0.62																					0.25	0.22																	19.15			
FW08CA022	FW08CA022_5/13/2013_1	5/13/2013 0:00:00	BMI	0.90	1.01	0.78																					0.36	0.10																	23.55			
ME-CC	ME-CC_7/12/2010_1	7/12/2010 0:00:00	BMI	0.42	0.39	0.44	0.85	1.00	0.16	0.89	8.00	0.53	0.08	1.00	0.16	0.01	1.00	0.16	0.00	0.00	0.37	5.00	0.33	0.83	0.05	3.58	0.20	0.00	0.00	0.00	0.03	1.00	0.06	8.0e-03	1.00	0.06	1.62	0.00	0.00	0.00	0.72	0.01	1.00	0.16	15.00	0.15	4.00	0.26
ME-VR2	ME-VR2_7/7/2010_1	7/7/2010 0:00:00	BMI	0.61	0.76	0.44	0.59	4.00	0.28	0.83	10.00	0.43	0.04	2.00	0.14	3.424658e-03	1.00	0.07	0.00	0.00	0.41	7.00	0.30	0.68	0.07	6.00	0.17	2.0e-03	1.00	0.04	0.00	0.00	0.00	0.01	2.00	0.08	2.16	0.00	0.00	0.00	0.81	0.15	2.00	0.14	23.50	0.37	11.00	0.46
PC1	PC1_8/12/2010_1	8/12/2010 0:00:00	BMI	1.01	1.18	0.84												0.23		0.08							0.28	0.06											2.00						25.00			
PC4	PC4_8/16/2010_1	8/16/2010 0:00:00	BMI	1.05	0.97	1.13												0.31		0.18							0.37	0.08											3.00						27.00			
PC5	PC5_8/13/2010_1	8/13/2010 0:00:00	BMI	1.13	1.25	1.01												0.25		0.14							0.28	0.07											3.00						35.00			
PC6	PC6_8/12/2010_1	8/12/2010 0:00:00	BMI	1.10	1.22	0.99												0.33		0.06							0.38	0.20											2.00						31.00			
PC7	PC7_8/12/2010_1	8/12/2010 0:00:00	BMI	1.09	1.14	1.04												0.32		0.12							0.39	0.09											2.00						33.00			
R5BIO-301	R5BIO-301_6/14/2000_1	6/14/2000 0:00:00	BMI	1.03	0.94	1.11					9.90						10.85		2.95											0.28							1.65		3.00									
R5BIO-309	R5BIO-309_6/14/2000_1	6/14/2000 0:00:00	BMI	0.89	0.73	1.05												0.43		0.21							0.42	0.09											1.00						19.00			
R5BIO-309	R5BIO-309_6/5/2008_1	6/5/2008 0:00:00	BMI	0.79	0.71	0.87					4.70						4.95		2.70											0.17							1.52		1.00									
R5BIO6470	R5BIO6470_5/18/2001_1	5/18/2001 0:00:00	BMI	0.92	0.89	0.95					10.00						6.00		5.00											0.19							1.79		0.00									
R5BIO6478	R5BIO6478_5/16/2001_1	5/16/2001 0:00:00	BMI	1.06	1.09	1.02					11.90						10.25		1.70											0.15							1.94		1.00									
R5BIO6478	R5BIO6478_5/16/2001_2	5/16/2001 0:00:00	BMI	0.82	0.56	1.07					8.00						8.00		2.00											0.21							2.39		1.00									
R5BIO6480	R5BIO6480_5/17/2001_1	5/17/2001 0:00:00	BMI	0.87	0.76	0.98					10.00						11.00		2.00											0.25							2.82		0.00									
R5BIO6492	R5BIO6492_5/16/2001_1	5/16/2001 0:00:00	BMI	0.99	0.97	1.02					8.00						7.85		0.85											0.25							2.24		2.90									
R5BIO-6496	R5BIO-6496_5/18/2001_1	5/18/2001 0:00:00	BMI	1.06	1.18	0.93					9.55						7.75		5.20											0.20							1.47		1.45									
R5BIO-6496	R5BIO-6496_5/18/2001_2	5/18/2001 0:00:00	BMI	0.94	0.92	0.96					12.95						11.00		2.95											0.27							1.56		0.00									
R5BIO-6498	R5BIO-6498_6/6/2001_1	6/6/2001 0:00:00	BMI	0.95	0.76	1.13					13.45						10.85	0.39	4.95	0.15							0.37	0.24		0.20							2.54		3.00						32.00			
R5BIO6504	R5BIO6504_5/23/2001_1	5/23/2001 0:00:00	BMI	1.05	1.03	1.07					12.00						11.00		2.00											0.27							2.26		0.00									
R5BIO-6514	R5BIO-6514_8/24/2010_1	8/24/2010 0:00:00	BMI	0.71	0.67	0.75												0.21		0.04							0.27	0.04											1.00						22.00			
R5BIO-6516	R5BIO-6516_4/21/2009_1	4/21/2009 0:00:00	BMI	0.86	0.64	1.08												0.35		0.21							0.36	0.01											2.00						19.00			
R5BIO-6516	R5BIO-6516_5/21/2001_1	5/21/2001 0:00:00	BMI	1.18	1.38	0.97					11.60						12.15		1.50											0.13							2.03		0.95									
R5BIO-6516	R5BIO-6516_5/21/2001_2	5/21/2001 0:00:00	BMI	1.26	1.39	1.13					12.95						15.00		3.95											0.28							2.47		0.95									
