"StationID"	"Lat_Dec"	"Long_Dec"	"StreamType"	"WBID"	"Elevation"	"InvertReg"	"BenSampID"	"RepNum"	"CollDate"	"Comments"	"CollMeth"	"FieldGearID"	"Habitat"	"WQX_FinalID"	"FinalID"	"Individuals"	"IndividualsCorrected"	"LargeRare"	"Stage"
"LCHAL008.83"	33.9725	-109.5220833	"Perennial"	"15020001-012"	9280	"cold"	3369	2	2007-06-05	"NA"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	2	FALSE	"L"
"SRHAG013.09"	34.2389444	-110.9490556	"Perennial"	"15060105-012A"	5488	"cold"	3613	1	2008-05-14	"2008 AZDEQ Benthos Taxa (pin5154.5)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	1	FALSE	"L"
"SRHAN002.27"	33.6711647	-109.2563	"Perennial"	"15060101-034"	8360	"cold"	3615	1	2008-06-24	"2008 AZDEQ Benthos Taxa (pin5154.5)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	1	FALSE	"L"
"SRHAY000.04"	33.8088889	-109.4221667	"Perennial"	"15060101-353"	7900	"cold"	3616	1	2008-06-17	"2008 AZDEQ Benthos Taxa (pin5154.5)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	1	FALSE	"L"
"SRSTI000.38"	33.8546667	-109.4585278	"Perennial"	"15060101-352A"	8660	"cold"	3621	1	2008-06-18	"2008 AZDEQ Benthos Taxa (pin5154.5)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	2	5.88	FALSE	"L"
"SPRMC011.11"	31.4416389	-110.3168889	"Perennial"	"15050202-404A"	6000	"cold"	3670	1	2008-12-04	"2008 AZDEQ Fall Benthos Taxa (pin5154.3).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	4.36	FALSE	"L"
"SRCGN009.78"	33.5241747	-111.0872611	"Perennial"	"15060103-037"	3355	"warm"	3676	1	2008-11-18	"2008 AZDEQ Fall Benthos Taxa (pin5154.3).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	16	FALSE	"L"
"SRPNT008.48"	33.5506111	-110.9906667	"Perennial"	"15060103-018C"	2540	"warm"	3679	1	2008-10-20	"2008 AZDEQ Fall Benthos Taxa (pin5154.3).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	2	32	FALSE	"L"
"UGCAV016.84"	31.8689389	-109.2371192	"Perennial"	"15040006-852A"	5880	"cold"	3687	1	2008-11-11	"2008 AZDEQ Fall Benthos Taxa (pin5154.3).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	2	2	FALSE	"L"
"SPSPR126.35"	31.6374217	-110.1755669	"Perennial"	"15050202-006"	3920	"warm"	3719	1	2009-05-28	"2008 AZDEQ Benthos Taxa (pin 5145.2-1)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	24	FALSE	"L"
"UGLAN000.60"	33.5864811	-109.1296708	"Perennial"	"15040004-500"	5725	"cold"	3738	1	2009-07-29	"2008 AZDEQ Benthos Taxa (pin 5145.2-1)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	6.86	FALSE	"L"
"UGTRY001.56"	33.7561389	-109.0747222	"Perennial"	"15040004-060"	6790	"cold"	3742	1	2009-06-17	"2008 AZDEQ Benthos Taxa (pin 5145.2-1)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	3	3	FALSE	"L"
"UGTRY001.56"	33.7561389	-109.0747222	"Perennial"	"15040004-060"	6790	"cold"	3742	2	2009-06-17	"2008 AZDEQ Benthos Taxa (pin 5145.2-1)"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	4	32	FALSE	"L"
"BWBSR034.68"	34.6634167	-113.5805	"Perennial"	"15030201-004"	1840	"warm"	3764	1	2010-06-14	"2010 AZDEQ Fall Benthos (pin 5539.1).xls"	"ADEQ Riffle bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	1	FALSE	"L"
"SRWPN004.47"	33.4396083	-111.0640075	"Perennial"	"15060103-066"	3400	"warm"	3812	1	2011-06-02	"2011 AZDEQ Spring Benthos taxa(pin 5539.2).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Run"	"Limonia (Limoniini)"	"Limonia"	1	9.6	FALSE	"L"
"VRPIE008.19"	34.3192222	-111.4575056	"Perennial"	"15060203-049B"	4375	"warm"	3817	1	2011-06-23	"2011 AZDEQ Spring Benthos taxa(pin 5539.2).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	1	FALSE	"L"
"VRPIE016.49"	34.4210325	-111.4409	"Perennial"	"15060203-049"	5760	"cold"	3818	1	2011-06-14	"2011 AZDEQ Spring Benthos taxa(pin 5539.2).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	3	3	FALSE	"L"
"MGAFR087.06"	34.3140572	-112.0614064	"Perennial"	"15070102-023"	3445	"warm"	3823	1	2012-05-23	"Riffle/run, 2012 AZ DEQ Benthos Taxa (pin6239.1).xls"	"ADEQ Riffle bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	2	2	FALSE	"L"
"MGAFR087.35"	34.3156961	-112.0666111	"Perennial"	"15070102-023"	3480	"warm"	3824	1	2012-05-23	"2012 AZ DEQ Benthos Taxa (pin6239.1).xls"	"ADEQ Riffle bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	24	FALSE	"L"
"MGLAS004.52"	34.3837786	-112.02585	"Perennial"	"15070102-039"	3840	"warm"	3826	1	2012-06-12	"2012 AZ DEQ Benthos Taxa (pin6239.1).xls"	"ADEQ Riffle bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	1	FALSE	"L"
"MGLSY000.91"	34.3650817	-111.9666822	"Perennial"	"15070102-615"	4000	"Warm"	3858	1	2013-04-25	"2013 AZ DEQ Benthos Taxa (pin6239.2).xlsx"	"ADEQ Riffle bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	1	FALSE	"L"
"MGSSW000.38"	33.9632	-111.8613111	"Perennial"	"15060106B-412"	3370	"Warm"	3859	1	2013-04-29	"2013 AZ DEQ Benthos Taxa (pin6239.2).xlsx"	"ADEQ Riffle bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	4	4	FALSE	"L"
"SPBAS001.64"	32.3515642	-110.2352486	"Perennial"	"15050203-899B"	4040	"warm"	3864	1	2013-04-02	"2013 AZ DEQ Benthos Taxa (pin6239.2).xlsx"	"ADEQ Riffle bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	2	26.6666666666667	FALSE	"L"
"UGEAG011.09"	33.0554167	-109.4358056	"Perennial"	"15040005-025"	3640	"warm"	3880	1	2013-06-04	"2013 AZ DEQ Benthos Taxa (pin6239.2).xlsx"	"ADEQ Riffle bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	1	FALSE	"L"
"LCECL009.39"	34.6196092	-111.0936081	"Perennial"	"15020008-008"	6265	"cold"	3902	1	2014-05-20	"PHS, 2014 AZ DEQ Benthos Taxa (pin6658.01).xlsx"	"ADEQ Riffle bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	1	FALSE	"L"
"UGBLR030.24"	33.5406111	-109.2034167	"Perennial"	"15040004-026"	5220	"cold"	3928	1	2014-07-08	"JOW, 2014 AZ DEQ Benthos Taxa (pin6658.01).xlsx"	"ADEQ Riffle bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	11.9999990400001	FALSE	"L"
"UGBLR030.24"	33.5406111	-109.2034167	"Perennial"	"15040004-026"	5220	"cold"	3928	2	2014-07-08	"JOW, 2014 AZ DEQ Benthos Taxa (pin6658.01).xlsx"	"ADEQ Riffle bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	7.11111111111111	FALSE	"L"
"MGHSR058.80"	34.0451667	-112.7101111	"Perennial"	"15070103-004"	2236	"warm"	3935	1	2015-04-15	"2015 AZDEQ Benthos Taxa (pin7251.01).xlsx"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	1.30612244897959	FALSE	"L"
"SCSAB007.15"	32.336583	-110.787389	"Perennial"	"15050302-014B"	3040	"Warm"	3937	1	2015-05-05	"2015 AZDEQ Benthos Taxa (pin7251.01).xlsx"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	3	35.9999971200002	FALSE	"L"
"SPRMC011.11"	31.4416389	-110.3168889	"Perennial"	"15050202-404A"	6000	"cold"	3942	1	2015-06-17	"2015 AZDEQ Benthos Taxa (pin7251.01).xlsx"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	4.80000076800012	FALSE	"L"
"MGAFR087.35"	34.3156961	-112.0666111	"Perennial"	"15070102-023"	3480	"warm"	3824	1	2012-05-23	"2012 AZ DEQ Benthos Taxa (pin6239.1).xls"	"ADEQ Riffle bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	24	FALSE	"P"
"CGTHS000.04"	35.8840064	-113.30825	"Perennial"	"15010002-1180"	1440	"warm"	2059	1	1993-07-06	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Limonia (Limoniini)"	"Limonia"	1	8	FALSE	"X"
"SCSYR004.21"	31.4108567	-111.1963458	"Perennial"	"15080200-002"	3790	"warm"	2079	1	1993-04-15	"StationID changed from SCSYC004.21 to match WQDB - akc 10/16/08"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Limonia (Limoniini)"	"Limonia"	1	1	FALSE	"X"
"SPARA017.25"	32.9061936	-110.46635	"Perennial"	"15050203-004B"	2980	"warm"	2085	1	1993-04-02	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Limonia (Limoniini)"	"Limonia"	1	1	FALSE	"X"
"SPSPR126.35"	31.6374217	-110.1755669	"Perennial"	"15050202-006"	3920	"warm"	2173	1	1994-04-06	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Limonia (Limoniini)"	"Limonia"	3	6	FALSE	"X"
"UGBON006.41"	32.9565628	-109.5318014	"Perennial"	"15040005-030"	3180	"warm"	2186	1	1994-05-25	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Limonia (Limoniini)"	"Limonia"	3	3.21	FALSE	"X"
"VRPIE000.29"	34.2243308	-111.4885189	"Perennial"	"15060203-049"	3360	"warm"	2199	1	1994-06-09	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Limonia (Limoniini)"	"Limonia"	2	15	FALSE	"X"
"SPWRC000.48"	31.8650172	-109.3298514	"Perennial"	"15050201-433"	6260	"cold"	2209	1	1994-04-04	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Limonia (Limoniini)"	"Limonia"	1	15	FALSE	"X"
"MGSYD009.13"	34.3473903	-111.9514033	"Perennial"	"15070102-024B"	4090	"warm"	2247	1	1994-05-04	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	1	FALSE	"X"
"SRCGN009.78"	33.5241747	-111.0872611	"Perennial"	"15060103-037"	3355	"warm"	2260	1	1994-05-12	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	30	FALSE	"X"
"SRHAG007.47"	34.20379	-111.0086	"Perennial"	"15060105-012B"	4870	"warm"	2268	1	1994-06-02	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	6	FALSE	"X"
"UGBLR046.35"	33.6844894	-109.0830556	"Perennial"	"15040004-026"	6110	"cold"	2279	1	1994-06-21	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	10	FALSE	"X"
"UGBON006.41"	32.9565628	-109.5318014	"Perennial"	"15040005-030"	3180	"warm"	2280	1	1994-05-25	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	5	FALSE	"X"
"UGETK011.80"	31.9087297	-109.2531981	"Perennial"	"15040006-837"	6520	"cold"	2285	1	1994-04-05	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	2	FALSE	"X"
"VRPIE000.29"	34.2243308	-111.4885189	"Perennial"	"15060203-049"	3360	"warm"	2292	1	1994-06-09	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	6	6	FALSE	"X"
"VRVER165.07"	34.8936803	-112.2122153	"Perennial"	"15060202-038"	3820	"warm"	2295	1	1994-05-17	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	2	20	FALSE	"X"
"VRWBV012.56"	34.6739211	-111.6701661	"Perennial"	"15060202-004"	4025	"warm"	2296	1	1994-05-16	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	15	FALSE	"X"
"LCBRB006.74"	34.4944461	-111.1658931	"Perennial"	"15020008-537"	6950	"cold"	2330	1	1992-06-23	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	4	32	FALSE	"X"
"LCELR007.74"	33.9263056	-109.4974444	"Perennial"	"15020001-230"	9440	"cold"	2335	1	1992-07-07	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	8	FALSE	"X"
"MGSYD009.13"	34.3473903	-111.9514033	"Perennial"	"15070102-024B"	4090	"warm"	2354	1	1992-05-21	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	2	32	FALSE	"X"
"VRWBV012.56"	34.6739211	-111.6701661	"Perennial"	"15060202-004"	4025	"warm"	2411	1	1992-05-06	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	5	20	FALSE	"X"
"CGTHS000.04"	35.8840064	-113.30825	"Perennial"	"15010002-1180"	1440	"warm"	2432	1	1993-07-06	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	2	8	FALSE	"X"
"LCBRB006.74"	34.4944461	-111.1658931	"Perennial"	"15020008-537"	6950	"cold"	2434	1	1993-06-11	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	8	FALSE	"X"
"VRWEB009.13"	34.3993353	-111.3648528	"Perennial"	"15060203-058"	5380	"cold"	2505	1	1993-06-08	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	4	FALSE	"X"
"BWFRA000.46"	34.7451558	-113.2497778	"Perennial"	"15030202-012"	3120	"warm"	2511	1	1994-04-25	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	6	36	FALSE	"X"
"CGCRY000.05"	36.1352778	-112.2442008	"Perennial"	"15010002-018B"	2360	"warm"	2518	1	1994-07-04	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	2	6	FALSE	"X"
"CGHRM001.58"	36.0806667	-112.2140556	"Perennial"	"15010002-020B"	2920	"warm"	2520	1	1994-07-04	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	2	5	FALSE	"X"
"CGKAN000.26"	36.3942883	-112.6325511	"Perennial"	"15010003-001"	1880	"warm"	2521	1	1994-07-08	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	1.58	FALSE	"X"
"CGTHS000.04"	35.8840064	-113.30825	"Perennial"	"15010002-1180"	1440	"warm"	2527	1	1994-07-10	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	10	FALSE	"X"
"LCRUD007.23"	34.0110214	-109.2816122	"Perennial"	"15020001-026"	8100	"cold"	2540	1	1994-06-20	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	30	FALSE	"X"
"VREVR051.15"	34.4211114	-111.2632925	"Perennial"	"15060203-022A"	5840	"cold"	2584	1	1995-05-11	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	2	15	FALSE	"X"
"VRWCL005.10"	34.5141758	-111.7566447	"Perennial"	"15060203-026B"	3260	"warm"	2615	1	1995-05-22	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	10	FALSE	"X"
"VRWCL023.36"	34.5610081	-111.5258764	"Perennial"	"15060203-026B"	5000	"cold"	2616	1	1995-05-22	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	5	FALSE	"X"
"SRCGN009.78"	33.5241747	-111.0872611	"Perennial"	"15060103-037"	3355	"warm"	2621	1	1996-05-06	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	24	FALSE	"X"
"SRSAL019.52"	33.9127614	-111.0404581	"Perennial"	"15060103-022"	4820	"warm"	2625	1	1996-05-07	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	120	FALSE	"X"
"BWCNG006.59"	34.7586647	-113.1203044	"Perennial"	"15030202-014"	4360	"warm"	2628	1	1997-04-23	"Raw data from Patti S. fall 1999 - from table 1997"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	7.5	FALSE	"X"
"BWFRA001.04"	34.7502953	-113.2554419	"Perennial"	"15030202-012"	3200	"warm"	2629	1	1997-04-22	"Raw data from Patti S. fall 1999 - from table 1997"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	7.5	FALSE	"X"
"VRSYW001.72"	34.8822694	-112.0671	"Perennial"	"15060202-026"	3625	"warm"	2659	1	1995-11-07	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1.06666666666667	8	FALSE	"X"
"VRVER185.21"	34.8674886	-112.4018356	"Perennial"	"15060202-052"	4200	"warm"	2662	1	1995-10-11	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1.06666666666667	16	FALSE	"X"
"VRWBV012.56"	34.6739211	-111.6701661	"Perennial"	"15060202-004"	4025	"warm"	2668	1	1995-09-25	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	15	FALSE	"X"
"VRWBV006.54"	34.6488456	-111.75073	"Perennial"	"15060202-003"	3520	"warm"	2669	1	1995-09-26	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	5.45	FALSE	"X"
"VRWCL005.10"	34.5141758	-111.7566447	"Perennial"	"15060203-026B"	3260	"warm"	2673	1	1995-10-18	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	2	20	FALSE	"X"
"VRSYM016.44"	33.7379603	-111.5158294	"Perennial"	"15060203-002"	2060	"warm"	2742	1	1992-10-09	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Limonia (Limoniini)"	"Limonia"	1	4	FALSE	"x"
"VRROU002.93"	34.1395906	-111.84675	"Perennial"	"15060203-853"	3300	"warm"	2753	1	1992-10-02	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	4	8	FALSE	"X"
"VRSYH000.25"	34.0796208	-111.7018136	"Perennial"	"15060203-055"	2080	"warm"	2754	1	1992-10-02	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	2	FALSE	"X"
"VRSYH000.25"	34.0796208	-111.7018136	"Perennial"	"15060203-055"	2080	"warm"	2790	1	1993-10-07	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	16	FALSE	"X"
"VRSYW001.72"	34.8822694	-112.0671	"Perennial"	"15060202-026"	3625	"warm"	2791	1	1993-10-05	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	3	48	FALSE	"X"
"SCCIE002.89"	32.0191667	-110.6455556	"Perennial"	"15050302-006B"	3369	"warm"	2822	1	1998-09-28	"StationID changed from SCCIE002.88 to match WQDB - akc 10/16/08"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	2	20	FALSE	"X"
"BWBSR034.68"	34.6634167	-113.5805	"Perennial"	"15030201-004"	1840	"warm"	2830	1	2000-04-18	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Limonia (Limoniini)"	"Limonia"	2	60	FALSE	"X"
"LCLCR340.02"	34.1517778	-109.2945278	"Perennial"	"15020001-009"	6900	"cold"	2833	1	2000-06-28	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	9.22	FALSE	"X"
"MGHSR058.80"	34.0451667	-112.7101111	"Perennial"	"15070103-004"	2236	"warm"	2835	1	2000-03-20	"StationID changed from MGHSR058.40 to match WQDB - 10/20/08 akc"	"ADEQ Riffle Bugs"	"D-frame di"	"Edge"	"Limonia (Limoniini)"	"Limonia"	2	8.58	FALSE	"X"
"SPSPR126.35"	31.6374217	-110.1755669	"Perennial"	"15050202-006"	3920	"warm"	2843	2	2000-04-26	"*Added bogus dates of Spring 2000 (Feb 29), Leppo 20040428"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	15	FALSE	"X"
"SPBAS001.64"	32.3515642	-110.2352486	"Perennial"	"15050203-899B"	4040	"warm"	2850	1	2000-05-17	"Corrected StationID - 6/3/09 akc"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	17.1	FALSE	"X"
"SPBAS001.64"	32.3515642	-110.2352486	"Perennial"	"15050203-899B"	4040	"warm"	2851	1	2000-05-23	"Corrected StationID - 6/3/09 akc"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	2	34.2	FALSE	"X"
"SPDOU000.18"	32.3533333	-110.2380556	"Perennial"	"15050203-902"	4134	"warm"	2854	1	2000-05-22	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	2	16	FALSE	"X"
"SPHSC010.67"	32.3541164	-110.2679189	"Perennial"	"15050203-013"	3830	"warm"	2856	1	2000-05-22	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	2	30	FALSE	"X"
"SPSPR059.21"	32.3318103	-110.4139122	"Perennial"	"15050203-011"	3035	"warm"	2861	1	2000-05-18	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	2	80	FALSE	"X"
"UGBLR046.35"	33.6844894	-109.0830556	"Perennial"	"15040004-026"	6110	"cold"	2872	1	2000-06-13	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	1.45	FALSE	"X"
"VRPIE000.29"	34.2243308	-111.4885189	"Perennial"	"15060203-049"	3360	"warm"	2892	1	1994-10-05	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1.06666666666667	8	FALSE	"X"
"VRWCL011.16"	34.5384167	-111.6853611	"Perennial"	"15060203-026B"	3660	"warm"	2900	1	1994-09-26	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	15	FALSE	"X"
"VRGAP000.92"	34.4143839	-111.7950694	"Perennial"	"15060203-774"	3080	"warm"	2932	1	1995-09-28	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	0.91743119266055	5	FALSE	"X"
"VRHOU003.48"	34.3174794	-111.7179133	"Perennial"	"15060203-041"	2920	"warm"	2933	1	1995-10-30	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1	12	FALSE	"X"
"VRLIM001.14"	33.9882931	-111.7560217	"Perennial"	"15060203-030"	2120	"warm"	2934	1	1995-11-02	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Limonia (Limoniini)"	"Limonia"	1.05017502917153	9	FALSE	"X"
"VREVR051.15"	34.4211114	-111.2632925	"Perennial"	"15060203-022A"	5840	"cold"	2943	1	1995-10-23	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Limonia (Limoniini)"	"Limonia"	1	4	FALSE	"X"
"VRSYH000.25"	34.0796208	-111.7018136	"Perennial"	"15060203-055"	2080	"warm"	2960	1	1995-11-01	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Limonia (Limoniini)"	"Limonia"	16.977829638273	580.641773628938	FALSE	"X"
"VRWCL005.10"	34.5141758	-111.7566447	"Perennial"	"15060203-026B"	3260	"warm"	2969	1	1995-10-18	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Limonia (Limoniini)"	"Limonia"	12.25	91.875	FALSE	"X"
"UGBLR046.35"	33.6844894	-109.0830556	"Perennial"	"15040004-026"	6110	"cold"	2990	1	1996-05-20	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Limonia (Limoniini)"	"Limonia"	1	4.29	FALSE	"X"
"UGBON006.41"	32.9565628	-109.5318014	"Perennial"	"15040005-030"	3180	"warm"	2992	1	1996-05-15	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Limonia (Limoniini)"	"Limonia"	2	4.28	FALSE	"X"
"UGFRY009.52"	32.7435403	-109.8391086	"Perennial"	"15040005-988"	5800	"cold"	2996	1	1996-05-15	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Limonia (Limoniini)"	"Limonia"	1	5	FALSE	"X"
