"FinalID"	"Phylum"	"Class"	"Subclass"	"Order"	"Family"	"Tribe"	"Genus"	"Species"	"Variety"	"Poll_Tol_Class"	"pH_class"	"Salinity_class"	"Nitrogen_Uptake_class"	"Oxygen_class"	"Saprobity_class"	"Trophic_class"	"Moisture_class"	"Motility_class"	"Phosphorus_class"	"Nitrogen_class"	"TaxaGroup"	"GroupName"
"Gomphonema angustatum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"angustatum"	""	2	4	2	2	2	2	5	3	"N"	NA	NA	NA	"Gomphonema"
"Gomphonema angustum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"angustum"	""	3	4	2	1	1	1	1	NA	"N"	NA	NA	NA	"Gomphonema"
"Gomphonema brebissonii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"brebissonii"	""	3	4	2	1	2	2	5	2	"N"	NA	NA	NA	"Gomphonema"
"Gomphonema kobayasii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"kobayasii"	""	3	NA	2	NA	NA	NA	7	NA	"N"	NA	NA	NA	"Gomphonema"
"Gomphonema lagenula"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"lagenula"	""	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gomphonema"
"Gomphonema mexicanum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"mexicanum"	""	2	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	"Gomphonema"
"Gomphonema micropus"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"micropus"	""	2	4	2	2	2	2	5	3	"N"	NA	NA	NA	"Gomphonema"
"Gomphonema minusculum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"minusculum"	""	3	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	"Gomphonema"
"Gomphonema minutum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"minutum"	""	3	3	2	NA	NA	2	5	NA	"N"	NA	"H"	NA	"Gomphonema"
"Gomphonema olivaceum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"olivaceum"	""	3	5	2	2	2	2	5	1	"N"	NA	NA	NA	"Gomphonema"
"Gomphonema parvulum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"parvulum"	""	1	3	2	3	4	4	5	3	"N"	"H"	"H"	NA	"Gomphonema"
"Gomphonema rhombicum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"rhombicum"	""	3	NA	NA	NA	NA	NA	NA	NA	"N"	NA	"L"	NA	"Gomphonema"
"Gomphonema subclavatum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"subclavatum"	""	2	3	2	1	1	2	2	3	"N"	NA	NA	NA	"Gomphonema"
"Gomphonema acuminatum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"acuminatum"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gomphonema"
"Gomphonema affine"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"affine"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gomphonema"
"Gomphonema augur var. turris"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"augur"	"turris"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gomphonema"
"Gomphonema clevei"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"clevei"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gomphonema"
"Gomphonema girdle sp."	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"girdle"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gomphonema"
"Gomphonema gracile"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"gracile"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gomphonema"
"Gomphonema hedinii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"hedinii"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gomphonema"
"Gomphonema insigne"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"insigne"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gomphonema"
"Gomphonema italicum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"italicum"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gomphonema"
"Gomphonema montanum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"montanum"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gomphonema"
"Gomphonema olivaceoides"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"olivaceoides"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gomphonema"
"Gomphonema parvulum var. saprophilum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"parvulum"	"saprophilum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gomphonema"
"Gomphonema productum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"productum"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gomphonema"
"Gomphonema truncatum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphonema"	"truncatum"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gomphonema"
"Gomphosphenia lingulatiformis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphosphenia"	"lingulatiformis"	""	3	NA	NA	NA	NA	NA	NA	NA	"N"	NA	NA	NA	"Gomphosphenia"
"Gomphosphenia sp."	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Cymbellales"	"Gomphonemataceae"	NA	"Gomphosphenia"	"sp."	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gomphosphenia"
"Gyrosigma acuminatum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pleurosigmataceae"	NA	"Gyrosigma"	"acuminatum"	""	3	5	2	2	3	2	5	2	"H"	"H"	NA	NA	"Gyrosigma"
"Gyrosigma nodiferum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pleurosigmataceae"	NA	"Gyrosigma"	"nodiferum"	""	3	NA	NA	NA	NA	NA	NA	NA	"H"	NA	NA	NA	"Gyrosigma"
"Gyrosigma attenuatum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pleurosigmataceae"	NA	"Gyrosigma"	"attenuatum"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gyrosigma"
"Gyrosigma scalproides"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Pleurosigmataceae"	NA	"Gyrosigma"	"scalproides"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Gyrosigma"
"Halamphora montana"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Thalassiophysales"	"Catenulaceae"	NA	"Halamphora"	"montana"	""	2	4	2	2	1	2	5	4	"M"	NA	NA	NA	"Halamphora"
"Halamphora veneta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Thalassiophysales"	"Catenulaceae"	NA	"Halamphora"	"veneta"	""	1	5	3	2	3	4	5	3	"M"	NA	NA	NA	"Halamphora"
"Hannaea arcus"	NA	NA	NA	NA	NA	NA	"Hannaea"	"arcus"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Hannaea"
"Hantzschia amphioxys"	NA	NA	NA	NA	NA	NA	"Hantzschia"	"amphioxys"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Hantzschia"
"Hippodonta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Hippodonta"	""	""	2	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Hippodonta"
"Hippodonta capitata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Hippodonta"	"capitata"	""	2	4	2	2	3	3	4	3	"M"	"H"	"H"	NA	"Hippodonta"
"Hippodonta capitata subsp. Iberoamericana"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Hippodonta"	"capitata"	"Iberoamericana"	2	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Hippodonta"
"Hippodonta coxiae"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Hippodonta"	"coxiae"	""	2	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Hippodonta"
"Humidophila contenta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Diadesmidaceae"	NA	"Humidophila"	"contenta"	""	2	4	2	2	1	2	7	4	"M"	NA	NA	NA	"Humidophila"
"Karayevia clevei"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Karayevia"	"clevei"	""	3	4	2	2	2	2	4	1	"N"	NA	NA	NA	"Karayevia"
"Karayevia laterostrata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Karayevia"	"laterostrata"	""	3	3	1	1	1	1	1	3	"N"	NA	NA	NA	"Karayevia"
"Karayevia ploenensis v. gessneri"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Achnanthales"	"Achnanthaceae"	NA	"Karayevia"	"ploenensis"	"gessneri"	3	4	2	1	1	1	4	NA	"N"	NA	NA	NA	"Karayevia"
"Kobayasiella"	NA	NA	NA	NA	NA	NA	"Kobayasiella"	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Kobayasiella"
"Luticola goeppertiana"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Diadesmidaceae"	NA	"Luticola"	"goeppertiana"	""	2	4	2	3	4	4	5	3	"M"	NA	"H"	NA	"Luticola"
"Luticola mutica"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Diadesmidaceae"	NA	"Luticola"	"mutica"	""	2	3	3	2	1	3	5	4	"M"	NA	NA	NA	"Luticola"
"Mastogloia smithii"	NA	NA	NA	NA	NA	NA	"Mastogloia"	"smithii"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mastogloia"
"Mayamaea"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Mayamaea"	""	""	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mayamaea"
"Mayamaea agrestis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Mayamaea"	"agrestis"	""	1	3	2	NA	NA	NA	NA	3	"M"	NA	NA	NA	"Mayamaea"
"Mayamaea atomus"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Mayamaea"	"atomus"	""	1	4	2	4	2	4	6	4	"M"	"H"	"H"	NA	"Mayamaea"
"Melosira varians"	"Heterokontophyta"	"Bacillariophyceae"	"Coscinodiscophycidae"	"Melosirales"	"Melosiraceae"	NA	"Melosira"	"varians"	""	2	4	2	3	3	3	5	2	"N"	NA	NA	NA	"Melosira"
"Meridion circulare"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Meridion"	"circulare"	""	3	4	2	2	2	2	7	1	"N"	NA	NA	NA	"Meridion"
"Meridion circulare var. constrictum"	"Heterokontophyta"	"Bacillariophyceae"	"Fragilariophycidae"	"Fragilariales"	"Fragilariaceae"	NA	"Meridion"	"circulare"	"constrictum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Meridion"
"Navicula"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	""	""	2	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Navicula"
"Navicula aitchelbee"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"aitchelbee"	""	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula amphiceropsis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"amphiceropsis"	""	2	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Navicula"
"Navicula antonii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"antonii"	""	2	4	2	NA	NA	2	5	NA	"M"	NA	NA	NA	"Navicula"
"Navicula arvensis f. major"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"arvensis"	"major"	2	NA	NA	NA	NA	NA	NA	NA	NA	"H"	NA	NA	"Navicula"
"Navicula associata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"associata"	""	2	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Navicula"
"Navicula aurora"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"aurora"	""	3	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Navicula"
"Navicula canalis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"canalis"	""	1	4	3	NA	NA	NA	5	NA	"M"	"H"	NA	NA	"Navicula"
"Navicula capitatoradiata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"capitatoradiata"	""	2	4	2	2	3	3	5	1	"M"	NA	NA	NA	"Navicula"
"Navicula cari"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"cari"	""	2	NA	2	NA	NA	NA	7	NA	"M"	NA	NA	NA	"Navicula"
"Navicula caterva"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"caterva"	""	2	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Navicula"
"Navicula cryptocephala"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"cryptocephala"	""	3	3	2	2	3	3	7	2	"M"	NA	NA	NA	"Navicula"
"Navicula cryptotenella"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"cryptotenella"	""	2	4	2	NA	NA	2	7	2	"M"	NA	"H"	NA	"Navicula"
"Navicula cryptotenelloides"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"cryptotenelloides"	""	2	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Navicula"
"Navicula difficillimoides"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"difficillimoides"	""	2	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Navicula"
"Navicula erifuga"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"erifuga"	""	2	4	3	NA	NA	NA	5	2	"M"	"H"	"H"	NA	"Navicula"
"Navicula germainii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"germainii"	""	3	4	3	2	2	2	5	2	"M"	"H"	NA	NA	"Navicula"
"Navicula gregaria"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"gregaria"	""	2	4	3	2	4	3	5	3	"M"	"H"	"H"	NA	"Navicula"
"Navicula hustedtii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"hustedtii"	""	2	2	1	NA	NA	NA	NA	4	"M"	NA	NA	NA	"Navicula"
"Navicula kotschyi"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"kotschyi"	""	2	NA	2	NA	1	1	NA	4	"M"	NA	NA	NA	"Navicula"
"Navicula longicephala"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"longicephala"	""	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula menisculus"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"menisculus"	""	2	4	2	2	3	3	5	2	"M"	NA	"H"	NA	"Navicula"
"Navicula notha"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"notha"	""	2	2	1	1	1	1	2	NA	"M"	NA	NA	NA	"Navicula"
"Navicula perminuta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"perminuta"	""	2	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Navicula"
"Navicula radiosa"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"radiosa"	""	3	3	2	2	2	2	4	3	"M"	NA	"L"	NA	"Navicula"
"Navicula recens"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"recens"	""	2	4	3	NA	NA	3	5	3	"M"	"H"	"H"	NA	"Navicula"
"Navicula reichardtiana"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"reichardtiana"	""	2	4	2	NA	NA	3	NA	NA	"M"	NA	NA	NA	"Navicula"
"Navicula reinhardtii"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"reinhardtii"	""	2	5	2	2	2	2	5	2	"M"	NA	NA	NA	"Navicula"
"Navicula riediana"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"riediana"	""	2	NA	NA	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Navicula"
"Navicula rostellata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"rostellata"	""	2	4	2	2	2	2	5	2	"M"	"H"	"H"	NA	"Navicula"
"Navicula seibigiana"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"seibigiana"	""	1	4	2	1	1	1	5	4	"M"	NA	NA	NA	"Navicula"
"Navicula subminuscula"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"subminuscula"	""	1	4	2	4	4	4	5	3	"M"	"H"	"H"	NA	"Navicula"
"Navicula symmetrica"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"symmetrica"	""	2	4	3	NA	1	2	5	3	"M"	"H"	NA	NA	"Navicula"
"Navicula tenelloides"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"tenelloides"	""	1	4	3	1	1	1	5	4	"M"	"H"	NA	NA	"Navicula"
"Navicula tridentula"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"tridentula"	""	3	2	1	NA	NA	NA	NA	4	"M"	NA	NA	NA	"Navicula"
"Navicula tripunctata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"tripunctata"	""	3	4	2	2	2	2	5	3	"M"	NA	"H"	NA	"Navicula"
"Navicula trivialis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"trivialis"	""	2	4	3	2	3	3	5	3	"M"	"H"	"H"	NA	"Navicula"
"Navicula vaucheriae"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"vaucheriae"	""	2	NA	NA	NA	NA	NA	NA	4	"M"	NA	NA	NA	"Navicula"
"Navicula veneta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"veneta"	""	1	4	3	2	4	4	5	3	"M"	"H"	"H"	NA	"Navicula"
"Navicula ventralis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"ventralis"	""	2	3	1	NA	NA	NA	NA	NA	"M"	NA	NA	NA	"Navicula"
"Navicula viridulacalcis subsp. Neomundana"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"viridulacalcis"	"Neomundana"	2	4	2	2	2	3	5	1	"M"	NA	NA	NA	"Navicula"
"Navicula wiesneri"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"wiesneri"	""	2	4	2	NA	NA	NA	NA	4	"M"	NA	NA	NA	"Navicula"
"Navicula accomoda"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"accomoda"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula anglica var. subsalsa"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"anglica"	"subsalsa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula angusta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"angusta"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula arenaria"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"arenaria"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula arvensis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"arvensis"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula arvensis var major"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"arvensis"	"major"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula atomus"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"atomus"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula bacillum"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"bacillum"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula capitata"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"capitata"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula capitata var. hungarica"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"capitata"	"hungarica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula cincta"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"cincta"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
"Navicula clementis"	"Heterokontophyta"	"Bacillariophyceae"	"Bacillariophycidae"	"Naviculales"	"Naviculaceae"	NA	"Navicula"	"clementis"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Navicula"
