COMID	Reach Mod Status	Reach Mod Status Reasoning	Reach Flow Status	Reach Flow Status Reasoning
20348851	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
17563644	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
17563938	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
20326373	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
948070237	Mod	02_Ftype_Mod	Perennial	05Y1_Per
22525649	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20348451	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
17574935	Natural	04Y_LULC_Nat	Intermittent	05Y2_Int
20341899	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
17574541	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
17572985	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
17574455	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
20333084	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
17591316	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20342487	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22601469	LikelyMod	07_LULC_Dist	Perennial	01_Fcode
22527355	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22514842	LikelyMod	07_LULC_Dist	Ephemeral	05Y3_Ephem
22532876	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
948070543	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20343415	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22549399	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
17591276	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20362663	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17590954	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20341837	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22563458	Natural	04Y_LULC_Nat	Perennial	05Y1_Per
22561268	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22602213	Mod	05Y_LULC_Dist	Perennial	05N1_SSURGO
20329172	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20341699	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
17563946	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17595367	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
20341987	LikelyMod	07_LULC_Dist	Perennial	01_Fcode
20332076	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20365883	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20362631	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20348269	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22547083	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
17575799	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22563260	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
20362629	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22560430	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
17575739	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
20366139	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20341563	Mod	05Y_LULC_Dist	Perennial	05N1_SSURGO
22560534	Unk	07_LULC_Dist	Intermittent	02Y_UplandVeg
20366141	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22525623	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
20341855	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20325403	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
17595319	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17572935	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
17574929	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22561032	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22545155	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
22560386	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20342687	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22548483	Unk	04YN_LULC_LikeNat	Perennial	01_Fcode
20341641	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20325481	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20348875	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20362887	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22548289	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20341617	LikelyMod	07_LULC_Dist	Perennial	05N1_SSURGO
17586630	LikelyNat	06_LULC_Nat	Intermittent	02Y_UplandVeg
22560946	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20341737	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20359296	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17591292	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17595423	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
20365089	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22532864	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
20355400	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22602193	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20332894	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22591603	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20331614	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
24843858	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20342681	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20332892	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17594913	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22560676	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22563446	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22514784	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22561096	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22547133	Mod	02_Ftype_Mod	Ephemeral	02Y_UplandVeg
17590964	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20341845	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17591166	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20350731	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20351663	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22548203	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17591186	NA	01_Ftype_NA	NA	00_Ftype_NA_2
948070256	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20333550	Mod	05Y_LULC_Dist	Perennial	01_Fcode
17563986	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
17586776	LikelyMod	05YN_LULC_LikeDist	Perennial	01_Fcode
22560596	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
22532922	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
20350985	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
17574999	Unk	07_LULC_Dist	Intermittent	02Y_UplandVeg
948070388	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
17574675	LikelyMod	07_LULC_Dist	Ephemeral	05Y3_Ephem
17573657	Mod	05Y_LULC_Dist	Perennial	01_Fcode
20333414	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22524697	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
20342497	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
17575697	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
17563736	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22560470	Mod	02_Ftype_Mod	Perennial	05Y1_Per
22555804	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
17590338	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22561042	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
20348311	LikelyMod	03_Dam	Intermittent	02Y_UplandVeg
22548283	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
17594827	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22514710	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
20350875	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22601427	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
17574643	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17563602	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20342485	Unk	07_LULC_Dist	Perennial	05Y1_Per
948070322	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22547527	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20332902	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22535156	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
17575839	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20334568	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22560474	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17590348	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17586606	Mod	05Y_LULC_Dist	Perennial	01_Fcode
17573957	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
20341703	Mod	05Y_LULC_Dist	Ephemeral	05Y3_Ephem
20351099	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20348485	Unk	05YN_LULC_LikeDist	Intermittent	02Y_UplandVeg
17594891	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
17595495	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22556330	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
17591360	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20331442	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22535142	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
17589820	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17574593	Unk	04YN_LULC_LikeNat	Perennial	05Y1_Per
17563768	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22534950	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20332014	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22549077	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
22515764	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
948070446	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22547065	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17591142	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17586804	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
17573667	Mod	05Y_LULC_Dist	Perennial	01_Fcode
22563112	Mod	02_Ftype_Mod	Perennial	05Y1_Per
17575777	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20334494	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
20342717	Mod	02_Ftype_Mod	Perennial	05N1_SSURGO
20362873	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20355316	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20362801	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22560664	Unk	05YN_LULC_LikeDist	Intermittent	02Y_UplandVeg
20342603	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22514822	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22560966	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22515768	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17574671	LikelyMod	07_LULC_Dist	Ephemeral	05Y3_Ephem
17570449	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20334524	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
24845750	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22523139	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22535490	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
20333502	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17563980	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22555700	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
20365951	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22601531	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
17594749	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
17575803	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20333272	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22558178	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17596099	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20341903	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22547111	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20341633	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
22549149	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20329876	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22545319	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20351659	NA	01_Ftype_NA	NA	00_Ftype_NA_2
948070359	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
22601341	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22545231	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17563690	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20326511	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20333744	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
20326451	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20366163	Mod	05Y_LULC_Dist	Ephemeral	05Y3_Ephem
948070220	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22563090	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
17563800	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22547431	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
20333178	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20326385	LikelyNat	06_LULC_Nat	Intermittent	02Y_UplandVeg
17563592	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20342543	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20348413	Mod	05Y_LULC_Dist	Perennial	01_Fcode
17563566	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17587600	Mod	02_Ftype_Mod	Intermittent	05Y2_Int
17596221	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20342509	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17586736	Unk	04YN_LULC_LikeNat	Perennial	01_Fcode
20355302	Mod	02_Ftype_Mod	Ephemeral	05Y3_Ephem
17586958	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20331906	Unk	07_LULC_Dist	Perennial	01_Fcode
17574973	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
20365181	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17563794	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20326447	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22561220	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22561162	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22556206	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
22548311	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20365183	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
17562524	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20365889	Unk	04YN_LULC_LikeNat	Perennial	05Y1_Per
20351661	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20333436	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
20333356	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
17574673	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
17594983	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17586596	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22521721	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20333386	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20359348	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20357304	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22521023	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
948070230	Unk	04YN_LULC_LikeNat	Perennial	01_Fcode
17596227	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20359284	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22555374	LikelyMod	03_Dam	Perennial	05Y1_Per
17586710	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20332998	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20326377	Unk	07_LULC_Dist	Perennial	05Y1_Per
17587732	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20342569	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22555996	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17590286	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20365127	LikelyMod	03_Dam	Intermittent	05Y2_Int
17586986	LikelyMod	07_LULC_Dist	Ephemeral	05Y3_Ephem
22601243	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20341951	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22556406	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22545463	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20348773	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22591395	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22560424	LikelyMod	07_LULC_Dist	Perennial	01_Fcode
20333642	Mod	05Y_LULC_Dist	Perennial	01_Fcode
17563624	Unk	05YN_LULC_LikeDist	Intermittent	02Y_UplandVeg
20350897	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
17594829	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
948070383	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
22548469	LikelyMod	07_LULC_Dist	Perennial	01_Fcode
17572901	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22560736	Unk	04YN_LULC_LikeNat	Perennial	05Y1_Per
22535130	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
17574699	LikelyNat	06_LULC_Nat	Intermittent	02Y_UplandVeg
22535132	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17589794	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20329940	Unk	05YN_LULC_LikeDist	Intermittent	02Y_UplandVeg
22560518	Unk	05YN_LULC_LikeDist	Intermittent	02Y_UplandVeg
20328620	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20330922	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22547559	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22556366	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20333006	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
17587728	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20325675	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
22591473	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20365199	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17574713	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
17564092	Unk	04YN_LULC_LikeNat	Intermittent	02Y_UplandVeg
20330016	LikelyMod	07_LULC_Dist	Ephemeral	05Y3_Ephem
20329650	LikelyNat	06_LULC_Nat	Intermittent	02Y_UplandVeg
22563288	Unk	04YN_LULC_LikeNat	Intermittent	02Y_UplandVeg
20331988	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17589824	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22558170	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22560702	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20327393	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20342565	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
20364955	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
17562522	Mod	05Y_LULC_Dist	Ephemeral	05Y3_Ephem
17596117	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20364699	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20341697	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22550601	Mod	02_Ftype_Mod	Intermittent	05Y2_Int
20362677	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20333098	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
22514856	Unk	05YN_LULC_LikeDist	Intermittent	02Y_UplandVeg
20343207	Mod	05Y_LULC_Dist	Perennial	05N1_SSURGO
22563214	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20348223	Unk	04YN_LULC_LikeNat	Intermittent	02Y_UplandVeg
20350883	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22515864	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17573013	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
22563322	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17572945	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22548325	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
20331420	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17572953	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
17594745	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
20343141	LikelyMod	07_LULC_Dist	Perennial	05N1_SSURGO
22556356	Unk	04YN_LULC_LikeNat	Ephemeral	05N2_RipVeg
20348845	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
20355616	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17563642	LikelyNat	06_LULC_Nat	Intermittent	02Y_UplandVeg
17573677	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20348603	LikelyMod	05YN_LULC_LikeDist	Perennial	05Y1_Per
17594741	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
20333126	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
20333702	LikelyMod	03_Dam	Perennial	05Y1_Per
948070165	Mod	05Y_LULC_Dist	Perennial	03_Model2
22601307	Unk	05YN_LULC_LikeDist	Ephemeral	05N2_RipVeg
20330002	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20332824	Mod	05Y_LULC_Dist	Perennial	05N1_SSURGO
20357316	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17586796	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22549423	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22555384	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
17563812	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22556316	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20333002	Mod	05Y_LULC_Dist	Ephemeral	05Y3_Ephem
20366125	Unk	04YN_LULC_LikeNat	Intermittent	02Y_UplandVeg
20341861	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
22561354	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17570463	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
948070241	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
20364873	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
20365185	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22547331	LikelyMod	07_LULC_Dist	Ephemeral	05Y3_Ephem
20348539	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22532692	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
20325233	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
22545315	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
22560960	LikelyMod	07_LULC_Dist	Ephemeral	05N2_RipVeg
17589822	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20333446	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
20364979	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
20350801	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
22525639	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20325197	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
17596101	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
20362669	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20364679	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17563686	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17564888	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22561144	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
948070514	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22563116	Mod	02_Ftype_Mod	Perennial	05Y1_Per
22601459	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17590970	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17591094	LikelyMod	07_LULC_Dist	Perennial	05N1_SSURGO
20333220	LikelyMod	07_LULC_Dist	Perennial	05Y1_Per
17591342	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22534962	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17594725	LikelyMod	07_LULC_Dist	Perennial	01_Fcode
163864411	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
20364727	Mod	05Y_LULC_Dist	Perennial	05N1_SSURGO
20351103	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20332864	LikelyMod	07_LULC_Dist	Ephemeral	05Y3_Ephem
20351057	Mod	05Y_LULC_Dist	Intermittent	02Y_UplandVeg
17591160	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
22515894	Mod	02_Ftype_Mod	Perennial	05Y1_Per
17590950	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20350955	Unk	07_LULC_Dist	Ephemeral	05N2_RipVeg
22532872	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20324447	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20325537	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
17586840	LikelyMod	07_LULC_Dist	Perennial	01_Fcode
22532654	Unk	04YN_LULC_LikeNat	Intermittent	02Y_UplandVeg
22591347	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17563696	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17594799	LikelyMod	05YN_LULC_LikeDist	Perennial	05Y1_Per
20324441	Unk	07_LULC_Dist	Perennial	01_Fcode
17574547	Mod	05Y_LULC_Dist	Ephemeral	05N2_RipVeg
17563664	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22563254	LikelyMod	07_LULC_Dist	Intermittent	05Y2_Int
20342601	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20341627	Mod	05Y_LULC_Dist	Intermittent	05Y2_Int
22558256	Mod	02_Ftype_Mod	Perennial	05Y1_Per
17574667	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
17573059	LikelyMod	07_LULC_Dist	Intermittent	02Y_UplandVeg
20350789	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
